Time (s)                 ProfilePos (deg)         ProfileVel (rpm)         ProfileAcc (rpm/s)       
86.0989                  0                        0                        0                        
86.1358                  0                        0                        0                        
86.1486                  0                        0                        0                        
86.1607                  0                        0                        0                        
86.1738                  0                        0                        0                        
86.2579                  0                        0                        0                        
86.3275                  0                        0                        0                        
86.4019                  0                        0                        0                        
86.4872                  0                        0                        0                        
86.5621                  0                        0                        0                        
86.631                   0                        0                        0                        
86.7088                  0                        0                        0                        
86.7748                  0                        0                        0                        
86.8491                  0                        0                        0                        
86.9188                  0                        0                        0                        
86.9905                  0                        0                        0                        
87.0629                  0                        0                        0                        
87.1385                  0                        0                        0                        
87.2064                  0                        0                        0                        
87.279                   0                        0                        0                        
87.3504                  0                        0                        0                        
87.4275                  0                        0                        0                        
87.4941                  0                        0                        0                        
87.5681                  0                        0                        0                        
87.6383                  0                        0                        0                        
87.7099                  0                        0                        0                        
87.7497                  0                        0                        0                        
87.8139                  0                        0                        0                        
87.889                   0                        0                        0                        
87.9575                  0                        0                        0                        
88.0291                  0                        0                        0                        
88.1175                  0                        0                        0                        
88.198                   0                        0                        0                        
88.2772                  0                        0                        0                        
88.3526                  0                        0                        0                        
88.421                   0                        0                        0                        
88.5053                  0                        0                        0                        
88.581                   0                        0                        0                        
88.6532                  0                        0                        0                        
88.7247                  0                        0                        0                        
88.7981                  0                        0                        0                        
88.8691                  0                        0                        0                        
88.9402                  0                        0                        0                        
89.0123                  0                        0                        0                        
89.0873                  0                        0                        0                        
89.1562                  0                        0                        0                        
89.2292                  0                        0                        0                        
89.3                     0                        0                        0                        
89.3768                  0                        0                        0                        
89.444                   0                        0                        0                        
89.5204                  0                        0                        0                        
89.5879                  0                        0                        0                        
89.6643                  0                        0                        0                        
89.7316                  0                        0                        0                        
89.7715                  0                        0                        0                        
89.8473                  0                        0                        0                        
89.9235                  0                        0                        0                        
89.9995                  0                        0                        0                        
90.0672                  0                        0                        0                        
90.1483                  0                        0                        0                        
90.2273                  0                        0                        0                        
90.3025                  0                        0                        0                        
90.3709                  0                        0                        0                        
90.4466                  0                        0                        0                        
90.5148                  0                        0                        0                        
90.5875                  0                        0                        0                        
90.6587                  0                        0                        0                        
90.7375                  0                        0                        0                        
90.8029                  0                        0                        0                        
90.8807                  0                        0                        0                        
90.9462                  0                        0                        0                        
91.0265                  0                        0                        0                        
91.106                   0                        0                        0                        
91.1795                  0                        0                        0                        
91.2497                  0                        0                        0                        
91.3275                  0                        0                        0                        
91.3938                  0                        0                        0                        
91.4681                  0                        0                        0                        
91.5376                  0                        0                        0                        
91.6126                  0                        0                        0                        
91.6874                  0                        0                        0                        
91.7646                  0                        0                        0                        
91.8435                  0                        0                        0                        
91.9156                  0                        0                        0                        
91.985                   0                        0                        0                        
92.0227                  0                        0                        0                        
92.0957                  0                        0                        0                        
92.1607                  0                        0                        0                        
92.2353                  0                        0                        0                        
92.3047                  0                        0                        0                        
92.3786                  0                        0                        0                        
92.4484                  0                        0                        0                        
92.5237                  0                        0                        0                        
92.5923                  0                        0                        0                        
92.6643                  0                        0                        0                        
92.7361                  0                        0                        0                        
92.773                   0                        0                        0                        
92.8477                  0                        0                        0                        
92.9278                  0                        0                        0                        
92.9968                  0                        0                        0                        
93.0716                  0                        0                        0                        
93.1508                  0                        0                        0                        
93.2154                  0                        0                        0                        
93.2918                  0                        0                        0                        
93.3593                  0                        0                        0                        
93.4338                  0                        0                        0                        
93.5032                  0                        0                        0                        
93.5789                  0                        0                        0                        
93.6472                  0                        0                        0                        
93.7209                  0                        0                        0                        
93.7908                  0                        0                        0                        
93.8689                  0                        0                        0                        
93.9347                  0                        0                        0                        
93.9729                  0                        0                        0                        
94.0503                  0                        0                        0                        
94.1268                  0                        0                        0                        
94.2024                  0                        0                        0                        
94.2703                  0                        0                        0                        
94.345                   0                        0                        0                        
94.4144                  0                        0                        0                        
94.489                   0                        0                        0                        
94.5583                  0                        0                        0                        
94.6347                  0                        0                        0                        
94.7023                  0                        0                        0                        
94.7905                  0                        0                        0                        
94.862                   0                        0                        0                        
94.9391                  0                        0                        0                        
95.0068                  0                        0                        0                        
95.083                   0                        0                        0                        
95.1495                  0                        0                        0                        
95.2242                  0                        0                        0                        
95.2932                  0                        0                        0                        
95.3682                  0                        0                        0                        
95.4373                  0                        0                        0                        
95.5222                  0                        0                        0                        
95.597                   0                        0                        0                        
95.6711                  0                        0                        0                        
95.7409                  0                        0                        0                        
95.8153                  0                        0                        0                        
95.8846                  0                        0                        0                        
95.9244                  0                        0                        0                        
95.9982                  0                        0                        0                        
96.0764                  0                        0                        0                        
96.1543                  0                        0                        0                        
96.2363                  0                        0                        0                        
96.3093                  0                        0                        0                        
96.3804                  0                        0                        0                        
96.4572                  0                        0                        0                        
96.5242                  0                        0                        0                        
96.5967                  0                        0                        0                        
96.6679                  0                        0                        0                        
96.7503                  0                        0                        0                        
96.8276                  0                        0                        0                        
96.9014                  0                        0                        0                        
96.9717                  0                        0                        0                        
97.0494                  0                        0                        0                        
97.1153                  0                        0                        0                        
97.1884                  0                        0                        0                        
97.2596                  0                        0                        0                        
97.3345                  0                        0                        0                        
97.4031                  0                        0                        0                        
97.4733                  0                        0                        0                        
97.5471                  0                        0                        0                        
97.624                   0                        0                        0                        
97.6906                  0                        0                        0                        
97.7685                  0                        0                        0                        
97.8345                  0                        0                        0                        
97.8726                  0                        0                        0                        
97.9491                  0                        0                        0                        
98.0261                  0                        0                        0                        
98.0996                  0                        0                        0                        
98.17                    0                        0                        0                        
98.2456                  0                        0                        0                        
98.3139                  0                        0                        0                        
98.3866                  0                        0                        0                        
98.4577                  0                        0                        0                        
98.5306                  0                        0                        0                        
98.6032                  0                        0                        0                        
98.6755                  0                        0                        0                        
98.7469                  0                        0                        0                        
98.8236                  0                        0                        0                        
98.8892                  0                        0                        0                        
98.9634                  0                        0                        0                        
99.033                   0                        0                        0                        
99.0708                  0                        0                        0                        
99.1468                  0                        0                        0                        
99.2248                  0                        0                        0                        
99.2957                  0                        0                        0                        
99.3686                  0                        0                        0                        
99.4417                  0                        0                        0                        
99.5126                  0                        0                        0                        
99.5944                  0                        0                        0                        
99.6723                  0                        0                        0                        
99.7449                  0                        0                        0                        
99.8161                  0                        0                        0                        
99.8908                  0                        0                        0                        
99.9604                  0                        0                        0                        
100.034                  0                        0                        0                        
100.104                  0                        0                        0                        
100.178                  0                        0                        0                        
100.249                  0                        0                        0                        
100.321                  0                        0                        0                        
100.392                  0                        0                        0                        
100.467                  0                        0                        0                        
100.54                   0                        0                        0                        
100.62                   0                        0                        0                        
100.695                  0                        0                        0                        
100.778                  0                        0                        0                        
100.855                  0                        0                        0                        
100.927                  0                        0                        0                        
100.999                  0                        0                        0                        
101.072                  0                        0                        0                        
101.147                  0                        0                        0                        
101.222                  0                        0                        0                        
101.287                  0                        0                        0                        
101.362                  0                        0                        0                        
101.43                   0                        0                        0                        
101.468                  0                        0                        0                        
101.541                  0                        0                        0                        
101.606                  0                        0                        0                        
101.679                  0                        0                        0                        
101.75                   0                        0                        0                        
101.833                  0                        0                        0                        
101.91                   0                        0                        0                        
101.99                   0                        0                        0                        
102.054                  0                        0                        0                        
102.126                  0                        0                        0                        
102.198                  0                        0                        0                        
102.271                  0                        0                        0                        
102.341                  0                        0                        0                        
102.415                  0                        0                        0                        
102.49                   0                        0                        0                        
102.562                  0                        0                        0                        
102.629                  0                        0                        0                        
102.665                  0                        0                        0                        
102.738                  0                        0                        0                        
102.805                  0                        0                        0                        
102.879                  0                        0                        0                        
102.948                  0                        0                        0                        
103.021                  0                        0                        0                        
103.093                  0                        0                        0                        
103.166                  0                        0                        0                        
103.236                  0                        0                        0                        
103.31                   0                        0                        0                        
103.387                  0                        0                        0                        
103.461                  0                        0                        0                        
103.5                    0                        0                        0                        
103.572                  0                        0                        0                        
103.647                  0                        0                        0                        
103.716                  0                        0                        0                        
103.791                  0                        0                        0                        
103.86                   0                        0                        0                        
103.934                  0                        0                        0                        
104.009                  0                        0                        0                        
104.083                  0                        0                        0                        
104.147                  0                        0                        0                        
104.228                  0                        0                        0                        
104.307                  0                        0                        0                        
104.381                  0                        0                        0                        
104.451                  0                        0                        0                        
104.524                  0                        0                        0                        
104.595                  0                        0                        0                        
104.672                  0                        0                        0                        
104.739                  0                        0                        0                        
104.821                  0                        0                        0                        
104.898                  0                        0                        0                        
104.971                  0                        0                        0                        
105.043                  0                        0                        0                        
105.118                  0                        0                        0                        
105.202                  0                        0                        0                        
105.272                  0                        0                        0                        
105.346                  0                        0                        0                        
105.428                  0                        0                        0                        
105.508                  0                        0                        0                        
105.579                  0                        0                        0                        
105.649                  0                        0                        0                        
105.728                  0                        0                        0                        
105.793                  0                        0                        0                        
105.868                  0                        0                        0                        
105.937                  0                        0                        0                        
106.017                  0                        0                        0                        
106.081                  0                        0                        0                        
106.122                  0                        0                        0                        
106.199                  0                        0                        0                        
106.273                  0                        0                        0                        
106.352                  0                        0                        0                        
106.417                  0                        0                        0                        
106.492                  0                        0                        0                        
106.561                  0                        0                        0                        
106.635                  0                        0                        0                        
106.704                  0                        0                        0                        
106.783                  0                        0                        0                        
106.848                  0                        0                        0                        
106.924                  0                        0                        0                        
106.992                  0                        0                        0                        
107.068                  0                        0                        0                        
107.136                  0                        0                        0                        
107.211                  0                        0                        0                        
107.28                   0                        0                        0                        
107.32                   0                        0                        0                        
107.397                  0                        0                        0                        
107.472                  0                        0                        0                        
107.549                  0                        0                        0                        
107.622                  0                        0                        0                        
107.696                  0                        0                        0                        
107.76                   0                        0                        0                        
107.838                  0                        0                        0                        
107.907                  0                        0                        0                        
107.977                  0                        0                        0                        
108.047                  0                        0                        0                        
108.123                  0                        0                        0                        
108.191                  0                        0                        0                        
108.27                   0                        0                        0                        
108.344                  0                        0                        0                        
108.421                  0                        0                        0                        
108.494                  0                        0                        0                        
108.57                   0                        0                        0                        
108.638                  0                        0                        0                        
108.711                  0                        0                        0                        
108.782                  0                        0                        0                        
108.819                  0                        0                        0                        
108.893                  0                        0                        0                        
108.958                  0                        0                        0                        
109.029                  0                        0                        0                        
109.102                  0                        0                        0                        
109.176                  0                        0                        0                        
109.246                  0                        0                        0                        
109.323                  0                        0                        0                        
109.389                  0                        0                        0                        
109.466                  0                        0                        0                        
109.534                  0                        0                        0                        
109.571                  0                        0                        0                        
109.649                  0                        0                        0                        
109.725                  0                        0                        0                        
109.8                    0                        0                        0                        
109.869                  0                        0                        0                        
109.944                  0                        0                        0                        
110.013                  0                        0                        0                        
110.093                  0                        0                        0                        
110.173                  0                        0                        0                        
110.248                  0                        0                        0                        
110.316                  0                        0                        0                        
110.394                  0                        0                        0                        
110.466                  0                        0                        0                        
110.544                  0                        0                        0                        
110.62                   0                        0                        0                        
110.698                  0                        0                        0                        
110.764                  0                        0                        0                        
110.835                  0                        0                        0                        
110.908                  0                        0                        0                        
110.983                  0                        0                        0                        
111.052                  0                        0                        0                        
111.129                  0                        0                        0                        
111.195                  0                        0                        0                        
111.272                  0                        0                        0                        
111.339                  0                        0                        0                        
111.416                  0                        0                        0                        
111.483                  0                        0                        0                        
111.52                   0                        0                        0                        
111.593                  0                        0                        0                        
111.659                  0                        0                        0                        
111.733                  0                        0                        0                        
111.803                  0                        0                        0                        
111.88                   0                        0                        0                        
111.947                  0                        0                        0                        
112.024                  0                        0                        0                        
112.09                   0                        0                        0                        
112.125                  0                        0                        0                        
112.197                  0                        0                        0                        
112.266                  0                        0                        0                        
112.344                  0                        0                        0                        
112.426                  0                        0                        0                        
112.505                  0                        0                        0                        
112.57                   0                        0                        0                        
112.653                  0                        0                        0                        
112.73                   0                        0                        0                        
112.806                  0                        0                        0                        
112.874                  0                        0                        0                        
112.951                  0                        0                        0                        
113.017                  0                        0                        0                        
113.093                  0                        0                        0                        
113.161                  0                        0                        0                        
113.239                  0                        0                        0                        
113.305                  0                        0                        0                        
113.38                   0                        0                        0                        
113.449                  0                        0                        0                        
113.525                  0                        0                        0                        
113.593                  0                        0                        0                        
113.667                  0                        0                        0                        
113.737                  0                        0                        0                        
113.774                  0                        0                        0                        
113.849                  0                        0                        0                        
113.928                  0                        0                        0                        
114.005                  0                        0                        0                        
114.072                  0                        0                        0                        
114.146                  0                        0                        0                        
114.216                  0                        0                        0                        
114.293                  0                        0                        0                        
114.36                   0                        0                        0                        
114.435                  0                        0                        0                        
114.504                  0                        0                        0                        
114.578                  0                        0                        0                        
114.648                  0                        0                        0                        
114.73                   0                        0                        0                        
114.791                  0                        0                        0                        
114.875                  0                        0                        0                        
114.951                  0                        0                        0                        
115.027                  0                        0                        0                        
115.111                  0                        0                        0                        
115.186                  0                        0                        0                        
115.255                  0                        0                        0                        
115.328                  0                        0                        0                        
115.4                    0                        0                        0                        
115.476                  0                        0                        0                        
115.559                  0                        0                        0                        
115.631                  0                        0                        0                        
115.703                  0                        0                        0                        
115.781                  0                        0                        0                        
115.846                  0                        0                        0                        
115.931                  0                        0                        0                        
116.006                  0                        0                        0                        
116.084                  0                        0                        0                        
116.166                  0                        0                        0                        
116.242                  0                        0                        0                        
116.31                   0                        0                        0                        
116.386                  0                        0                        0                        
116.454                  0                        0                        0                        
116.531                  0                        0                        0                        
116.597                  0                        0                        0                        
116.672                  0                        0                        0                        
116.741                  0                        0                        0                        
116.814                  0                        0                        0                        
116.885                  0                        0                        0                        
116.961                  0                        0                        0                        
117.032                  0                        0                        0                        
117.07                   0                        0                        0                        
117.157                  0                        0                        0                        
117.221                  0                        0                        0                        
117.3                    0                        0                        0                        
117.365                  0                        0                        0                        
117.444                  0                        0                        0                        
117.509                  0                        0                        0                        
117.581                  0                        0                        0                        
117.652                  0                        0                        0                        
117.729                  0                        0                        0                        
