Time (s)                 ProfilePos (deg)         ProfileVel (rpm)         ProfileAcc (rpm/s)       
373.727                  12822.1                  12                       0                        
373.838                  12830.2                  12                       0                        
374.013                  12842.8                  12                       0                        
374.174                  12854.3                  12                       0                        
374.315                  12864.6                  12                       0                        
374.439                  12873.4                  12                       0                        
374.621                  12886.6                  12                       0                        
374.766                  12896.9                  12                       0                        
374.926                  12908.4                  12                       0                        
375.07                   12918.7                  12                       0                        
375.192                  12927.4                  12                       0                        
375.377                  12940.9                  12                       0                        
375.489                  12949                    12                       0                        
375.675                  12962.5                  12                       0                        
375.816                  12972.8                  12                       0                        
375.964                  12983.2                  12                       0                        
376.091                  12992.2                  12                       0                        
376.265                  13005.1                  12                       0                        
376.413                  13015.5                  12                       0                        
376.574                  13026.9                  12                       0                        
376.714                  13037.3                  12                       0                        
376.838                  13046.2                  12                       0                        
376.991                  13057                    12                       0                        
377.161                  13069.5                  12                       0                        
377.321                  13081                    12                       0                        
377.44                   13089.4                  12                       0                        
377.624                  13102.9                  12                       0                        
377.773                  13113.2                  12                       0                        
377.915                  13123.6                  12                       0                        
378.073                  13135.1                  12                       0                        
378.19                   13143.4                  12                       0                        
378.36                   13155.8                  12                       0                        
378.521                  13167.3                  12                       0                        
378.637                  13175.8                  12                       0                        
378.823                  13189.2                  12                       0                        
378.941                  13197.4                  12                       0                        
379.089                  13208.2                  12                       0                        
379.274                  13221.4                  12                       0                        
379.414                  13231.8                  12                       0                        
379.576                  13243.3                  12                       0                        
379.721                  13253.6                  12                       0                        
379.863                  13264                    12                       0                        
380.023                  13275.5                  12                       0                        
380.167                  13285.8                  12                       0                        
380.29                   13294.6                  12                       0                        
380.468                  13307.7                  12                       0                        
380.613                  13318                    12                       0                        
380.775                  13329.5                  12                       0                        
380.916                  13339.9                  12                       0                        
381.062                  13350.3                  12                       0                        
381.223                  13361.8                  12                       0                        
381.361                  13372.2                  12                       0                        
381.527                  13383.6                  12                       0                        
381.641                  13391.8                  12                       0                        
381.811                  13404.4                  12                       0                        
381.973                  13415.9                  12                       0                        
382.118                  13426.2                  12                       0                        
382.26                   13436.6                  12                       0                        
382.42                   13448.1                  12                       0                        
382.565                  13458.4                  12                       0                        
382.723                  13470                    12                       0                        
382.867                  13480.3                  12                       0                        
383.01                   13490.7                  12                       0                        
383.171                  13502.2                  12                       0                        
383.313                  13512.5                  12                       0                        
383.44                   13521.4                  12                       0                        
383.618                  13534.4                  12                       0                        
383.762                  13544.7                  12                       0                        
383.921                  13556.3                  12                       0                        
384.067                  13566.6                  12                       0                        
384.225                  13578.1                  12                       0                        
384.367                  13588.5                  12                       0                        
384.49                   13597                    12                       0                        
384.676                  13610.4                  12                       0                        
384.817                  13620.7                  12                       0                        
384.939                  13629.4                  12                       0                        
385.123                  13642.6                  12                       0                        
385.264                  13652.9                  12                       0                        
385.426                  13664.4                  12                       0                        
385.568                  13674.8                  12                       0                        
385.71                   13685.1                  12                       0                        
385.873                  13696.7                  12                       0                        
386.015                  13707                    12                       0                        
386.141                  13715.8                  12                       0                        
386.29                   13726.6                  12                       0                        
386.464                  13739.2                  12                       0                        
386.586                  13748.2                  12                       0                        
386.742                  13759                    12                       0                        
386.909                  13771.4                  12                       0                        
387.039                  13780.6                  12                       0                        
387.214                  13793.3                  12                       0                        
387.374                  13804.8                  12                       0                        
387.52                   13815.2                  12                       0                        
387.637                  13823.8                  12                       0                        
387.821                  13837                    12                       0                        
387.965                  13847.4                  12                       0                        
388.125                  13858.9                  12                       0                        
388.272                  13869.5                  12                       0                        
388.415                  13879.6                  12                       0                        
388.574                  13891.1                  12                       0                        
388.687                  13899.4                  12                       0                        
388.86                   13911.8                  12                       0                        
388.99                   13921                    12                       0                        
389.167                  13933.7                  12                       0                        
389.289                  13942.6                  12                       0                        
389.469                  13955.5                  12                       0                        
389.59                   13964.2                  12                       0                        
389.772                  13977.4                  12                       0                        
389.916                  13987.8                  12                       0                        
390.077                  13999.3                  12                       0                        
390.217                  14009.6                  12                       0                        
390.363                  14020                    12                       0                        
390.526                  14031.6                  12                       0                        
390.668                  14041.9                  12                       0                        
390.81                   14052.2                  12                       0                        
390.973                  14063.7                  12                       0                        
391.113                  14074.1                  12                       0                        
391.273                  14085.6                  12                       0                        
391.418                  14095.9                  12                       0                        
391.564                  14106.3                  12                       0                        
391.722                  14117.8                  12                       0                        
391.864                  14128.1                  12                       0                        
392.027                  14139.7                  12                       0                        
392.169                  14150                    12                       0                        
392.289                  14158.6                  12                       0                        
392.474                  14171.9                  12                       0                        
392.618                  14182.2                  12                       0                        
392.761                  14192.6                  12                       0                        
392.919                  14204.1                  12                       0                        
393.065                  14214.5                  12                       0                        
393.224                  14226                    12                       0                        
393.364                  14236.3                  12                       0                        
393.512                  14246.7                  12                       0                        
393.673                  14258.2                  12                       0                        
393.815                  14268.5                  12                       0                        
393.975                  14280                    12                       0                        
394.09                   14288.2                  12                       0                        
394.264                  14300.8                  12                       0                        
394.425                  14312.3                  12                       0                        
394.539                  14320.6                  12                       0                        
394.711                  14333                    12                       0                        
394.838                  14342.2                  12                       0                        
395.019                  14355                    12                       0                        
395.172                  14366.4                  12                       0                        
395.32                   14376.7                  12                       0                        
395.462                  14387.1                  12                       0                        
395.588                  14396.2                  12                       0                        
395.767                  14408.9                  12                       0                        
395.891                  14417.8                  12                       0                        
396.041                  14428.6                  12                       0                        
396.214                  14441.2                  12                       0                        
396.372                  14452.7                  12                       0                        
396.524                  14463.1                  12                       0                        
396.677                  14474.5                  12                       0                        
396.791                  14482.6                  12                       0                        
396.963                  14495.3                  12                       0                        
397.126                  14506.8                  12                       0                        
397.268                  14517.1                  12                       0                        
397.391                  14525.8                  12                       0                        
397.571                  14539                    12                       0                        
397.715                  14549.3                  12                       0                        
397.878                  14560.8                  12                       0                        
398.022                  14571.2                  12                       0                        
398.139                  14579.8                  12                       0                        
398.323                  14593.1                  12                       0                        
398.467                  14603.4                  12                       0                        
398.627                  14614.9                  12                       0                        
398.768                  14625.3                  12                       0                        
398.888                  14633.8                  12                       0                        
399.076                  14647.2                  12                       0                        
399.217                  14657.5                  12                       0                        
399.361                  14667.9                  12                       0                        
399.527                  14679.4                  12                       0                        
399.666                  14689.7                  12                       0                        
399.788                  14698.6                  12                       0                        
399.938                  14709.4                  12                       0                        
400.114                  14722                    12                       0                        
400.237                  14731                    12                       0                        
400.389                  14741.8                  12                       0                        
400.576                  14755.3                  12                       0                        
400.72                   14765.7                  12                       0                        
400.862                  14776                    12                       0                        
401.025                  14787.5                  12                       0                        
401.139                  14795.8                  12                       0                        
401.309                  14808.3                  12                       0                        
401.471                  14819.8                  12                       0                        
401.616                  14830.1                  12                       0                        
401.782                  14841.6                  12                       0                        
401.918                  14852                    12                       0                        
402.078                  14863.5                  12                       0                        
402.222                  14873.8                  12                       0                        
402.366                  14884.2                  12                       0                        
402.527                  14895.7                  12                       0                        
402.67                   14906.1                  12                       0                        
402.817                  14916.4                  12                       0                        
402.975                  14927.9                  12                       0                        
403.117                  14938.3                  12                       0                        
403.262                  14948.6                  12                       0                        
403.394                  14957.8                  12                       0                        
403.568                  14970.5                  12                       0                        
403.723                  14982                    12                       0                        
403.869                  14992.4                  12                       0                        
403.991                  15001                    12                       0                        
404.173                  15014.3                  12                       0                        
404.318                  15024.6                  12                       0                        
404.474                  15036.1                  12                       0                        
404.589                  15044.2                  12                       0                        
404.761                  15056.8                  12                       0                        
404.889                  15065.8                  12                       0                        
405.07                   15078.7                  12                       0                        
405.21                   15089.1                  12                       0                        
405.374                  15100.5                  12                       0                        
405.516                  15110.9                  12                       0                        
405.673                  15122.4                  12                       0                        
405.788                  15130.6                  12                       0                        
405.964                  15143.1                  12                       0                        
406.12                   15154.6                  12                       0                        
406.267                  15165                    12                       0                        
406.432                  15177                    12                       0                        
406.539                  15184.6                  12                       0                        
406.713                  15197.2                  12                       0                        
406.875                  15208.7                  12                       0                        
407.021                  15219.4                  12                       0                        
407.141                  15227.8                  12                       0                        
407.321                  15240.9                  12                       0                        
407.466                  15251.3                  12                       0                        
407.59                   15260.2                  12                       0                        
407.77                   15273.2                  12                       0                        
407.891                  15281.8                  12                       0                        
408.073                  15295                    12                       0                        
408.218                  15305.4                  12                       0                        
408.376                  15316.9                  12                       0                        
408.49                   15325                    12                       0                        
408.663                  15337.6                  12                       0                        
408.823                  15349.1                  12                       0                        
408.939                  15357.4                  12                       0                        
409.126                  15370.9                  12                       0                        
409.24                   15379                    12                       0                        
409.39                   15389.8                  12                       0                        
409.575                  15403.2                  12                       0                        
409.691                  15411.4                  12                       0                        
409.861                  15423.9                  12                       0                        
410.024                  15435.4                  12                       0                        
410.165                  15445.8                  12                       0                        
410.327                  15457.3                  12                       0                        
410.439                  15465.4                  12                       0                        
410.613                  15478                    12                       0                        
410.771                  15489.5                  12                       0                        
410.916                  15499.8                  12                       0                        
411.04                   15508.6                  12                       0                        
411.228                  15521.7                  12                       0                        
411.367                  15532.1                  12                       0                        
411.523                  15543.6                  12                       0                        
411.673                  15554.2                  12                       0                        
411.812                  15564.3                  12                       0                        
411.97                   15575.8                  12                       0                        
412.114                  15586.2                  12                       0                        
412.275                  15597.7                  12                       0                        
412.417                  15608                    12                       0                        
412.577                  15619.5                  12                       0                        
412.722                  15629.9                  12                       0                        
412.84                   15638.2                  12                       0                        
413.025                  15651.8                  12                       0                        
413.139                  15659.8                  12                       0                        
413.316                  15672.5                  12                       0                        
413.477                  15684.2                  12                       0                        
413.62                   15694.3                  12                       0                        
413.763                  15704.7                  12                       0                        
413.889                  15713.8                  12                       0                        
414.067                  15726.6                  12                       0                        
414.223                  15738                    12                       0                        
414.37                   15748.4                  12                       0                        
414.515                  15758.8                  12                       0                        
414.635                  15767.8                  12                       0                        
414.816                  15780.6                  12                       0                        
414.962                  15791                    12                       0                        
415.118                  15802.5                  12                       0                        
415.24                   15811                    12                       0                        
415.423                  15824.4                  12                       0                        
415.569                  15834.7                  12                       0                        
415.711                  15845.1                  12                       0                        
415.873                  15856.6                  12                       0                        
416.014                  15866.9                  12                       0                        
416.174                  15878.4                  12                       0                        
416.289                  15886.6                  12                       0                        
416.465                  15899.2                  12                       0                        
416.623                  15910.7                  12                       0                        
416.739                  15919                    12                       0                        
416.934                  15933                    12                       0                        
417.072                  15942.9                  12                       0                        
417.212                  15953.2                  12                       0                        
417.373                  15964.8                  12                       0                        
417.519                  15975.1                  12                       0                        
417.679                  15986.6                  12                       0                        
417.792                  15994.6                  12                       0                        
417.966                  16007.3                  12                       0                        
418.124                  16018.8                  12                       0                        
418.249                  16027                    12                       0                        
418.409                  16039.5                  12                       0                        
418.537                  16048.6                  12                       0                        
418.719                  16061.5                  12                       0                        
418.878                  16072.9                  12                       0                        
418.988                  16081                    12                       0                        
419.164                  16093.6                  12                       0                        
419.325                  16105.1                  12                       0                        
419.437                  16113.4                  12                       0                        
419.625                  16127                    12                       0                        
419.772                  16137.4                  12                       0                        
419.89                   16145.8                  12                       0                        
420.04                   16156.6                  12                       0                        
420.219                  16169.6                  12                       0                        
420.377                  16181.1                  12                       0                        
420.523                  16191.4                  12                       0                        
420.667                  16201.8                  12                       0                        
420.824                  16213.3                  12                       0                        
420.94                   16221.4                  12                       0                        
421.09                   16232.2                  12                       0                        
421.273                  16245.5                  12                       0                        
421.415                  16255.9                  12                       0                        
421.578                  16267.4                  12                       0                        
421.691                  16275.4                  12                       0                        
421.837                  16286.2                  12                       0                        
422.026                  16299.6                  12                       0                        
422.17                   16310                    12                       0                        
422.286                  16318.6                  12                       0                        
422.474                  16331.8                  12                       0                        
422.619                  16342.2                  12                       0                        
422.781                  16353.7                  12                       0                        
422.922                  16364                    12                       0                        
423.064                  16374.4                  12                       0                        
423.224                  16385.9                  12                       0                        
423.367                  16396.3                  12                       0                        
423.509                  16406.6                  12                       0                        
423.669                  16418.1                  12                       0                        
423.789                  16426.6                  12                       0                        
423.975                  16440                    12                       0                        
424.088                  16448.2                  12                       0                        
424.264                  16460.7                  12                       0                        
424.423                  16472.2                  12                       0                        
424.565                  16482.6                  12                       0                        
424.728                  16494.1                  12                       0                        
424.868                  16504.4                  12                       0                        
425.012                  16514.8                  12                       0                        
425.171                  16526.3                  12                       0                        
425.291                  16534.6                  12                       0                        
425.477                  16548.2                  12                       0                        
425.618                  16558.5                  12                       0                        
425.74                   16567                    12                       0                        
425.927                  16580.4                  12                       0                        
426.069                  16590.8                  12                       0                        
426.213                  16601.1                  12                       0                        
426.339                  16610.2                  12                       0                        
426.49                   16621                    12                       0                        
426.674                  16634.5                  12                       0                        
426.79                   16642.6                  12                       0                        
426.95                   16653.4                  12                       0                        
427.088                  16664.2                  12                       0                        
427.267                  16677                    12                       0                        
427.412                  16687.4                  12                       0                        
427.576                  16698.9                  12                       0                        
427.69                   16707.4                  12                       0                        
427.873                  16720.8                  11.9995                  -0.00263168              
428.02                   16731.2                  11.9988                  -0.00468274              
428.179                  16742.6                  11.9977                  -0.00693691              
428.322                  16753                    11.9964                  -0.00897869              
428.464                  16763.3                  11.9949                  -0.0110249               
428.591                  16772.2                  11.9933                  -0.0127737               
428.772                  16785.2                  11.9905                  -0.0153362               
428.914                  16795.5                  11.988                   -0.0173755               
429.073                  16807.1                  11.9849                  -0.019648                
429.219                  16817.4                  11.9818                  -0.021687                
429.341                  16826.1                  11.9789                  -0.0234184               
429.52                   16839.2                  11.9742                  -0.025998                
429.664                  16849.5                  11.9701                  -0.0280357               
429.791                  16858.5                  11.9664                  -0.0298052               
429.967                  16871.3                  11.9606                  -0.032346                
430.09                   16880                    11.9565                  -0.0340631               
430.27                   16893.1                  11.9498                  -0.0366547               
430.418                  16903.5                  11.9442                  -0.0387202               
430.575                  16914.8                  11.9377                  -0.0409626               
430.719                  16925.2                  11.9315                  -0.0430096               
430.879                  16936.6                  11.9243                  -0.0452718               
431.026                  16947.1                  11.9173                  -0.0473652               
431.167                  16957.1                  11.9104                  -0.0493546               
431.311                  16967.4                  11.903                   -0.0513986               
431.437                  16976.6                  11.8961                  -0.0532236               
431.621                  16989.2                  11.8863                  -0.0557305               
431.774                  17000.5                  11.8771                  -0.0579743               
431.916                  17010.7                  11.8685                  -0.0600168               
432.041                  17019.3                  11.861                   -0.0617394               
432.223                  17032.3                  11.8493                  -0.0643279               
432.341                  17040.7                  11.8415                  -0.0659973               
432.489                  17051.3                  11.8313                  -0.0681263               
432.67                   17064.2                  11.8185                  -0.0707012               
432.814                  17074.3                  11.8081                  -0.072721                
432.973                  17085.6                  11.7961                  -0.0749931               
433.091                  17093.8                  11.7872                  -0.0766421               
433.237                  17104.4                  11.7754                  -0.078771                
433.391                  17115                    11.7633                  -0.0809                  
433.544                  17125.6                  11.7508                  -0.0830289               
433.724                  17138.6                  11.735                   -0.0856511               
433.875                  17149                    11.7219                  -0.0877654               
434.015                  17158.8                  11.7095                  -0.089732                
434.172                  17170                    11.6948                  -0.092003                
434.316                  17180.1                  11.6812                  -0.0940423               
434.474                  17191.3                  11.6658                  -0.0963102               
434.619                  17201.3                  11.6517                  -0.0983548               
434.761                  17211.4                  11.6373                  -0.100395                
434.921                  17222.5                  11.6208                  -0.102664                
435.066                  17232.5                  11.6058                  -0.104706                
435.226                  17243.6                  11.5887                  -0.10697                 
435.37                   17253.6                  11.573                   -0.109012                
435.489                  17261.9                  11.5598                  -0.110705                
435.673                  17274.7                  11.5389                  -0.113322                
435.789                  17282.7                  11.5256                  -0.114963                
435.975                  17295.6                  11.5035                  -0.117629                
436.118                  17305.5                  11.4863                  -0.119674                
436.266                  17315.6                  11.4684                  -0.121755                
436.424                  17326.4                  11.449                   -0.123983                
436.571                  17336.5                  11.4305                  -0.126064                
436.709                  17346.1                  11.4124                  -0.128064                
436.84                   17354.8                  11.396                   -0.129866                
436.993                  17365                    11.3762                  -0.131995                
437.175                  17377.8                  11.351                   -0.13465                 
437.319                  17387.5                  11.3314                  -0.136685                
437.446                  17395.7                  11.3148                  -0.138382                
437.622                  17408.1                  11.2889                  -0.140995                
437.768                  17417.8                  11.2683                  -0.143034                
437.912                  17427.6                  11.2474                  -0.145078                
438.073                  17438.3                  11.2238                  -0.147353                
438.213                  17448                    11.2023                  -0.149393                
438.375                  17458.7                  11.1781                  -0.151659                
438.521                  17468.3                  11.156                   -0.153698                
438.64                   17476.4                  11.1373                  -0.155413                
438.822                  17488.6                  11.1083                  -0.15801                 
438.964                  17498.2                  11.0853                  -0.160051                
439.089                  17506.4                  11.0654                  -0.1618                  
439.239                  17516.3                  11.0408                  -0.163929                
439.414                  17527.8                  11.0118                  -0.166402                
439.572                  17538.3                  10.9849                  -0.168667                
439.714                  17547.8                  10.9603                  -0.17071                 
439.86                   17557.2                  10.9355                  -0.172753                
439.991                  17565.6                  10.9131                  -0.174574                
440.141                  17575.4                  10.8866                  -0.176703                
440.331                  17587.8                  10.8523                  -0.17941                 
440.442                  17594.9                  10.8326                  -0.18096                 
