Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
86.1736                  0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        
86.2116                  0                        0                        -0.00129425              -1.125                   -0.00832119              -1.44661                 -41.4844                 -1                       1.12371                  0.02394                  
86.2969                  0                        0                        -0.0191467               -0.9                     -0.0353442               -1.35752                 -40.7812                 1                        0.880853                 -0.0080798               
86.3667                  0                        0                        -0.0438468               -0.9                     -0.0580918               -1.35752                 -39.9023                 3                        0.856153                 -0.0301003               
86.4518                  0                        0                        -0.0815345               -0.9                     -0.0825245               -1.35752                 -40.2539                 -4                       0.818466                 -0.0540825               
86.5237                  0                        0                        -0.134976                -1.125                   -0.108803                -1.44913                 -41.1328                 -2                       0.990024                 -0.0737361               
86.6058                  0                        0                        -0.198696                -1.125                   -0.134204                -0.00252543              -42.7148                 -1                       0.926304                 -0.0991258               
86.6747                  0                        0                        -0.264524                -1.125                   -0.156682                -0.0916161               -44.1211                 -2                       0.860476                 -0.122018                
86.7528                  0                        0                        -0.344557                -1.125                   -0.180415                -0.0916161               -47.1094                 -7                       0.780443                 -0.146527                
86.8147                  0                        0                        -0.42461                 -1.35                    -0.201653                -0.204971                -50.0977                 -7                       0.92539                  -0.162374                
86.8889                  0                        0                        -0.526154                -1.35                    -0.225721                -0.113355                -53.0859                 -5                       0.823846                 -0.187821                
86.9558                  0                        0                        -0.623657                -1.575                   -0.246853                -0.227283                -54.8438                 -5                       0.951343                 -0.203929                
87.0318                  0                        0                        -0.744025                -1.575                   -0.270646                -0.227283                -56.9531                 -5                       0.830975                 -0.229591                
87.1027                  0                        0                        -0.872869                -1.575                   -0.294086                -0.227283                -58.8867                 -4                       0.702131                 -0.255419                
87.1788                  0                        0                        -1.01805                 -1.8                     -0.318474                -0.212642                -62.9297                 -7                       0.781951                 -0.276185                
87.2427                  0                        0                        -1.15231                 -1.8                     -0.339625                -0.212642                -66.2695                 -9                       0.647685                 -0.300087                
87.32                    0                        0                        -1.31422                 -2.025                   -0.363457                -0.199733                -70.1367                 -9                       0.710779                 -0.320875                
87.3898                  0                        0                        -1.47836                 -2.025                   -0.386195                -0.199733                -74.1797                 -10                      0.546641                 -0.34727                 
87.4698                  0                        0                        -1.67135                 -2.25                    -0.411299                -0.295636                -79.8047                 -13                      0.578649                 -0.370402                
87.5339                  0                        0                        -1.84199                 -2.475                   -0.43241                 -0.310957                -85.2539                 -13                      0.633014                 -0.38902                 
87.6089                  0                        0                        -2.04769                 -2.7                     -0.456518                -0.410824                -90                      -11                      0.652306                 -0.411451                
87.6769                  0                        0                        -2.24318                 -2.7                     -0.47838                 -0.309805                -94.3945                 -11                      0.456816                 -0.438011                
87.7494                  0                        0                        -2.45932                 -2.925                   -0.50144                 -0.414206                -98.9648                 -10                      0.465682                 -0.460032                
87.7898                  0                        0                        -2.58268                 -2.925                   -0.514274                -0.318304                -101.602                 -12                      0.34232                  -0.475962                
87.8519                  0                        0                        -2.7846                  -3.15                    -0.534485                -0.323386                -107.578                 -18                      0.365404                 -0.494996                
87.9341                  0                        0                        -3.04726                 -3.6                     -0.559597                -0.41526                 -117.246                 -20                      0.552738                 -0.513835                
87.996                   0                        0                        -3.28034                 -3.825                   -0.581057                -0.527446                -124.102                 -18                      0.544664                 -0.534706                
88.085                   0                        0                        -3.55808                 -4.05                    -0.643                   -0.527224                -130.605                 -14                      0.491923                 -0.597096                
88.1571                  0                        0                        -3.89758                 -4.05                    -0.643                   -0.527224                -137.637                 -14                      0.152416                 -0.606267                
88.2391                  0                        0                        -4.21403                 -4.5                     -0.643                   -0.590982                -147.48                  -22                      0.285971                 -0.602002                
88.318                   0                        0                        -4.51866                 -4.725                   -0.643                   -0.494225                -157.324                 -20                      0.206341                 -0.60383                 
88.3902                  0                        0                        -4.80443                 -5.175                   -0.643                   -0.584543                -166.641                 -22                      0.370569                 -0.598636                
88.4641                  0                        0                        -5.06644                 -5.4                     -0.643                   -0.590797                -175.254                 -21                      0.333555                 -0.599086                
88.5454                  0                        0                        -5.39463                 -5.625                   -0.643                   -0.678963                -183.164                 -17                      0.230368                 -0.601509                
88.6191                  0                        0                        -5.67995                 -5.85                    -0.643                   -0.597499                -189.844                 -18                      0.170045                 -0.602888                
88.6973                  0                        0                        -5.97355                 -6.075                   -0.643                   -0.60107                 -197.754                 -19                      0.101453                 -0.604607                
88.7621                  0                        0                        -6.24305                 -6.3                     -0.643                   -0.505931                -206.895                 -22                      0.0569528                -0.605756                
88.8382                  0                        0                        -6.52893                 -6.75                    -0.643                   -0.597926                -215.156                 -19                      0.221073                 -0.600798                
88.9051                  0                        0                        -6.78718                 -6.975                   -0.643                   -0.621801                -222.715                 -19                      0.187819                 -0.601426                
88.9792                  0                        0                        -7.08107                 -7.2                     -0.643                   -0.618845                -231.328                 -18                      0.118932                 -0.603131                
89.0511                  0                        0                        -7.34669                 -7.425                   -0.643                   -0.629224                -239.238                 -19                      0.0783103                -0.604125                
89.1282                  0                        0                        -7.64003                 -7.65                    -0.643                   -0.620497                -247.852                 -19                      0.00996669               -0.606005                
89.1941                  0                        0                        -7.90217                 -7.875                   -0.643                   -0.528449                -255.234                 -20                      -0.0271728               -0.607037                
89.2695                  0                        0                        -8.18464                 -8.1                     -0.643                   -0.518845                -263.32                  -19                      -0.084638                -0.608633                
89.3392                  0                        0                        -8.46566                 -8.55                    -0.643                   -0.626313                -271.23                  -17                      0.0843354                -0.6038                  
89.4193                  0                        0                        -8.7593                  -8.775                   -0.643                   -0.615919                -278.789                 -17                      0.0156954                -0.605678                
89.4861                  0                        0                        -9.02833                 -9                       -0.643                   -0.624834                -286.348                 -18                      -0.0283336               -0.606901                
89.5601                  0                        0                        -9.31895                 -9.225                   -0.643                   -0.614019                -296.016                 -22                      -0.0939456               -0.608723                
89.6271                  0                        0                        -9.5662                  -9.675                   -0.643                   -0.745637                -303.75                  -19                      0.108805                 -0.602919                
89.7077                  0                        0                        -9.87487                 -9.9                     -0.643                   -0.633453                -312.539                 -19                      0.0251305                -0.605197                
89.7712                  0                        0                        -10.1248                 -10.125                  -0.643                   -0.650695                -320.625                 -21                      0.000219879              -0.605888                
89.8122                  0                        0                        -10.279                  -10.125                  -0.643                   -0.543141                -324.844                 -18                      -0.154017                -0.610173                
89.8883                  0                        0                        -10.577                  -10.35                   -0.643                   -0.540694                -331.875                 -17                      -0.226953                -0.612199                
89.9623                  0                        0                        -10.862                  -10.575                  -0.643                   -0.40815                 -338.906                 -17                      -0.286998                -0.613867                
90.0415                  0                        0                        -11.1634                 -11.025                  -0.643                   -0.506402                -346.992                 -18                      -0.138417                -0.60974                 
90.1092                  0                        0                        -11.4336                 -11.25                   -0.643                   -0.497715                -356.309                 -23                      -0.183599                -0.610995                
90.1903                  0                        0                        -11.7388                 -11.475                  -0.643                   -0.592533                -365.625                 -19                      -0.263762                -0.613221                
90.2662                  0                        0                        -12.0318                 -11.925                  -0.643                   -0.692904                -374.062                 -18                      -0.10679                 -0.608861                
90.3423                  0                        0                        -12.3333                 -12.15                   -0.643                   -0.687372                -382.676                 -17                      -0.183266                -0.610985                
90.4092                  0                        0                        -12.5872                 -12.375                  -0.643                   -0.609347                -389.707                 -19                      -0.212156                -0.611788                
90.4884                  0                        0                        -12.8925                 -12.6                    -0.643                   -0.597028                -397.266                 -19                      -0.292455                -0.614018                
90.5522                  0                        0                        -13.1392                 -12.825                  -0.643                   -0.619493                -403.77                  -20                      -0.314166                -0.614621                
90.6283                  0                        0                        -13.4249                 -13.05                   -0.643                   -0.523257                -411.68                  -19                      -0.374935                -0.616309                
90.6993                  0                        0                        -13.707                  -13.275                  -0.643                   -0.529849                -420.293                 -20                      -0.432034                -0.617896                
90.7773                  0                        0                        -14.0074                 -13.5                    -0.643                   -0.512226                -429.082                 -20                      -0.507366                -0.619988                
90.8423                  0                        0                        -14.2581                 -13.725                  -0.643                   -0.532851                -435.059                 -21                      -0.533099                -0.620703                
90.9214                  0                        0                        -14.5593                 -13.95                   -0.643                   -0.511641                -443.672                 -20                      -0.609279                -0.622819                
90.9873                  0                        0                        -14.8138                 -14.175                  -0.643                   -0.524081                -449.473                 -15                      -0.638778                -0.623638                
91.0753                  0                        0                        -15.1539                 -14.625                  -0.643                   -0.591665                -458.086                 -17                      -0.528882                -0.620586                
91.1442                  0                        0                        -15.4191                 -14.85                   -0.643                   -0.60442                 -465.645                 -19                      -0.569101                -0.621703                
91.2205                  0                        0                        -15.7127                 -15.075                  -0.643                   -0.587583                -475.488                 -22                      -0.637664                -0.623607                
91.2885                  0                        0                        -15.9829                 -15.3                    -0.643                   -0.598567                -483.574                 -19                      -0.682943                -0.624865                
91.3694                  0                        0                        -16.2879                 -15.75                   -0.643                   -0.674634                -492.188                 -19                      -0.537906                -0.620836                
91.4314                  0                        0                        -16.5347                 -15.975                  -0.643                   -0.621733                -499.746                 -20                      -0.559681                -0.621441                
91.5141                  0                        0                        -16.8364                 -16.2                    -0.643                   -0.608534                -508.184                 -19                      -0.636402                -0.623572                
91.5785                  0                        0                        -17.0948                 -16.425                  -0.643                   -0.621964                -515.039                 -17                      -0.669762                -0.624499                
91.6544                  0                        0                        -17.3876                 -16.65                   -0.643                   -0.61371                 -522.773                 -19                      -0.737621                -0.626384                
91.7264                  0                        0                        -17.6728                 -16.875                  -0.643                   -0.525395                -530.156                 -19                      -0.797848                -0.628057                
91.8054                  0                        0                        -17.9702                 -17.1                    -0.643                   -0.505445                -539.473                 -21                      -0.870218                -0.630067                
91.8815                  0                        0                        -18.2709                 -17.55                   -0.643                   -0.601999                -548.438                 -21                      -0.720915                -0.62592                 
91.9555                  0                        0                        -18.5492                 -17.775                  -0.643                   -0.593974                -555.996                 -23                      -0.774216                -0.627401                
92.0224                  0                        0                        -18.8148                 -18                      -0.643                   -0.604124                -563.555                 -21                      -0.814792                -0.628528                
92.0605                  0                        0                        -18.9617                 -18                      -0.643                   -0.502678                -566.367                 -16                      -0.961726                -0.632609                
92.1376                  0                        0                        -19.2513                 -18.225                  -0.643                   -0.505289                -574.102                 -17                      -1.02633                 -0.634404                
92.1975                  0                        0                        -19.4901                 -18.45                   -0.643                   -0.434001                -580.605                 -18                      -1.04013                 -0.634787                
92.2736                  0                        0                        -19.7838                 -18.9                    -0.643                   -0.527097                -591.328                 -24                      -0.88379                 -0.630444                
92.3445                  0                        0                        -20.0496                 -19.125                  -0.643                   -0.527021                -601.523                 -23                      -0.924551                -0.631577                
92.4206                  0                        0                        -20.3434                 -19.575                  -0.643                   -0.723944                -610.84                  -20                      -0.768422                -0.62724                 
92.4865                  0                        0                        -20.6058                 -19.8                    -0.643                   -0.734297                -618.047                 -20                      -0.80583                 -0.628279                
92.5657                  0                        0                        -20.9027                 -20.025                  -0.643                   -0.710604                -626.133                 -17                      -0.877686                -0.630275                
92.6296                  0                        0                        -21.1573                 -20.25                   -0.643                   -0.627188                -632.988                 -18                      -0.907283                -0.631097                
92.7078                  0                        0                        -21.4353                 -20.475                  -0.643                   -0.622377                -641.25                  -20                      -0.96033                 -0.63257                 
92.7728                  0                        0                        -21.7087                 -20.7                    -0.643                   -0.531289                -650.742                 -23                      -1.00873                 -0.633915                
92.8108                  0                        0                        -21.8559                 -20.925                  -0.643                   -0.61759                 -656.543                 -24                      -0.930929                -0.631754                
92.8898                  0                        0                        -22.1525                 -21.375                  -0.643                   -0.71526                 -665.859                 -21                      -0.777483                -0.627491                
92.9617                  0                        0                        -22.4452                 -21.6                    -0.643                   -0.700445                -674.297                 -19                      -0.845242                -0.629374                
93.0358                  0                        0                        -22.7234                 -21.825                  -0.643                   -0.700394                -682.91                  -18                      -0.898428                -0.630851                
93.1126                  0                        0                        -23.017                  -22.05                   -0.643                   -0.693108                -691.523                 -19                      -0.967039                -0.632757                
93.1886                  0                        0                        -23.314                  -22.275                  -0.643                   -0.593963                -700.137                 -19                      -1.03904                 -0.634757                
93.256                   0                        0                        -23.5691                 -22.725                  -0.643                   -0.625707                -709.102                 -22                      -0.844103                -0.629342                
93.3337                  0                        0                        -23.866                  -22.95                   -0.643                   -0.624321                -719.824                 -21                      -0.916025                -0.63134                 
93.3957                  0                        0                        -24.1128                 -23.4                    -0.643                   -0.754811                -727.207                 -20                      -0.712801                -0.625695                
93.4728                  0                        0                        -24.4064                 -23.625                  -0.643                   -0.754832                -735.469                 -18                      -0.781351                -0.627599                
93.5427                  0                        0                        -24.68                   -23.625                  -0.643                   -0.657408                -743.027                 -21                      -1.05503                 -0.635201                
93.6158                  0                        0                        -24.9582                 -23.85                   -0.643                   -0.534558                -749.004                 -15                      -1.10816                 -0.636677                
93.6837                  0                        0                        -25.2239                 -24.075                  -0.643                   -0.545973                -755.859                 -16                      -1.14895                 -0.63781                 
93.7618                  0                        0                        -25.5182                 -24.525                  -0.643                   -0.508117                -764.473                 -20                      -0.993231                -0.633484                
93.8307                  0                        0                        -25.7873                 -24.75                   -0.643                   -0.517074                -775.195                 -26                      -1.03733                 -0.634709                
93.9109                  0                        0                        -26.0925                 -25.2                    -0.643                   -0.706712                -785.742                 -22                      -0.892488                -0.630686                
93.9727                  0                        0                        -26.3389                 -25.425                  -0.643                   -0.720124                -793.477                 -20                      -0.913854                -0.631279                
94.0117                  0                        0                        -26.4816                 -25.65                   -0.643                   -0.813968                -797.52                  -19                      -0.831596                -0.628994                
94.0918                  0                        0                        -26.7906                 -25.875                  -0.643                   -0.710971                -805.254                 -15                      -0.915564                -0.631327                
94.1667                  0                        0                        -27.0837                 -26.1                    -0.643                   -0.702163                -813.164                 -17                      -0.98367                 -0.633219                
94.2428                  0                        0                        -27.3732                 -26.325                  -0.643                   -0.612458                -821.777                 -20                      -1.04821                 -0.635012                
94.3068                  0                        0                        -27.6278                 -26.55                   -0.643                   -0.608649                -830.918                 -24                      -1.07784                 -0.635835                
94.3859                  0                        0                        -27.9287                 -27                      -0.643                   -0.598262                -841.465                 -21                      -0.92874                 -0.631693                
94.4538                  0                        0                        -28.1875                 -27.225                  -0.643                   -0.616426                -849.727                 -20                      -0.962518                -0.632631                
94.5299                  0                        0                        -28.4818                 -27.45                   -0.643                   -0.616037                -858.867                 -21                      -1.03178                 -0.634555                
94.5958                  0                        0                        -28.7434                 -27.675                  -0.643                   -0.626721                -865.371                 -17                      -1.06836                 -0.635571                
94.6749                  0                        0                        -29.0401                 -27.9                    -0.643                   -0.610581                -873.984                 -19                      -1.14014                 -0.637565                
94.7529                  0                        0                        -29.3413                 -28.35                   -0.643                   -0.610438                -883.301                 -22                      -0.991262                -0.63343                 
94.8309                  0                        0                        -29.6424                 -28.575                  -0.643                   -0.594722                -892.441                 -22                      -1.06736                 -0.635543                
94.9038                  0                        0                        -29.9236                 -28.8                    -0.643                   -0.59927                 -900.703                 -20                      -1.12362                 -0.637106                
94.9799                  0                        0                        -30.2246                 -29.25                   -0.643                   -0.680901                -908.613                 -18                      -0.974633                -0.632968                
95.0459                  0                        0                        -30.4795                 -29.25                   -0.643                   -0.583403                -916.172                 -18                      -1.22954                 -0.640049                
95.1249                  0                        0                        -30.7765                 -29.7                    -0.643                   -0.586071                -924.785                 -20                      -1.07655                 -0.635799                
95.1869                  0                        0                        -31.0234                 -29.925                  -0.643                   -0.607195                -932.344                 -21                      -1.09839                 -0.636405                
95.267                   0                        0                        -31.3168                 -30.15                   -0.643                   -0.602943                -940.781                 -21                      -1.16677                 -0.638305                
95.3299                  0                        0                        -31.5795                 -30.375                  -0.643                   -0.520844                -947.812                 -21                      -1.20446                 -0.639352                
95.4081                  0                        0                        -31.8732                 -30.6                    -0.643                   -0.619364                -955.898                 -18                      -1.27315                 -0.64126                 
95.4759                  0                        0                        -32.1387                 -30.825                  -0.643                   -0.533477                -963.984                 -20                      -1.31371                 -0.642386                
95.559                   0                        0                        -32.4552                 -31.275                  -0.643                   -0.59911                 -974.18                  -20                      -1.18019                 -0.638678                
95.635                   0                        0                        -32.7559                 -31.5                    -0.643                   -0.596694                -985.254                 -22                      -1.25594                 -0.640782                
95.7132                  0                        0                        -33.0459                 -31.95                   -0.643                   -0.686124                -993.691                 -19                      -1.0959                  -0.636336                
95.778                   0                        0                        -33.3                    -32.175                  -0.643                   -0.701464                -1000.9                  -19                      -1.12503                 -0.637145                
95.8621                  0                        0                        -33.5934                 -32.4                    -0.643                   -0.691147                -1010.04                 -19                      -1.19335                 -0.639043                
95.9241                  0                        0                        -33.8632                 -32.625                  -0.643                   -0.61554                 -1018.12                 -20                      -1.23815                 -0.640288                
95.963                   0                        0                        -34.0215                 -32.85                   -0.643                   -0.70206                 -1023.05                 -20                      -1.1715                  -0.638436                
96.0391                  0                        0                        -34.3073                 -33.075                  -0.643                   -0.603712                -1031.66                 -22                      -1.23233                 -0.640126                
96.1152                  0                        0                        -34.6001                 -33.3                    -0.643                   -0.588668                -1040.98                 -21                      -1.30015                 -0.64201                 
96.1973                  0                        0                        -34.9055                 -33.75                   -0.643                   -0.679516                -1049.94                 -19                      -1.15554                 -0.637993                
96.2742                  0                        0                        -35.2213                 -33.975                  -0.643                   -0.663911                -1059.08                 -20                      -1.24628                 -0.640514                
96.3522                  0                        0                        -35.5072                 -34.2                    -0.643                   -0.582391                -1067.17                 -19                      -1.30717                 -0.642205                
96.4202                  0                        0                        -35.7765                 -34.425                  -0.643                   -0.588578                -1075.96                 -22                      -1.35154                 -0.643437                
96.4973                  0                        0                        -36.0741                 -34.875                  -0.643                   -0.684235                -1085.1                  -20                      -1.19912                 -0.639203                
96.5632                  0                        0                        -36.3285                 -35.1                    -0.643                   -0.608472                -1092.66                 -20                      -1.22853                 -0.640021                
96.6374                  0                        0                        -36.6184                 -35.325                  -0.643                   -0.616663                -1101.27                 -20                      -1.29337                 -0.641822                
96.7052                  0                        0                        -36.8805                 -35.55                   -0.643                   -0.625822                -1108.3                  -20                      -1.33054                 -0.642854                
96.7973                  0                        0                        -37.2045                 -35.775                  -0.643                   -0.607716                -1116.74                 -20                      -1.42952                 -0.645603                
96.8663                  0                        0                        -37.5014                 -36                      -0.643                   -0.510695                -1125.53                 -19                      -1.50143                 -0.647601                
96.9413                  0                        0                        -37.7793                 -36.45                   -0.643                   -0.605256                -1135.55                 -24                      -1.32926                 -0.642819                
97.0113                  0                        0                        -38.057                  -36.9                    -0.643                   -0.713773                -1144.86                 -21                      -1.15702                 -0.638034                
97.0894                  0                        0                        -38.3621                 -37.125                  -0.643                   -0.69826                 -1154                    -20                      -1.23706                 -0.640257                
97.1534                  0                        0                        -38.6093                 -37.35                   -0.643                   -0.72598                 -1162.09                 -20                      -1.2593                  -0.640875                
97.2276                  0                        0                        -38.8944                 -37.575                  -0.643                   -0.730032                -1169.3                  -15                      -1.31937                 -0.642544                
97.2973                  0                        0                        -39.1643                 -37.8                    -0.643                   -0.628932                -1176.68                 -19                      -1.3643                  -0.643792                
97.3743                  0                        0                        -39.4616                 -38.025                  -0.643                   -0.517913                -1185.29                 -20                      -1.43659                 -0.6458                  
97.4403                  0                        0                        -39.7159                 -38.475                  -0.643                   -0.650601                -1194.61                 -24                      -1.24091                 -0.640364                
97.5154                  0                        0                        -39.9943                 -38.7                    -0.643                   -0.637489                -1203.75                 -20                      -1.29435                 -0.641849                
97.5853                  0                        0                        -40.272                  -38.925                  -0.643                   -0.640211                -1212.01                 -20                      -1.34697                 -0.64331                 
97.6636                  0                        0                        -40.5767                 -39.15                   -0.643                   -0.627974                -1222.21                 -19                      -1.42669                 -0.645525                
97.7345                  0                        0                        -40.8237                 -39.375                  -0.643                   -0.647784                -1227.48                 -21                      -1.44871                 -0.646136                
97.8086                  0                        0                        -41.1326                 -39.6                    -0.643                   -0.513918                -1235.21                 -14                      -1.53258                 -0.648466                
