Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
98.7185                  0                        0                        -44.6362                 -43.2                    -0.643                   -0.712253                -1344.38                 -19                      -1.43621                 -0.645789                
98.7876                  0                        0                        -44.9062                 -43.425                  -0.643                   -0.622815                -1351.58                 -16                      -1.4812                  -0.647039                
98.8636                  0                        0                        -45.2117                 -43.65                   -0.643                   -0.610161                -1359.67                 -18                      -1.56167                 -0.649274                
98.9275                  0                        0                        -45.45                   -43.875                  -0.643                   -0.531787                -1367.75                 -23                      -1.575                   -0.649644                
99.0078                  0                        0                        -45.7515                 -44.325                  -0.643                   -0.616527                -1379.36                 -22                      -1.42649                 -0.645519                
99.0706                  0                        0                        -46.0019                 -44.775                  -0.643                   -0.746359                -1387.27                 -21                      -1.22689                 -0.639975                
99.1086                  0                        0                        -46.1566                 -44.775                  -0.643                   -0.639187                -1391.84                 -19                      -1.38156                 -0.644271                
99.1888                  0                        0                        -46.4537                 -45                      -0.643                   -0.641849                -1401.5                  -22                      -1.45368                 -0.646275                
99.2626                  0                        0                        -46.7467                 -45.225                  -0.643                   -0.619187                -1408.54                 -16                      -1.5217                  -0.648164                
99.3357                  0                        0                        -47.0244                 -45.45                   -0.643                   -0.53143                 -1415.74                 -17                      -1.57443                 -0.649629                
99.4076                  0                        0                        -47.3021                 -45.675                  -0.643                   -0.404536                -1424.36                 -20                      -1.62707                 -0.651091                
99.4847                  0                        0                        -47.5919                 -46.125                  -0.643                   -0.604212                -1435.61                 -25                      -1.46689                 -0.646641                
99.5586                  0                        0                        -47.8615                 -46.575                  -0.643                   -0.721466                -1444.04                 -19                      -1.2865                  -0.641631                
99.6408                  0                        0                        -48.182                  -46.8                    -0.643                   -0.713008                -1453.54                 -19                      -1.38198                 -0.644283                
99.7097                  0                        0                        -48.4677                 -47.025                  -0.643                   -0.710107                -1462.85                 -20                      -1.44266                 -0.645968                
99.7858                  0                        0                        -48.7611                 -47.25                   -0.643                   -0.704493                -1470.41                 -17                      -1.5111                  -0.64787                 
99.8557                  0                        0                        -49.031                  -47.475                  -0.643                   -0.612032                -1478.14                 -19                      -1.55598                 -0.649116                
99.9317                  0                        0                        -49.3166                 -47.925                  -0.643                   -0.599982                -1487.81                 -23                      -1.39163                 -0.644551                
100.001                  0                        0                        -49.5901                 -48.15                   -0.643                   -0.615484                -1498.01                 -25                      -1.44014                 -0.645899                
100.077                  0                        0                        -49.8762                 -48.6                    -0.643                   -0.716529                -1506.8                  -20                      -1.27616                 -0.641344                
100.144                  -48.825                  -292.425                 -50.1381                 -48.825                  -0.643                   -0.728401                -1514.88                 -20                      -1.31308                 -0.642369                
100.22                   -48.825                  -292.425                 -50.4358                 -49.05                   -0.643                   -0.718377                -1523.67                 -18                      -1.38579                 -0.644389                
100.287                  -48.825                  -292.425                 -50.6899                 -49.275                  -0.643                   -0.629632                -1529.82                 -15                      -1.41495                 -0.645199                
100.365                  -48.825                  -292.425                 -50.9834                 -49.5                    -0.643                   -0.62245                 -1537.73                 -17                      -1.48338                 -0.6471                  
100.431                  -48.825                  -292.425                 -51.2532                 -49.725                  -0.643                   -0.527367                -1546.17                 -22                      -1.52818                 -0.648344                
100.507                  -48.825                  -292.425                 -51.5429                 -50.175                  -0.643                   -0.616641                -1557.77                 -23                      -1.36789                 -0.643892                
100.584                  -48.825                  -292.425                 -51.8367                 -50.4                    -0.643                   -0.617946                -1566.91                 -21                      -1.43666                 -0.645802                
100.66                   -48.825                  -292.425                 -52.1377                 -50.85                   -0.643                   -0.69635                 -1576.05                 -21                      -1.28768                 -0.641663                
100.735                  -48.825                  -292.425                 -52.4227                 -50.85                   -0.643                   -0.597741                -1584.84                 -20                      -1.57273                 -0.649581                
100.817                  -48.825                  -292.425                 -52.7431                 -51.075                  -0.643                   -0.580822                -1592.23                 -16                      -1.66807                 -0.65223                 
100.894                  -48.825                  -292.425                 -53.0362                 -51.525                  -0.643                   -0.578485                -1600.14                 -18                      -1.51121                 -0.647873                
100.972                  -48.825                  -292.425                 -53.3142                 -51.75                   -0.643                   -0.584081                -1609.98                 -24                      -1.56418                 -0.649344                
101.036                  -48.825                  -292.425                 -53.5873                 -52.2                    -0.643                   -0.60373                 -1620                    -22                      -1.38728                 -0.64443                 
101.11                   -48.825                  -292.425                 -53.8727                 -52.425                  -0.643                   -0.705097                -1628.79                 -20                      -1.44773                 -0.646109                
101.188                  -48.825                  -292.425                 -54.1703                 -52.65                   -0.643                   -0.711997                -1638.28                 -21                      -1.52034                 -0.648126                
101.259                  -48.825                  -292.425                 -54.4477                 -52.875                  -0.643                   -0.618906                -1645.14                 -16                      -1.5727                  -0.649581                
101.325                  -48.825                  -292.425                 -54.7022                 -53.1                    -0.643                   -0.628503                -1651.82                 -16                      -1.60221                 -0.6504                  
101.404                  -48.825                  -292.425                 -54.9956                 -53.325                  -0.643                   -0.515225                -1660.25                 -19                      -1.67061                 -0.6523                  
101.468                  -48.825                  -292.425                 -55.2538                 -53.775                  -0.643                   -0.638016                -1669.57                 -24                      -1.47877                 -0.646972                
101.506                  -48.825                  -292.425                 -55.401                  -54                      -0.643                   -0.737321                -1675.55                 -26                      -1.401                   -0.644811                
101.583                  -48.825                  -292.425                 -55.6947                 -54.225                  -0.643                   -0.731507                -1685.04                 -20                      -1.46973                 -0.64672                 
101.643                  -48.825                  -292.425                 -55.9372                 -54.45                   -0.643                   -0.73714                 -1692.6                  -20                      -1.48722                 -0.647206                
101.719                  -48.825                  -292.425                 -56.2229                 -54.675                  -0.643                   -0.739822                -1701.56                 -22                      -1.54786                 -0.648891                
101.797                  -48.825                  -292.425                 -56.5238                 -54.9                    -0.643                   -0.611802                -1708.77                 -16                      -1.62383                 -0.651001                
101.874                  -48.825                  -292.425                 -56.8208                 -55.125                  -0.643                   -0.51272                 -1716.33                 -16                      -1.69576                 -0.652999                
101.948                  -48.825                  -292.425                 -57.1062                 -55.575                  -0.643                   -0.616949                -1725.29                 -21                      -1.5312                  -0.648428                
102.03                   -48.825                  -292.425                 -57.4188                 -56.025                  -0.643                   -0.682738                -1737.6                  -24                      -1.39382                 -0.644612                
102.091                  -48.825                  -292.425                 -57.6577                 -56.25                   -0.643                   -0.70258                 -1744.8                  -21                      -1.40767                 -0.644997                
102.163                  -48.825                  -292.425                 -57.9438                 -56.475                  -0.643                   -0.707582                -1753.59                 -20                      -1.46876                 -0.646693                
102.237                  -48.825                  -292.425                 -58.2209                 -56.7                    -0.643                   -0.714551                -1762.56                 -20                      -1.52087                 -0.648141                
102.312                  -48.825                  -292.425                 -58.5029                 -56.925                  -0.643                   -0.614402                -1769.77                 -15                      -1.57792                 -0.649726                
102.38                   -48.825                  -292.425                 -58.7725                 -57.15                   -0.643                   -0.536618                -1777.15                 -18                      -1.62251                 -0.650964                
102.455                  -48.825                  -292.425                 -59.0584                 -57.375                  -0.643                   -0.516689                -1786.29                 -22                      -1.68339                 -0.652655                
102.527                  -48.825                  -292.425                 -59.3474                 -57.825                  -0.643                   -0.61577                 -1797.36                 -24                      -1.52242                 -0.648184                
102.603                  -48.825                  -292.425                 -59.6334                 -58.275                  -0.643                   -0.713722                -1805.8                  -20                      -1.35838                 -0.643627                
102.665                  -48.825                  -292.425                 -59.8724                 -58.5                    -0.643                   -0.732204                -1813.18                 -20                      -1.37237                 -0.644016                
102.704                  -48.825                  -292.425                 -60.0195                 -58.5                    -0.643                   -0.624875                -1818.11                 -21                      -1.51945                 -0.648102                
102.776                  -48.825                  -292.425                 -60.3087                 -58.725                  -0.643                   -0.6237                  -1826.37                 -20                      -1.58369                 -0.649886                
102.842                  -48.825                  -292.425                 -60.5553                 -58.95                   -0.643                   -0.54082                 -1831.82                 -15                      -1.60528                 -0.650486                
102.918                  -48.825                  -292.425                 -60.8488                 -59.175                  -0.643                   -0.437013                -1838.67                 -15                      -1.67385                 -0.65239                 
102.987                  -48.825                  -292.425                 -61.1113                 -59.4                    -0.643                   -0.426206                -1846.41                 -21                      -1.71127                 -0.65343                 
103.061                  -48.825                  -292.425                 -61.4006                 -59.85                   -0.643                   -0.626243                -1857.66                 -25                      -1.55056                 -0.648966                
103.132                  -48.825                  -292.425                 -61.6701                 -60.075                  -0.643                   -0.633567                -1865.92                 -20                      -1.59507                 -0.650202                
103.204                  -48.825                  -292.425                 -61.9565                 -60.3                    -0.643                   -0.617258                -1875.06                 -20                      -1.65646                 -0.651907                
103.276                  -48.825                  -292.425                 -62.222                  -60.525                  -0.643                   -0.627647                -1883.14                 -19                      -1.69704                 -0.653035                
103.35                   -48.825                  -292.425                 -62.5157                 -60.75                   -0.643                   -0.615916                -1891.23                 -17                      -1.7657                  -0.654942                
103.427                  -48.825                  -292.425                 -62.8087                 -60.975                  -0.643                   -0.514622                -1898.44                 -16                      -1.83373                 -0.656832                
103.499                  -48.825                  -292.425                 -63.0942                 -61.425                  -0.643                   -0.60997                 -1907.05                 -21                      -1.66921                 -0.652262                
103.539                  -48.825                  -292.425                 -63.2449                 -61.65                   -0.643                   -0.700935                -1913.03                 -25                      -1.59492                 -0.650198                
103.612                  -48.825                  -292.425                 -63.523                  -61.875                  -0.643                   -0.696028                -1922.7                  -22                      -1.64802                 -0.651673                
103.69                   -48.825                  -292.425                 -63.8122                 -62.325                  -0.643                   -0.797605                -1932.19                 -21                      -1.48721                 -0.647206                
103.754                  -48.825                  -292.425                 -64.0745                 -62.55                   -0.643                   -0.80919                 -1940.45                 -20                      -1.52448                 -0.648241                
103.831                  -48.825                  -292.425                 -64.3673                 -62.775                  -0.643                   -0.70528                 -1948.71                 -15                      -1.59234                 -0.650126                
103.899                  -48.825                  -292.425                 -64.6338                 -62.775                  -0.643                   -0.513282                -1955.04                 -17                      -1.85878                 -0.657527                
103.976                  -48.825                  -292.425                 -64.9272                 -63.225                  -0.643                   -0.606477                -1963.83                 -20                      -1.70218                 -0.653177                
104.048                  -48.825                  -292.425                 -65.2049                 -63.45                   -0.643                   -0.51054                 -1974.55                 -25                      -1.75494                 -0.654643                
104.122                  -48.825                  -292.425                 -65.4948                 -63.9                    -0.643                   -0.599885                -1983.69                 -20                      -1.59477                 -0.650194                
104.19                   -48.825                  -292.425                 -65.7414                 -64.125                  -0.643                   -0.6184                  -1991.6                  -21                      -1.61641                 -0.650795                
104.277                  -48.825                  -292.425                 -66.0898                 -64.575                  -0.643                   -0.784495                -2002.5                  -20                      -1.51482                 -0.647973                
104.347                  -48.825                  -292.425                 -66.3599                 -64.575                  -0.643                   -0.587255                -2010.06                 -18                      -1.7849                  -0.655475                
104.422                  -48.825                  -292.425                 -66.6462                 -64.8                    -0.643                   -0.584149                -2016.74                 -17                      -1.8462                  -0.657178                
104.49                   -48.825                  -292.425                 -66.9118                 -65.25                   -0.643                   -0.602338                -2025                    -20                      -1.66183                 -0.652056                
104.564                  -48.825                  -292.425                 -67.1977                 -65.475                  -0.643                   -0.586255                -2036.6                  -26                      -1.72265                 -0.653746                
104.634                  -48.825                  -292.425                 -67.4673                 -65.925                  -0.643                   -0.634773                -2045.21                 -21                      -1.5423                  -0.648736                
104.711                  -48.825                  -292.425                 -67.7646                 -66.15                   -0.643                   -0.732101                -2054.53                 -20                      -1.61459                 -0.650744                
104.777                  -48.825                  -292.425                 -68.0192                 -66.375                  -0.643                   -0.744664                -2062.44                 -20                      -1.64424                 -0.651568                
104.863                  -48.825                  -292.425                 -68.3436                 -66.6                    -0.643                   -0.616005                -2070.7                  -19                      -1.74362                 -0.654328                
104.938                  -48.825                  -292.425                 -68.6398                 -66.825                  -0.643                   -0.612451                -2077.56                 -16                      -1.81484                 -0.656307                
105.008                  -48.825                  -292.425                 -68.918                  -67.05                   -0.643                   -0.501861                -2085.47                 -20                      -1.868                   -0.657783                
105.082                  -48.825                  -292.425                 -69.1958                 -67.5                    -0.643                   -0.612885                -2097.07                 -26                      -1.69575                 -0.652999                
105.164                  -48.825                  -292.425                 -69.5008                 -67.95                   -0.643                   -0.688986                -2106.91                 -22                      -1.55076                 -0.648971                
105.241                  -48.825                  -292.425                 -69.8093                 -68.175                  -0.643                   -0.69358                 -2116.76                 -20                      -1.63425                 -0.651291                
105.312                  -48.825                  -292.425                 -70.0793                 -68.4                    -0.643                   -0.703036                -2125.37                 -19                      -1.67933                 -0.652543                
105.386                  -48.825                  -292.425                 -70.3689                 -68.625                  -0.643                   -0.698927                -2132.4                  -16                      -1.74393                 -0.654337                
105.475                  -48.825                  -292.425                 -70.6856                 -68.85                   -0.643                   -0.581952                -2140.31                 -17                      -1.83559                 -0.656883                
105.548                  -48.825                  -292.425                 -70.9938                 -69.3                    -0.643                   -0.579978                -2151.39                 -25                      -1.69381                 -0.652945                
105.62                   -48.825                  -292.425                 -71.2642                 -69.525                  -0.643                   -0.593184                -2161.23                 -21                      -1.73922                 -0.654206                
105.688                  -48.825                  -292.425                 -71.53                   -69.975                  -0.643                   -0.703783                -2169.84                 -21                      -1.55501                 -0.649089                
105.768                  -48.825                  -292.425                 -71.8401                 -70.2                    -0.643                   -0.697181                -2179.34                 -22                      -1.64009                 -0.651453                
105.835                  -48.825                  -292.425                 -72.0937                 -70.425                  -0.643                   -0.719903                -2186.19                 -18                      -1.66869                 -0.652247                
105.911                  -48.825                  -292.425                 -72.3912                 -70.65                   -0.643                   -0.629408                -2193.4                  -16                      -1.74119                 -0.654261                
105.978                  -48.825                  -292.425                 -72.6454                 -70.65                   -0.643                   -0.522406                -2198.5                  -20                      -1.9954                  -0.661322                
106.06                   -48.825                  -292.425                 -72.9623                 -71.1                    -0.643                   -0.487275                -2207.11                 -20                      -1.86232                 -0.657626                
106.122                  -48.825                  -292.425                 -73.2046                 -71.325                  -0.643                   -0.513402                -2216.95                 -27                      -1.87958                 -0.658105                
106.162                  -48.825                  -292.425                 -73.359                  -71.55                   -0.643                   -0.586703                -2222.58                 -22                      -1.80898                 -0.656144                
106.241                  -48.825                  -292.425                 -73.6647                 -72                      -0.643                   -0.678725                -2232.77                 -22                      -1.66471                 -0.652137                
106.311                  -48.825                  -292.425                 -73.9346                 -72.225                  -0.643                   -0.785928                -2240.86                 -20                      -1.70962                 -0.653384                
106.394                  -48.825                  -292.425                 -74.2547                 -72.45                   -0.643                   -0.693735                -2248.59                 -19                      -1.80466                 -0.656024                
106.454                  -48.825                  -292.425                 -74.4868                 -72.675                  -0.643                   -0.698934                -2254.22                 -16                      -1.81181                 -0.656223                
106.534                  -48.825                  -292.425                 -74.7872                 -72.675                  -0.643                   -0.511535                -2261.25                 -14                      -2.11219                 -0.664567                
106.601                  -48.825                  -292.425                 -75.0528                 -73.125                  -0.643                   -0.54014                 -2269.69                 -24                      -1.92779                 -0.659444                
106.675                  -48.825                  -292.425                 -75.3385                 -73.575                  -0.643                   -0.635491                -2281.99                 -24                      -1.76349                 -0.65488                 
106.745                  -48.825                  -292.425                 -75.6122                 -73.8                    -0.643                   -0.650783                -2291.66                 -24                      -1.81223                 -0.656234                
106.826                  -48.825                  -292.425                 -75.9221                 -74.25                   -0.643                   -0.712885                -2301.15                 -19                      -1.67213                 -0.652343                
106.888                  -48.825                  -292.425                 -76.1607                 -74.25                   -0.643                   -0.712885                -2308.18                 -19                      -1.91071                 -0.65897                 
106.964                  -48.825                  -292.425                 -76.4575                 -74.475                  -0.643                   -0.5925                  -2315.39                 -16                      -1.98247                 -0.660963                
107.033                  -48.825                  -292.425                 -76.7197                 -74.7                    -0.643                   -0.500282                -2321.72                 -16                      -2.01971                 -0.661998                
107.109                  -48.825                  -292.425                 -77.013                  -75.15                   -0.643                   -0.591921                -2333.14                 -27                      -1.86296                 -0.657644                
107.175                  -48.825                  -292.425                 -77.2675                 -75.6                    -0.643                   -0.632551                -2342.99                 -23                      -1.66748                 -0.652213                
107.251                  -48.825                  -292.425                 -77.5648                 -75.825                  -0.643                   -0.729877                -2353.18                 -22                      -1.73978                 -0.654222                
107.32                   -48.825                  -292.425                 -77.8284                 -76.05                   -0.643                   -0.742139                -2360.57                 -19                      -1.77839                 -0.655294                
107.36                   -48.825                  -292.425                 -77.982                  -76.275                  -0.643                   -0.820215                -2365.14                 -19                      -1.70696                 -0.65331                 
107.439                  -48.825                  -292.425                 -78.2834                 -76.275                  -0.643                   -0.622876                -2371.99                 -14                      -2.00841                 -0.661684                
107.511                  -48.825                  -292.425                 -78.5645                 -76.5                    -0.643                   -0.498454                -2379.02                 -16                      -2.06446                 -0.663241                
107.589                  -48.825                  -292.425                 -78.8655                 -76.95                   -0.643                   -0.593345                -2390.27                 -26                      -1.91553                 -0.659104                
107.662                  -48.825                  -292.425                 -79.1471                 -77.4                    -0.643                   -0.68909                 -2401.52                 -24                      -1.74712                 -0.654426                
107.736                  -48.825                  -292.425                 -79.4331                 -77.85                   -0.643                   -0.703067                -2412.07                 -23                      -1.58306                 -0.649868                
107.8                    -48.825                  -292.425                 -79.6796                 -78.075                  -0.643                   -0.820448                -2418.57                 -17                      -1.60456                 -0.650466                
107.879                  -48.825                  -292.425                 -79.9847                 -78.075                  -0.643                   -0.717498                -2427.01                 -15                      -1.90971                 -0.658942                
107.943                  -48.825                  -292.425                 -80.2391                 -78.3                    -0.643                   -0.639042                -2432.64                 -14                      -1.93906                 -0.659757                
108.019                  -48.825                  -292.425                 -80.5174                 -78.525                  -0.643                   -0.537503                -2440.55                 -20                      -1.99236                 -0.661238                
108.087                  -48.825                  -292.425                 -80.7909                 -78.975                  -0.643                   -0.546676                -2451.8                  -27                      -1.8159                  -0.656336                
108.164                  -48.825                  -292.425                 -81.0846                 -79.425                  -0.643                   -0.626344                -2462.34                 -22                      -1.65958                 -0.651994                
108.232                  -48.825                  -292.425                 -81.343                  -79.65                   -0.643                   -0.7383                  -2471.31                 -21                      -1.69303                 -0.652923                
108.308                  -48.825                  -292.425                 -81.6438                 -79.875                  -0.643                   -0.720732                -2479.92                 -20                      -1.76883                 -0.655029                
108.383                  -48.825                  -292.425                 -81.9296                 -80.1                    -0.643                   -0.718033                -2486.78                 -15                      -1.82955                 -0.656715                
108.459                  -48.825                  -292.425                 -82.2264                 -80.325                  -0.643                   -0.603952                -2494.16                 -16                      -1.90137                 -0.658711                
108.532                  -48.825                  -292.425                 -82.5041                 -80.55                   -0.643                   -0.511083                -2502.6                  -20                      -1.95411                 -0.660176                
108.61                   -48.825                  -292.425                 -82.8052                 -81                      -0.643                   -0.591308                -2514.73                 -27                      -1.80524                 -0.65604                 
108.678                  -48.825                  -292.425                 -83.0675                 -81.45                   -0.643                   -0.715743                -2523.34                 -21                      -1.61753                 -0.650826                
108.751                  -48.825                  -292.425                 -83.3493                 -81.675                  -0.643                   -0.717149                -2532.48                 -20                      -1.67434                 -0.652404                
108.819                  -48.825                  -292.425                 -83.6114                 -81.9                    -0.643                   -0.730079                -2540.57                 -20                      -1.7114                  -0.653434                
108.859                  -48.825                  -292.425                 -83.7659                 -81.9                    -0.643                   -0.625898                -2544.61                 -18                      -1.86592                 -0.657726                
108.934                  -48.825                  -292.425                 -84.0556                 -82.125                  -0.643                   -0.53359                 -2551.11                 -19                      -1.93064                 -0.659523                
108.994                  -48.825                  -292.425                 -84.2944                 -82.35                   -0.643                   -0.434161                -2557.09                 -17                      -1.94438                 -0.659905                
109.068                  -48.825                  -292.425                 -84.5724                 -82.575                  -0.643                   -0.43554                 -2565.18                 -21                      -1.99745                 -0.661379                
109.141                  -48.825                  -292.425                 -84.8539                 -83.025                  -0.643                   -0.530733                -2577.48                 -28                      -1.82891                 -0.656698                
109.215                  -48.825                  -292.425                 -85.1395                 -83.475                  -0.643                   -0.733364                -2587.5                  -24                      -1.6645                  -0.652131                
109.284                  -48.825                  -292.425                 -85.4096                 -83.7                    -0.643                   -0.740624                -2596.64                 -21                      -1.70959                 -0.653383                
109.362                  -48.825                  -292.425                 -85.7066                 -83.925                  -0.643                   -0.716855                -2604.55                 -18                      -1.78157                 -0.655383                
109.429                  -48.825                  -292.425                 -85.9616                 -84.15                   -0.643                   -0.726247                -2611.23                 -18                      -1.81162                 -0.656217                
109.507                  -48.825                  -292.425                 -86.2547                 -84.375                  -0.643                   -0.619359                -2617.73                 -15                      -1.87973                 -0.658109                
109.571                  -48.825                  -292.425                 -86.5129                 -84.6                    -0.643                   -0.528791                -2626                    -22                      -1.91293                 -0.659032                
109.612                  -48.825                  -292.425                 -86.6676                 -84.825                  -0.643                   -0.608685                -2632.68                 -27                      -1.84264                 -0.657079                
109.69                   -48.825                  -292.425                 -86.9721                 -85.275                  -0.643                   -0.701316                -2643.4                  -22                      -1.69712                 -0.653037                
109.764                  -48.825                  -292.425                 -87.2574                 -85.5                    -0.643                   -0.6893                  -2653.24                 -21                      -1.75739                 -0.654711                
109.84                   -48.825                  -292.425                 -87.5511                 -85.725                  -0.643                   -0.68911                 -2662.03                 -20                      -1.82607                 -0.656619                
109.909                  -48.825                  -292.425                 -87.817                  -85.95                   -0.643                   -0.685855                -2669.06                 -16                      -1.86699                 -0.657756                
109.983                  -48.825                  -292.425                 -88.1022                 -86.175                  -0.643                   -0.600293                -2675.74                 -15                      -1.92717                 -0.659427                
110.053                  -48.825                  -292.425                 -88.3711                 -86.4                    -0.643                   -0.517828                -2683.65                 -21                      -1.97109                 -0.660647                
110.136                  -48.825                  -292.425                 -88.6856                 -86.85                   -0.643                   -0.600407                -2696.84                 -27                      -1.83558                 -0.656883                
110.212                  -48.825                  -292.425                 -88.986                  -87.3                    -0.643                   -0.694535                -2707.03                 -23                      -1.68596                 -0.652727                
110.289                  -48.825                  -292.425                 -89.2836                 -87.525                  -0.643                   -0.682951                -2716.17                 -19                      -1.75858                 -0.654744                
110.353                  -48.825                  -292.425                 -89.53                   -87.75                   -0.643                   -0.698902                -2723.55                 -17                      -1.78001                 -0.655339                
