Time (s)                 Xb_x                     Xb_y                     Xb_z                     Yb_x                     Yb_y                     Yb_z                     Zb_x                     Zb_y                     Zb_z                     
0.183075                 0.953697                 -0.021584                0.299994                 0.00649171               0.998667                 0.0512148                -0.300699                -0.0468959               0.952565                 
0.326877                 0.953643                 -0.0222562               0.300115                 0.00665779               0.998578                 0.0528975                -0.300866                -0.0484473               0.952435                 
0.486783                 0.95359                  -0.0221118               0.300296                 0.00682386               0.998631                 0.0518635                -0.301032                -0.0474073               0.952435                 
0.646736                 0.953589                 -0.0221438               0.300297                 0.00699029               0.998651                 0.0514427                -0.301031                -0.046956                0.952457                 
0.774719                 0.953641                 -0.0107036               0.300756                 0.00699068               0.999886                 0.0134187                -0.300865                -0.0106941               0.953607                 
0.934285                 0.953853                 -0.0105467               0.300088                 0.00665926               0.99988                  0.0139742                -0.3002                  -0.0113309               0.953809                 
1.09418                  0.954223                 -0.0104456               0.298913                 0.00599564               0.999857                 0.0158005                -0.299035                -0.013285                0.95415                  
1.23804                  0.954748                 -0.00909781              0.297277                 0.00516573               0.999889                 0.0140099                -0.297371                -0.0118403               0.954689                 
1.38198                  0.955476                 -0.0072263               0.294982                 0.00433584               0.999936                 0.0104517                -0.295038                -0.0087073               0.955446                 
1.54167                  0.956554                 -0.00545579              0.291505                 0.00350597               0.999968                 0.00721075               -0.291535                -0.00587546              0.956542                 
1.68564                  0.957868                 -0.00423932              0.287178                 0.00317642               0.999986                 0.00416698               -0.287192                -0.00307922              0.957868                 
1.84537                  0.959161                 -0.00328259              0.282841                 0.00318071               0.999995                 0.000819384              -0.282842                0.000113714              0.959166                 
1.9733                   0.96053                  -0.00382289              0.278151                 0.00385583               0.999992                 0.000428626              -0.278151                0.000660797              0.960537                 
2.1331                   0.962207                 -0.00469058              0.272277                 0.00470227               0.999989                 0.000609558              -0.272277                0.000693801              0.962219                 
2.29274                  0.963612                 -0.00707076              0.267212                 0.00622282               0.999973                 0.00401997               -0.267233                -0.00221087              0.963629                 
2.43687                  0.965212                 -0.00989152              0.261281                 0.0082548                0.999939                 0.00736094               -0.261338                -0.00494805              0.965235                 
2.58067                  0.966683                 -0.012396                0.255676                 0.0102922                0.999901                 0.00956479               -0.25577                 -0.00661465              0.966715                 
2.74046                  0.967905                 -0.0145929               0.250893                 0.0118258                0.999852                 0.0125331                -0.251038                -0.00916382              0.967934                 
2.88411                  0.969026                 -0.0154838               0.246473                 0.0125161                0.999829                 0.0136029                -0.246641                -0.0100966               0.969054                 
3.02802                  0.970133                 -0.0153629               0.242087                 0.0126997                0.99984                  0.0125575                -0.242241                -0.00910803              0.970173                 
3.18817                  0.971108                 -0.0140052               0.238231                 0.0118649                0.999875                 0.0104159                -0.238347                -0.00728834              0.971153                 
3.33177                  0.971779                 -0.0124792               0.235564                 0.011025                 0.999911                 0.00748971               -0.235637                -0.00468125              0.97183                  
3.47562                  0.97249                  -0.0102722               0.232717                 0.00933552               0.999943                 0.00512604               -0.232756                -0.00281249              0.972531                 
3.63554                  0.972988                 -0.00839653              0.230702                 0.00781182               0.999964                 0.00344783               -0.230722                -0.0015525               0.973018                 
3.77924                  0.973399                 -0.0069003               0.229013                 0.00645592               0.999976                 0.00268957               -0.229026                -0.00113953              0.97342                  
3.93901                  0.973804                 -0.00586291              0.227314                 0.00526884               0.999981                 0.00322016               -0.227328                -0.00193812              0.973816                 
4.08279                  0.974044                 -0.00571138              0.226287                 0.00476011               0.999977                 0.00474922               -0.226309                -0.0035488               0.974049                 
4.22669                  0.974321                 -0.00621514              0.22508                  0.00459141               0.99996                  0.00773674               -0.225119                -0.00650464              0.97431                  
4.38653                  0.974475                 -0.00737149              0.224375                 0.00510239               0.99993                  0.0106911                -0.224438                -0.00927339              0.974444                 
4.53034                  0.974587                 -0.00868288              0.223842                 0.00612359               0.999908                 0.0121251                -0.223926                -0.0104463               0.97455                  
4.67404                  0.974618                 -0.00997155              0.223652                 0.00731456               0.999893                 0.0127053                -0.223754                -0.0107469               0.974586                 
4.83404                  0.97461                  -0.0109692               0.223639                 0.00833518               0.999884                 0.0127186                -0.223753                -0.0105316               0.974589                 
4.97794                  0.974564                 -0.0116149               0.223808                 0.00918532               0.999887                 0.0118935                -0.223921                -0.00953522              0.974561                 
5.12156                  0.974522                 -0.0112361               0.224011                 0.00952513               0.999917                 0.00871725               -0.224091                -0.00636141              0.974548                 
5.28301                  0.974445                 -0.0107287               0.22437                  0.00935429               0.99993                  0.0071876                -0.224431                -0.0049051               0.974478                 
5.42555                  0.974373                 -0.0100801               0.224714                 0.00867329               0.999936                 0.00724686               -0.224773                -0.00511214              0.974398                 
5.58534                  0.974301                 -0.00897477              0.225071                 0.00782236               0.999951                 0.00601143               -0.225114                -0.00409635              0.974324                 
5.73034                  0.974188                 -0.00804867              0.225595                 0.0071413                0.999963                 0.0048379                -0.225625                -0.00310199              0.974209                 
5.8891                   0.974116                 -0.00753395              0.225924                 0.00612063               0.999957                 0.00695553               -0.225967                -0.00539269              0.97412                  
6.04917                  0.974078                 -0.00767772              0.226081                 0.00578036               0.999942                 0.00905315               -0.226138                -0.00751165              0.974066                 
6.17723                  0.974                    -0.0082369               0.226397                 0.0056099                0.999909                 0.0122444                -0.226478                -0.010656                0.973958                 
6.33685                  0.973958                 -0.00876545              0.22656                  0.00611964               0.999905                 0.0123779                -0.226647                -0.0106691               0.973919                 
6.4802                   0.973874                 -0.00942163              0.226892                 0.00679904               0.999901                 0.0123375                -0.226986                -0.0104725               0.973842                 
6.63976                  0.973827                 -0.0103326               0.227054                 0.00781856               0.999898                 0.0119689                -0.227154                -0.00988042              0.973809                 
6.78362                  0.973741                 -0.0111091               0.227386                 0.00866767               0.999894                 0.0117328                -0.227493                -0.00945381              0.973734                 
6.92758                  0.973696                 -0.0112943               0.227573                 0.00934709               0.99991                  0.00963256               -0.227661                -0.00725203              0.973713                 
7.08738                  0.973654                 -0.0113511               0.227747                 0.00951665               0.999913                 0.00915142               -0.227831                -0.00674293              0.973677                 
7.2313                   0.973616                 -0.0106628               0.227943                 0.00934633               0.999933                 0.00685392               -0.228001                -0.00454266              0.97365                  
7.37488                  0.973581                 -0.00986555              0.22813                  0.00883618               0.999946                 0.00553314               -0.228172                -0.00337116              0.973615                 
7.53487                  0.973586                 -0.00944458              0.228124                 0.00815649               0.999945                 0.00658857               -0.228173                -0.00455386              0.97361                  
7.67876                  0.973593                 -0.0088403               0.228121                 0.00730687               0.999945                 0.00756573               -0.228175                -0.0056991               0.973603                 
7.83858                  0.973597                 -0.00847424              0.228115                 0.00662717               0.999939                 0.0088619                -0.228176                -0.00711617              0.973594                 
7.98238                  0.97356                  -0.00859031              0.228271                 0.00628706               0.999922                 0.0108152                -0.228346                -0.00909412              0.973537                 
8.14222                  0.973561                 -0.00879804              0.228259                 0.00611714               0.999904                 0.0124498                -0.228347                -0.0107244               0.973521                 
8.28623                  0.973559                 -0.00923853              0.22825                  0.00645698               0.999896                 0.0129302                -0.228346                -0.0111145               0.973517                 
8.44587                  0.973514                 -0.00978578              0.228417                 0.00713636               0.999897                 0.0124222                -0.228515                -0.0104631               0.973484                 
8.58965                  0.973509                 -0.010194                0.22842                  0.007816                 0.999905                 0.0113131                -0.228514                -0.00922806              0.973497                 
8.73356                  0.973505                 -0.0104496               0.228426                 0.00832573               0.999913                 0.0102596                -0.228513                -0.00808598              0.973507                 
8.87735                  0.973501                 -0.0108276               0.228426                 0.00883546               0.999914                 0.00974206               -0.228512                -0.00746566              0.973513                 
9.03725                  0.9735                   -0.0107201               0.228437                 0.00900537               0.999923                 0.00854757               -0.228512                -0.00626389              0.973521                 
9.19711                  0.9735                   -0.0106157               0.228442                 0.00900537               0.999927                 0.0080905                -0.228512                -0.00581889              0.973524                 
9.34096                  0.973544                 -0.00989158              0.228286                 0.00849599               0.999939                 0.0070953                -0.228343                -0.00496806              0.973568                 
9.48463                  0.973548                 -0.00959684              0.228282                 0.00798624               0.999936                 0.00797806               -0.228344                -0.00594391              0.973562                 
9.64463                  0.973593                 -0.00905885              0.228112                 0.00730687               0.999937                 0.00852375               -0.228175                -0.00663187              0.973598                 
9.78849                  0.973596                 -0.00898461              0.2281                   0.00679709               0.999923                 0.0103739                -0.228176                -0.00854958              0.973582                 
9.93224                  0.973638                 -0.00878361              0.227929                 0.00645751               0.999919                 0.0109491                -0.228006                -0.00918866              0.973616                 
10.092                   0.973637                 -0.00905939              0.227922                 0.00662744               0.999913                 0.0114332                -0.228006                -0.00962124              0.973612                 
10.236                   0.973635                 -0.00916497              0.227928                 0.0069673                0.999921                 0.0104447                -0.228005                -0.00858127              0.973622                 
10.3797                  0.973633                 -0.00971959              0.227915                 0.00730717               0.999908                 0.0114262                -0.228005                -0.00945952              0.973614                 
10.5407                  0.973627                 -0.0100016               0.227924                 0.00798689               0.99992                  0.00975992               -0.228004                -0.00768212              0.97363                  
10.6994                  0.973622                 -0.0102864               0.227935                 0.00866661               0.99993                  0.00810597               -0.228002                -0.00591672              0.973643                 
10.8273                  0.973581                 -0.0101432               0.228118                 0.00883618               0.999938                 0.00675021               -0.228172                -0.00455619              0.97361                  
10.987                   0.973579                 -0.0105003               0.228108                 0.0090061                0.999931                 0.0075904                -0.228172                -0.0053355               0.973606                 
11.1308                  0.973581                 -0.0100625               0.228121                 0.00883618               0.999941                 0.00639659               -0.228172                -0.00421188              0.973612                 
11.2907                  0.973584                 -0.00986763              0.228118                 0.00849634               0.999939                 0.00699262               -0.228173                -0.00486974              0.973608                 
11.4347                  0.973588                 -0.0094358               0.228118                 0.00798657               0.999942                 0.0072753                -0.228174                -0.00526126              0.973606                 
11.5785                  0.973592                 -0.00973634              0.228089                 0.00747679               0.999914                 0.0107684                -0.228175                -0.00877865              0.973581                 
11.7381                  0.973554                 -0.00944522              0.228261                 0.00713665               0.999915                 0.010937                 -0.228345                -0.00901875              0.973538                 
11.8821                  0.973555                 -0.0093186               0.228261                 0.00696673               0.999914                 0.011107                 -0.228345                -0.00922303              0.973537                 
12.0417                  0.973555                 -0.00925952              0.228264                 0.00696673               0.999917                 0.0108482                -0.228345                -0.00897106              0.973539                 
12.1861                  0.973553                 -0.00938223              0.228269                 0.00730657               0.999924                 0.00993647               -0.228345                -0.00800582              0.973547                 
12.3297                  0.973509                 -0.00984653              0.228435                 0.007816                 0.999922                 0.00979186               -0.228514                -0.00774701              0.97351                  
12.4773                  0.973507                 -0.00997606              0.228441                 0.00815582               0.999927                 0.00891078               -0.228513                -0.00681158              0.973517                 
12.6334                  0.973464                 -0.0103846               0.228604                 0.00849529               0.999921                 0.00924701               -0.228682                -0.00705957              0.973475                 
12.7773                  0.973421                 -0.0104487               0.228784                 0.00883473               0.999928                 0.00807768               -0.228852                -0.00584174              0.973444                 
12.937                   0.973381                 -0.0103994               0.228956                 0.00883437               0.99993                  0.00785932               -0.229022                -0.00562744              0.973405                 
13.0811                  0.973384                 -0.0103272               0.228947                 0.00849459               0.999924                 0.00898864               -0.229022                -0.00680458              0.973397                 
13.2408                  0.973347                 -0.0101118               0.229115                 0.00815448               0.999922                 0.00948797               -0.229193                -0.00736677              0.973353                 
13.3887                  0.973311                 -0.00961133              0.22929                  0.00764452               0.999926                 0.00946454               -0.229364                -0.00745913              0.973312                 
13.5444                  0.973313                 -0.00922242              0.229295                 0.00730477               0.999931                 0.00921061               -0.229364                -0.00728986              0.973313                 
13.6884                  0.973316                 -0.00906556              0.229291                 0.00696502               0.999926                 0.00996866               -0.229365                -0.00810564              0.973307                 
13.8482                  0.973316                 -0.00955443              0.229271                 0.00696502               0.999903                 0.0121007                -0.229365                -0.0101809               0.973287                 
13.992                   0.973354                 -0.00947955              0.22911                  0.00713519               0.999913                 0.0110587                -0.229195                -0.00912933              0.973338                 
14.1358                  0.973353                 -0.0093117               0.229122                 0.00730507               0.999927                 0.00960452               -0.229194                -0.00767484              0.97335                  
14.2799                  0.97339                  -0.00992653              0.228942                 0.00781504               0.999918                 0.0101277                -0.229024                -0.00806896              0.973387                 
14.4233                  0.973387                 -0.00964881              0.228965                 0.00815482               0.999939                 0.00747028               -0.229023                -0.00540431              0.973406                 
14.5834                  0.973424                 -0.0103785               0.228775                 0.00849494               0.999921                 0.00921639               -0.228852                -0.00702803              0.973436                 
14.7431                  0.973463                 -0.0102492               0.228617                 0.00866519               0.999931                 0.00793126               -0.228682                -0.00573978              0.973484                 
14.887                   0.973502                 -0.0100125               0.228457                 0.00866555               0.999939                 0.00689835               -0.228512                -0.00473586              0.97353                  
15.0308                  0.973544                 -0.0103505               0.228266                 0.00849599               0.999922                 0.0091054                -0.228343                -0.00692516              0.973556                 
15.1906                  0.973585                 -0.010088                0.228102                 0.00832641               0.999928                 0.00868373               -0.228173                -0.00655508              0.973599                 
15.3347                  0.973588                 -0.0101809               0.228086                 0.00798657               0.999913                 0.0105414                -0.228174                -0.00844131              0.973584                 
15.5013                  0.97359                  -0.00968955              0.228097                 0.00764672               0.999922                 0.00983806               -0.228174                -0.00783405              0.973589                 
15.6222                  0.97359                  -0.0096995               0.228096                 0.00764672               0.999922                 0.00988166               -0.228174                -0.0078765               0.973588                 
15.7819                  0.97355                  -0.00963365              0.228269                 0.0076464                0.999925                 0.00958853               -0.228344                -0.00758948              0.973551                 
15.9417                  0.973511                 -0.00975014              0.228434                 0.00764609               0.99992                  0.010094                 -0.228514                -0.00807998              0.973507                 
16.0855                  0.973469                 -0.00983142              0.228606                 0.00781568               0.999922                 0.00972121               -0.228684                -0.00767659              0.973471                 
16.2452                  0.973429                 -0.00957894              0.228787                 0.00781536               0.999932                 0.00861321               -0.228854                -0.0065963               0.973438                 
16.3892                  0.973388                 -0.00950989              0.228965                 0.00798493               0.999939                 0.0075858                -0.229023                -0.00555566              0.973405                 
16.5334                  0.973348                 -0.00915162              0.229149                 0.0079846                0.99995                  0.00601952               -0.229193                -0.00402942              0.973373                 
16.6929                  0.97335                  -0.00906487              0.229147                 0.00781472               0.999949                 0.00636253               -0.229193                -0.00440225              0.973371                 
16.8368                  0.973311                 -0.00912101              0.22931                  0.00764452               0.999944                 0.00732636               -0.229364                -0.00537786              0.973326                 
16.9965                  0.973312                 -0.009105                0.229305                 0.00747465               0.99994                  0.00797756               -0.229364                -0.00605068              0.973322                 
17.1404                  0.973313                 -0.00920834              0.229296                 0.00730477               0.999931                 0.00914924               -0.229364                -0.00723012              0.973314                 
17.2844                  0.973313                 -0.00947239              0.229285                 0.00730477               0.99992                  0.0103007                -0.229364                -0.00835097              0.973305                 
17.4282                  0.973312                 -0.00972008              0.22928                  0.00747465               0.999915                 0.0106599                -0.229364                -0.00866158              0.973302                 
17.5936                  0.973271                 -0.00960684              0.22946                  0.00764421               0.999926                 0.00944064               -0.229533                -0.00743426              0.973272                 
17.7319                  0.973269                 -0.00975236              0.229459                 0.00781408               0.999926                 0.00935434               -0.229533                -0.00731128              0.973273                 
17.8756                  0.973268                 -0.00979422              0.229463                 0.00798394               0.999929                 0.00881627               -0.229533                -0.00674857              0.973278                 
18.0355                  0.973227                 -0.00986644              0.229635                 0.00815348               0.999931                 0.00840719               -0.229702                -0.00630978              0.97324                  
18.1953                  0.973225                 -0.0102521               0.229624                 0.00832334               0.999921                 0.00936656               -0.229702                -0.00720454              0.973234                 
18.3427                  0.973227                 -0.00999448              0.22963                  0.00815348               0.999927                 0.0089647                -0.229702                -0.00685241              0.973237                 
18.4829                  0.973227                 -0.00979263              0.229638                 0.00815348               0.999934                 0.00808579               -0.229702                -0.00599696              0.973242                 
18.6271                  0.973228                 -0.00969749              0.229637                 0.00798362               0.999933                 0.00839135               -0.229703                -0.00633337              0.97324                  
18.7866                  0.973231                 -0.00976159              0.229623                 0.00764389               0.99992                  0.0101102                -0.229703                -0.00808433              0.973227                 
18.9307                  0.973232                 -0.00928525              0.229638                 0.00747403               0.999934                 0.00875585               -0.229704                -0.00680516              0.973237                 
19.0902                  0.973233                 -0.00913847              0.229638                 0.00730417               0.999934                 0.00883654               -0.229704                -0.0069227               0.973236                 
19.2342                  0.973233                 -0.00935275              0.22963                  0.00730417               0.999926                 0.00976963               -0.229704                -0.00783087              0.973229                 
19.3938                  0.973233                 -0.00956898              0.229621                 0.00730417               0.999916                 0.0107112                -0.229704                -0.00874731              0.973221                 
19.538                   0.973232                 -0.00952647              0.229628                 0.00747403               0.999924                 0.00980622               -0.229704                -0.00782748              0.973229                 
19.6817                  0.973231                 -0.00957274              0.229631                 0.00764389               0.999928                 0.00928786               -0.229703                -0.00728395              0.973233                 
19.8257                  0.973269                 -0.00968699              0.229462                 0.00781408               0.999928                 0.00906945               -0.229533                -0.00703398              0.973275                 
19.9853                  0.973268                 -0.00966569              0.229468                 0.00798394               0.999934                 0.0082562                -0.229533                -0.00620343              0.973281                 
20.1296                  0.973308                 -0.009631                0.2293                   0.00798427               0.999935                 0.00810824               -0.229363                -0.00606103              0.973322                 
20.273                   0.973308                 -0.009789                0.229293                 0.00798427               0.999929                 0.00879725               -0.229363                -0.0067317               0.973318                 
20.433                   0.97335                  -0.00963272              0.229124                 0.00781472               0.99993                  0.00884059               -0.229193                -0.00681444              0.973357                 
20.5769                  0.97335                  -0.0096785               0.229122                 0.00781472               0.999929                 0.00904041               -0.229193                -0.00700895              0.973356                 
20.7368                  0.973351                 -0.00947283              0.229125                 0.00764484               0.999931                 0.00886445               -0.229194                -0.00687659              0.973357                 
20.8804                  0.973352                 -0.0096014               0.229115                 0.00747495               0.999921                 0.0101472                -0.229194                -0.0081642               0.973347                 
21.0407                  0.973352                 -0.00957695              0.229116                 0.00747495               0.999922                 0.0100405                -0.229194                -0.00806033              0.973347                 
21.184                   0.973352                 -0.00966121              0.229112                 0.00747495               0.999918                 0.0104083                -0.229194                -0.00841829              0.973344                 
21.3277                  0.973352                 -0.00990192              0.229102                 0.00747495               0.999906                 0.0114588                -0.229194                -0.00944089              0.973335                 
21.4876                  0.973351                 -0.0100437               0.229101                 0.00764484               0.999906                 0.0113558                -0.229194                -0.00930174              0.973336                 
21.6318                  0.97335                  -0.00995441              0.22911                  0.00781472               0.999917                 0.0102445                -0.229193                -0.00818107              0.973347                 
21.7912                  0.973348                 -0.00988134              0.229119                 0.0079846                0.999926                 0.00920397               -0.229193                -0.00712924              0.973355                 
21.9351                  0.973348                 -0.00976693              0.229124                 0.0079846                0.99993                  0.00870467               -0.229193                -0.00664321              0.973358                 
22.079                   0.973348                 -0.00988769              0.229119                 0.0079846                0.999926                 0.0092317                -0.229193                -0.00715624              0.973355                 
22.2387                  0.973388                 -0.00977106              0.228954                 0.00798493               0.99993                  0.0087264                -0.229023                -0.006666                0.973398                 
22.3857                  0.973388                 -0.00968747              0.228958                 0.00798493               0.999933                 0.00836132               -0.229023                -0.00631061              0.973401                 
22.5425                  0.97339                  -0.00972239              0.22895                  0.00781504               0.999927                 0.00923608               -0.229024                -0.00720104              0.973394                 
22.6865                  0.97339                  -0.00972797              0.22895                  0.00781504               0.999927                 0.00926044               -0.229024                -0.00722476              0.973394                 
22.8463                  0.973391                 -0.00972462              0.228945                 0.00764515               0.999921                 0.00996805               -0.229024                -0.00795249              0.973388                 
22.9899                  0.973391                 -0.0099102               0.228937                 0.00764515               0.999913                 0.0107786                -0.229024                -0.00874151              0.973382                 
23.1338                  0.973391                 -0.00995892              0.228935                 0.00764515               0.99991                  0.0109914                -0.229024                -0.00894867              0.97338                  
23.2776                  0.973351                 -0.00978767              0.229112                 0.00764484               0.999918                 0.0102385                -0.229194                -0.00821411              0.973346                 
23.4375                  0.973351                 -0.00961152              0.22912                  0.00764484               0.999926                 0.00946972               -0.229194                -0.00746578              0.973352                 
23.5814                  0.973311                 -0.00940562              0.229298                 0.00764452               0.999934                 0.00856748               -0.229364                -0.00658595              0.973319                 
23.7416                  0.973311                 -0.00951446              0.229294                 0.00764452               0.99993                  0.0090421                -0.229364                -0.00704793              0.973315                 
23.885                   0.973271                 -0.00949299              0.229464                 0.00764421               0.999931                 0.00894453               -0.229533                -0.00695137              0.973276                 
24.045                   0.973272                 -0.0092319               0.22947                  0.00747434               0.999936                 0.00852722               -0.229534                -0.00658417              0.973278                 
24.1888                  0.973272                 -0.00908544              0.229476                 0.00747434               0.999941                 0.00788903               -0.229534                -0.00596299              0.973282                 
24.3326                  0.973271                 -0.00949751              0.229464                 0.00764421               0.999931                 0.0089642                -0.229533                -0.00697052              0.973276                 
24.4925                  0.973271                 -0.0096492               0.229458                 0.00764421               0.999924                 0.00962525               -0.229533                -0.00761395              0.973271                 
24.6365                  0.973271                 -0.00979878              0.229452                 0.00764421               0.999918                 0.0102771                -0.229533                -0.00824841              0.973266                 
24.7803                  0.973269                 -0.0100334               0.229447                 0.00781408               0.999914                 0.010579                 -0.229533                -0.00850332              0.973264                 
24.9401                  0.973268                 -0.00998127              0.229455                 0.00798394               0.999922                 0.00963139               -0.229533                -0.00754197              0.973272                 
25.0837                  0.973268                 -0.010056                0.229451                 0.00798394               0.999919                 0.00995705               -0.229533                -0.00785896              0.973269                 
25.2436                  0.973268                 -0.00973108              0.229465                 0.00798394               0.999932                 0.00854115               -0.229533                -0.00648079              0.973279                 
25.3875                  0.973228                 -0.00962541              0.22964                  0.00798362               0.999936                 0.00807748               -0.229703                -0.00602788              0.973242                 
25.5313                  0.973228                 -0.0095507               0.229643                 0.00798362               0.999938                 0.00775215               -0.229703                -0.00571123              0.973244                 
25.6755                  0.973228                 -0.00975123              0.229634                 0.00798362               0.999931                 0.00862533               -0.229703                -0.0065611               0.973239                 
25.8349                  0.973229                 -0.00964468              0.229633                 0.00781375               0.99993                  0.00888124               -0.229703                -0.00684919              0.973237                 
25.9997                  0.973229                 -0.00952591              0.229638                 0.00781375               0.999934                 0.00836406               -0.229703                -0.00634581              0.97324                  
26.1386                  0.973271                 -0.00939959              0.229468                 0.00764421               0.999934                 0.00853752               -0.229533                -0.00655521              0.973279                 
26.2824                  0.973271                 -0.00954033              0.229462                 0.00764421               0.999929                 0.00915082               -0.229533                -0.00715217              0.973274                 
26.4423                  0.973312                 -0.00950121              0.229289                 0.00747465               0.999925                 0.00970535               -0.229364                -0.00773248              0.97331                  
26.5866                  0.973312                 -0.00982132              0.229275                 0.00747465               0.99991                  0.0111014                -0.229364                -0.00909136              0.973298                 
26.7457                  0.973312                 -0.00963231              0.229283                 0.00747465               0.999919                 0.0102771                -0.229364                -0.00828901              0.973305                 
26.8898                  0.973311                 -0.00982515              0.229281                 0.00764452               0.999917                 0.010397                 -0.229364                -0.00836681              0.973305                 
