Time (s)                 Xb_x                     Xb_y                     Xb_z                     Yb_x                     Yb_y                     Yb_z                     Zb_x                     Zb_y                     Zb_z                     
431.734                  0.934329                 0.00136326               -0.35641                 0.000652285              0.999984                 0.00553488               0.356412                 -0.00540388              0.934313                 
431.878                  0.934391                 0.00152157               -0.356246                0.000652328              0.999982                 0.00598201               0.356249                 -0.00582193              0.934373                 
432.07                   0.934577                 0.00160057               -0.355756                0.000489344              0.999983                 0.00578449               0.355759                 -0.00558014              0.934561                 
432.182                  0.934702                 0.00147171               -0.355431                0.000489409              0.999985                 0.00542762               0.355433                 -0.00524715              0.934687                 
432.374                  0.934826                 0.00145506               -0.355104                0.000326316              0.999988                 0.00495656               0.355107                 -0.00474939              0.934814                 
432.517                  0.934888                 0.00142819               -0.354941                0.000163169              0.99999                  0.00445348               0.354944                 -0.00422142              0.934878                 
432.631                  0.93495                  0.00163778               -0.354777                0                        0.999989                 0.00461631               0.354781                 -0.00431601              0.93494                  
432.773                  0.93495                  0.00137581               -0.354778                0                        0.999992                 0.00387793               0.354781                 -0.00362567              0.934943                 
432.934                  0.93495                  0.0012046                -0.354779                0                        0.999994                 0.00339533               0.354781                 -0.00317446              0.934944                 
433.125                  0.93495                  0.00147481               -0.354778                -0.000163179             0.999993                 0.00372695               0.354781                 -0.00342662              0.934943                 
433.269                  0.935011                 0.00147095               -0.354614                -0.00016319              0.999993                 0.00371771               0.354617                 -0.00341823              0.935005                 
433.428                  0.935073                 0.00143518               -0.354451                -0.000163201             0.999993                 0.00361847               0.354454                 -0.00332568              0.935067                 
433.572                  0.935135                 0.0013866                -0.354288                -0.000163212             0.999994                 0.00348293               0.354291                 -0.00319919              0.93513                  
433.684                  0.935135                 0.00137891               -0.354288                -0.000163212             0.999994                 0.00346125               0.354291                 -0.00317891              0.93513                  
433.833                  0.935135                 0.00146723               -0.354288                -0.000326424             0.999995                 0.00327975               0.354291                 -0.00295136              0.935131                 
433.972                  0.935073                 0.00142944               -0.354451                -0.000326402             0.999995                 0.00317173               0.354454                 -0.0028501               0.935069                 
434.132                  0.935011                 0.00130949               -0.354615                -0.000326381             0.999996                 0.00283213               0.354617                 -0.00253233              0.935008                 
434.276                  0.934949                 0.00134928               -0.354778                -0.000489538             0.999997                 0.00251305               0.354781                 -0.0021759               0.934947                 
434.436                  0.935011                 0.00123044               -0.354616                -0.000489571             0.999998                 0.00217893               0.354617                 -0.00186371              0.93501                  
434.58                   0.935073                 0.000860124              -0.354453                -0.000326402             0.999999                 0.00156555               0.354454                 -0.00134821              0.935072                 
434.723                  0.935135                 0.000779778              -0.35429                 -0.000163212             0.999998                 0.00177016               0.354291                 -0.00159752              0.935134                 
434.883                  0.935197                 0.000838498              -0.354127                -0.000163223             0.999998                 0.00193674               0.354128                 -0.00175343              0.935195                 
435.027                  0.935197                 0.000968597              -0.354126                0                        0.999996                 0.00273516               0.354128                 -0.00255792              0.935194                 
435.187                  0.935073                 0.0010732                -0.354453                0.000163201              0.999994                 0.00345828               0.354454                 -0.00329159              0.935068                 
435.33                   0.93495                  0.00123743               -0.354778                0.000163179              0.999992                 0.00391788               0.354781                 -0.00372092              0.934942                 
435.522                  0.934764                 0.00143169               -0.355267                0.000163147              0.99999                  0.00445912               0.35527                  -0.00422619              0.934754                 
435.634                  0.934702                 0.00144171               -0.35543                 0.000163136              0.99999                  0.0044852                0.355433                 -0.00425031              0.934692                 
435.826                  0.93464                  0.00191012               -0.355591                0                        0.999986                 0.00537159               0.355596                 -0.0050205               0.934626                 
435.938                  0.93464                  0.00165159               -0.355593                0                        0.999989                 0.00464455               0.355596                 -0.00434098              0.93463                  
436.082                  0.93464                  0.0017766                -0.355592                0                        0.999988                 0.00499611               0.355596                 -0.00466956              0.934628                 
436.228                  0.934702                 0.00159727               -0.35543                 0                        0.99999                  0.00449386               0.355433                 -0.00420042              0.934692                 
436.385                  0.934702                 0.00168659               -0.355429                -0.000163136             0.999991                 0.00431615               0.355433                 -0.00397633              0.934693                 
436.532                  0.93464                  0.00174449               -0.355592                0                        0.999988                 0.00490581               0.355596                 -0.00458516              0.934628                 
436.673                  0.93464                  0.0015352                -0.355593                0                        0.999991                 0.00431724               0.355596                 -0.00403507              0.934631                 
436.865                  0.934578                 0.00176927               -0.355755                0                        0.999988                 0.00497322               0.35576                  -0.00464786              0.934566                 
437.025                  0.93464                  0.0016576                -0.355593                0.000163125              0.999987                 0.0050902                0.355596                 -0.00481551              0.934627                 
437.137                  0.934764                 0.00169286               -0.355266                0.000326294              0.999984                 0.00562349               0.35527                  -0.00537256              0.934748                 
437.28                   0.934888                 0.00166919               -0.35494                 0.000326337              0.999984                 0.00556222               0.354944                 -0.00531588              0.934873                 
437.472                  0.935011                 0.00176252               -0.354613                0.000326381              0.999983                 0.00583074               0.354617                 -0.00556755              0.934995                 
437.584                  0.935011                 0.00154067               -0.354614                0.000326381              0.999986                 0.00520514               0.354617                 -0.0049826               0.934998                 
437.728                  0.935073                 0.00162534               -0.354451                0.000326402              0.999985                 0.00544653               0.354454                 -0.0052086               0.935059                 
437.872                  0.935011                 0.00155883               -0.354614                0.00016319               0.999988                 0.00482609               0.354617                 -0.00457032              0.935                    
438.032                  0.93495                  0.00148792               -0.354778                0                        0.999991                 0.00419392               0.354781                 -0.0039211               0.934941                 
438.175                  0.934888                 0.0013623                -0.354941                -0.000163169             0.999994                 0.0034083                0.354944                 -0.00312846              0.934882                 
438.335                  0.93495                  0.00115878               -0.354779                -0.000163179             0.999996                 0.00283617               0.354781                 -0.00259378              0.934946                 
438.479                  0.935073                 0.00111079               -0.354453                -0.000163201             0.999996                 0.00270327               0.354454                 -0.00246991              0.93507                  
438.671                  0.935197                 0.000999163              -0.354126                -0.000163223             0.999997                 0.00239043               0.354128                 -0.00217772              0.935194                 
438.783                  0.935259                 0.00118995               -0.353963                -0.000163233             0.999996                 0.00293047               0.353965                 -0.00268297              0.935255                 
438.927                  0.935382                 0.00115366               -0.353636                -0.000163255             0.999996                 0.00283044               0.353638                 -0.00258981              0.935379                 
439.118                  0.935382                 0.00140829               -0.353635                -0.00032651              0.999995                 0.00311868               0.353638                 -0.00280169              0.935378                 
439.262                  0.935321                 0.00135921               -0.353799                -0.000326488             0.999996                 0.00297861               0.353801                 -0.00267044              0.935317                 
439.374                  0.935259                 0.0016825                -0.353961                -0.0004897               0.999994                 0.00345939               0.353965                 -0.00306209              0.935254                 
439.534                  0.935135                 0.00158235               -0.354288                -0.000489636             0.999995                 0.00317388               0.354291                 -0.00279454              0.935131                 
439.677                  0.935135                 0.0017632                -0.354287                -0.000652848             0.999994                 0.00325355               0.354291                 -0.00281121              0.935131                 
439.821                  0.935135                 0.00159861               -0.354288                -0.000652848             0.999996                 0.00278899               0.354291                 -0.00237678              0.935132                 
440.013                  0.935135                 0.00117625               -0.354289                -0.000489636             0.999998                 0.00202764               0.354291                 -0.00172265              0.935134                 
440.173                  0.935135                 0.00120048               -0.354289                -0.000489636             0.999998                 0.00209603               0.354291                 -0.0017866               0.935134                 
440.29                   0.935135                 0.00139958               -0.354289                -0.000489636             0.999996                 0.00265799               0.354291                 -0.00231211              0.935132                 
440.477                  0.935011                 0.00123686               -0.354615                -0.000326381             0.999996                 0.00262731               0.354617                 -0.00234082              0.935009                 
440.589                  0.93495                  0.00109465               -0.354779                -0.000163179             0.999996                 0.0026554                0.354781                 -0.00242477              0.934946                 
440.732                  0.934764                 0.00119216               -0.355268                0                        0.999994                 0.00335563               0.35527                  -0.00313672              0.934758                 
440.877                  0.93464                  0.00131427               -0.355594                0                        0.999993                 0.00369597               0.355596                 -0.0034544               0.934633                 
441.036                  0.934578                 0.00132735               -0.355757                0                        0.999993                 0.00373104               0.35576                  -0.00348694              0.934571                 
441.18                   0.934578                 0.00155371               -0.355756                0.000163115              0.999988                 0.00479581               0.35576                  -0.00454008              0.934567                 
441.372                  0.93464                  0.00147044               -0.355593                0.000326251              0.999987                 0.00499264               0.355596                 -0.00478233              0.934627                 
441.516                  0.934702                 0.00143806               -0.35543                 0.000326272              0.999988                 0.00490394               0.355433                 -0.00469968              0.93469                  
441.683                  0.934702                 0.00132567               -0.355431                0.000489409              0.999987                 0.00501674               0.355433                 -0.00486311              0.934689                 
441.788                  0.93464                  0.00131007               -0.355594                0.000489376              0.999988                 0.0049704                0.355596                 -0.00481955              0.934627                 
441.931                  0.934577                 0.00111357               -0.355758                0.000489344              0.99999                  0.00441561               0.355759                 -0.00430081              0.934568                 
442.079                  0.934453                 0.00111398               -0.356084                0.000489279              0.99999                  0.00441238               0.356086                 -0.00429738              0.934443                 
442.235                  0.934391                 0.00109181               -0.356247                0.000489246              0.99999                  0.00434795               0.356249                 -0.00423698              0.934382                 
442.379                  0.934329                 0.00125588               -0.35641                 0.000489213              0.999988                 0.00480614               0.356412                 -0.00466488              0.934317                 
442.539                  0.934453                 0.00122845               -0.356084                0.000489279              0.999989                 0.00473384               0.356086                 -0.00459778              0.934442                 
442.682                  0.934577                 0.00108902               -0.355758                0.000652458              0.999988                 0.00477511               0.355759                 -0.00469482              0.934566                 
442.826                  0.934763                 0.00101482               -0.355269                0.000652588              0.999989                 0.00457351               0.35527                  -0.004507                0.934753                 
442.986                  0.934887                 0.00114645               -0.354942                0.000652675              0.999988                 0.00494899               0.354944                 -0.00485842              0.934875                 
443.162                  0.934949                 0.00139122               -0.354778                0.000489538              0.999986                 0.0052114                0.354781                 -0.00504608              0.934936                 
443.274                  0.935011                 0.00157758               -0.354614                0.000326381              0.999986                 0.00530923               0.354617                 -0.00507993              0.934998                 
443.465                  0.935011                 0.00160745               -0.354614                0.00016319               0.999988                 0.0049632                0.354617                 -0.00469852              0.935                    
443.58                   0.935011                 0.00156982               -0.354614                0                        0.99999                  0.00442679               0.354617                 -0.0041391               0.935002                 
443.769                  0.935011                 0.00146012               -0.354614                -0.00016319              0.999993                 0.00368719               0.354617                 -0.00338969              0.935005                 
443.913                  0.935073                 0.00123993               -0.354452                -0.000163201             0.999995                 0.0030676                0.354454                 -0.00281059              0.935069                 
444.025                  0.935135                 0.00136385               -0.354289                -0.000326424             0.999995                 0.00298793               0.354291                 -0.00267847              0.935131                 
444.217                  0.935321                 0.00112251               -0.3538                  -0.000163244             0.999996                 0.00274116               0.353801                 -0.00250611              0.935317                 
444.329                  0.935382                 0.00101733               -0.353637                -0.000163255             0.999997                 0.00244494               0.353638                 -0.00222922              0.93538                  
444.473                  0.935444                 0.000993472              -0.353473                -0.000163266             0.999997                 0.00237852               0.353475                 -0.00216726              0.935442                 
444.632                  0.935444                 0.000715005              -0.353474                0                        0.999998                 0.00202279               0.353475                 -0.00189221              0.935442                 
444.776                  0.935382                 0.00102479               -0.353637                0                        0.999996                 0.00289786               0.353638                 -0.0027106               0.935378                 
444.936                  0.935259                 0.00132728               -0.353962                -0.000163233             0.999994                 0.00331846               0.353965                 -0.00304584              0.935254                 
445.08                   0.935135                 0.0012636                -0.354289                -0.000326424             0.999996                 0.00270498               0.354291                 -0.00241387              0.935132                 
445.223                  0.934949                 0.00131162               -0.354778                -0.000489538             0.999997                 0.00240692               0.354781                 -0.00207667              0.934947                 
445.383                  0.934949                 0.00163061               -0.354777                -0.000652718             0.999996                 0.002876                 0.354781                 -0.00245735              0.934946                 
445.527                  0.934949                 0.00167822               -0.354777                -0.000815897             0.999996                 0.00258019               0.354781                 -0.00212289              0.934947                 
445.671                  0.935011                 0.00180619               -0.354614                -0.000979142             0.999996                 0.00251169               0.354617                 -0.00200124              0.935009                 
445.831                  0.935073                 0.00171688               -0.354451                -0.000979206             0.999997                 0.00226053               0.354454                 -0.00176668              0.935072                 
445.975                  0.935073                 0.00169369               -0.354451                -0.000816005             0.999996                 0.00262564               0.354454                 -0.00216593              0.935071                 
446.134                  0.935073                 0.00151081               -0.354452                -0.000652804             0.999997                 0.00254023               0.354454                 -0.00214391              0.935071                 
446.278                  0.934949                 0.00154263               -0.354778                -0.000489538             0.999995                 0.00305806               0.354781                 -0.00268545              0.934946                 
446.422                  0.934826                 0.00149158               -0.355104                -0.000326316             0.999994                 0.00334135               0.355107                 -0.0030077               0.934821                 
446.582                  0.93464                  0.00133921               -0.355594                -0.000163125             0.999994                 0.00333734               0.355596                 -0.0030612               0.934635                 
446.726                  0.934515                 0.00118162               -0.355921                0                        0.999994                 0.00331988               0.355923                 -0.00310248              0.93451                  
446.886                  0.934391                 0.0014098                -0.356246                0                        0.999992                 0.00395734               0.356249                 -0.00369771              0.934384                 
447.03                   0.934391                 0.0014384                -0.356246                0.000326164              0.999988                 0.0048931                0.356249                 -0.00468826              0.934379                 
447.189                  0.934453                 0.00130462               -0.356083                0.000326186              0.99999                  0.00451975               0.356086                 -0.00433965              0.934443                 
447.333                  0.934577                 0.00124788               -0.355758                0.000489344              0.999988                 0.00479314               0.355759                 -0.00465365              0.934566                 
447.477                  0.93464                  0.00136148               -0.355594                0.000489376              0.999987                 0.00511497               0.355596                 -0.00495467              0.934626                 
447.621                  0.934702                 0.00108056               -0.355432                0.000489409              0.999991                 0.00432714               0.355433                 -0.00421854              0.934692                 
447.781                  0.93464                  0.000909825              -0.355596                0.000489376              0.999992                 0.00384484               0.355596                 -0.00376756              0.934632                 
447.973                  0.934577                 0.00113579               -0.355758                0.000489344              0.99999                  0.00447807               0.355759                 -0.00435919              0.934567                 
448.084                  0.934515                 0.000916463              -0.355922                0.000489311              0.999992                 0.00385963               0.355923                 -0.00378104              0.934508                 
448.228                  0.934391                 0.00103007               -0.356248                0.000489246              0.999991                 0.00417463               0.356249                 -0.00407503              0.934382                 
448.372                  0.934267                 0.00126618               -0.356573                0.000489181              0.999988                 0.00483264               0.356575                 -0.0046894               0.934255                 
448.532                  0.934267                 0.00148609               -0.356572                0.000326121              0.999987                 0.00502214               0.356575                 -0.00480831              0.934254                 
448.676                  0.934329                 0.00175752               -0.356408                0.000163071              0.999986                 0.00535863               0.356412                 -0.00506485              0.934315                 
448.867                  0.934578                 0.00173351               -0.355755                0.000163115              0.999986                 0.00530119               0.35576                  -0.0050124               0.934564                 
449.011                  0.934702                 0.00180208               -0.355429                0                        0.999987                 0.00507009               0.355433                 -0.00473902              0.93469                  
449.171                  0.934888                 0.00178283               -0.354939                0                        0.999987                 0.00502286               0.354944                 -0.00469581              0.934876                 
449.287                  0.93495                  0.0017777                -0.354776                0                        0.999987                 0.00501069               0.354781                 -0.00468474              0.934938                 
449.427                  0.93495                  0.00176847               -0.354776                -0.000163179             0.99999                  0.00455467               0.354781                 -0.00420049              0.93494                  
449.619                  0.93495                  0.00161674               -0.354777                -0.000326359             0.999993                 0.00369697               0.354781                 -0.0033407               0.934944                 
449.731                  0.934888                 0.00187201               -0.354939                -0.000489506             0.999992                 0.00398481               0.354944                 -0.0035516               0.934881                 
449.874                  0.934887                 0.001847                 -0.35494                 -0.000652675             0.999994                 0.00348458               0.354944                 -0.00302603              0.934883                 
450.034                  0.934825                 0.00201272               -0.355102                -0.000652631             0.999992                 0.00394986               0.355107                 -0.00346068              0.934819                 
450.178                  0.934763                 0.00176805               -0.355266                -0.000652588             0.999994                 0.00325961               0.35527                  -0.00281512              0.934759                 
450.37                   0.934888                 0.00183217               -0.354939                -0.000489506             0.999992                 0.00387255               0.354944                 -0.00344665              0.934881                 
450.482                  0.934949                 0.00169946               -0.354777                -0.000489538             0.999994                 0.00350011               0.354781                 -0.00309875              0.934944                 
450.626                  0.935135                 0.00168403               -0.354287                -0.000326424             0.999992                 0.00389166               0.354291                 -0.00352358              0.935129                 
450.785                  0.935259                 0.00149988               -0.353962                -0.000326467             0.999994                 0.00337478               0.353965                 -0.00304073              0.935254                 
450.929                  0.935321                 0.00142649               -0.353799                -0.000163244             0.999994                 0.00360034               0.353801                 -0.00330971              0.935315                 
451.073                  0.935382                 0.00124129               -0.353636                -0.000163255             0.999995                 0.00307824               0.353638                 -0.0028216               0.935378                 
451.233                  0.935321                 0.00137248               -0.353799                -0.000326488             0.999995                 0.00301614               0.353801                 -0.00270555              0.935317                 
451.377                  0.935197                 0.00121535               -0.354126                -0.000326445             0.999997                 0.00256986               0.354128                 -0.00228773              0.935194                 
451.569                  0.935011                 0.00112065               -0.354616                -0.000489571             0.999998                 0.00186932               0.354617                 -0.00157423              0.93501                  
451.681                  0.934887                 0.00138949               -0.354942                -0.000652675             0.999997                 0.0021956                0.354944                 -0.00182098              0.934886                 
451.872                  0.934639                 0.00128404               -0.355595                -0.000652502             0.999998                 0.00189595               0.355596                 -0.00154                 0.934638                 
451.984                  0.934577                 0.00140242               -0.355757                -0.000652458             0.999997                 0.00222804               0.355759                 -0.00185016              0.934576                 
452.176                  0.934515                 0.00146003               -0.35592                 -0.000652415             0.999997                 0.00238912               0.355923                 -0.00200046              0.934513                 
452.32                   0.934577                 0.00137295               -0.355757                -0.000489344             0.999997                 0.00257372               0.355759                 -0.00223125              0.934575                 
452.479                  0.934764                 0.00124118               -0.355268                -0.000326294             0.999996                 0.00263511               0.35527                  -0.00234728              0.934761                 
452.623                  0.934888                 0.00129765               -0.354941                -0.000163169             0.999995                 0.00322615               0.354944                 -0.00295817              0.934883                 
452.772                  0.935011                 0.00117693               -0.354615                0                        0.999994                 0.00331888               0.354617                 -0.00310319              0.935006                 
452.927                  0.935011                 0.00111565               -0.354616                0                        0.999995                 0.00314606               0.354617                 -0.0029416               0.935007                 
453.071                  0.93495                  0.00111175               -0.354779                -0.000163179             0.999996                 0.00270361               0.354781                 -0.00246985              0.934946                 
453.215                  0.934826                 0.00126228               -0.355105                -0.000326316             0.999996                 0.00269561               0.355107                 -0.00240405              0.934823                 
453.327                  0.934702                 0.00124302               -0.355431                -0.000326272             0.999996                 0.00263919               0.355433                 -0.00235089              0.934699                 
453.486                  0.934515                 0.00143864               -0.35592                 -0.000489311             0.999996                 0.00275726               0.355923                 -0.00240255              0.934512                 
453.63                   0.934391                 0.00152408               -0.356246                -0.000489246             0.999995                 0.00299491               0.356249                 -0.00262412              0.934387                 
453.783                  0.934204                 0.0015375                -0.356735                -0.000489148             0.999995                 0.00302893               0.356738                 -0.00265514              0.934201                 
453.934                  0.93408                  0.00160811               -0.357061                -0.000326055             0.999993                 0.00365074               0.357064                 -0.00329366              0.934074                 
454.078                  0.93408                  0.00154444               -0.357061                -0.000326055             0.999994                 0.00347243               0.357064                 -0.00312711              0.934075                 
454.27                   0.934204                 0.00152183               -0.356735                0                        0.999991                 0.00426597               0.356738                 -0.00398529              0.934196                 
454.382                  0.934329                 0.00148679               -0.356409                0                        0.999991                 0.00417154               0.356412                 -0.00389759              0.934321                 
454.526                  0.93464                  0.00169567               -0.355592                0.000326251              0.999984                 0.00562602               0.355596                 -0.00537431              0.934624                 
454.685                  0.934826                 0.00122368               -0.355105                0.000489474              0.999989                 0.00473449               0.355107                 -0.00459973              0.934814                 
454.829                  0.934949                 0.00128075               -0.354779                0.000489538              0.999988                 0.00490004               0.354781                 -0.00475497              0.934937                 
455.021                  0.935011                 0.000986604              -0.354616                0.000489571              0.999992                 0.00407299               0.354617                 -0.0039819               0.935003                 
455.133                  0.935011                 0.00105524               -0.354616                0.000489571              0.999991                 0.00426655               0.354617                 -0.00416288              0.935002                 
455.277                  0.93495                  0.00119739               -0.354779                0.000326359              0.999991                 0.00423507               0.354781                 -0.00407536              0.934941                 
455.469                  0.934764                 0.00130918               -0.355268                0.000163147              0.999992                 0.00411429               0.35527                  -0.00390385              0.934756                 
455.581                  0.934702                 0.0015062                -0.35543                 0                        0.999991                 0.00423764               0.355433                 -0.00396093              0.934693                 
455.724                  0.934578                 0.00165449               -0.355756                0                        0.999989                 0.00465059               0.35576                  -0.00434634              0.934567                 
455.884                  0.934515                 0.00159267               -0.355919                0                        0.99999                  0.00447477               0.355923                 -0.00418174              0.934506                 
456.033                  0.934453                 0.00190959               -0.356081                0                        0.999986                 0.00536274               0.356086                 -0.00501123              0.93444                  
456.171                  0.934453                 0.00185333               -0.356081                0                        0.999986                 0.00520472               0.356086                 -0.00486357              0.934441                 
456.363                  0.934578                 0.00201379               -0.355754                0                        0.999984                 0.00566054               0.35576                  -0.00529021              0.934563                 
456.475                  0.934702                 0.0019841                -0.355428                0                        0.999984                 0.0055822                0.355433                 -0.00521769              0.934687                 
456.667                  0.935073                 0.0019185                -0.354449                0                        0.999985                 0.00541255               0.354454                 -0.00506113              0.93506                  
456.779                  0.935259                 0.0017663                -0.35396                 0                        0.999988                 0.00499005               0.353965                 -0.00466699              0.935247                 
456.923                  0.935444                 0.00162611               -0.353471                0                        0.999989                 0.00460035               0.353475                 -0.00430337              0.935434                 
457.083                  0.935506                 0.0016927                -0.353308                0                        0.999989                 0.00479097               0.353312                 -0.00448198              0.935495                 
457.226                  0.935506                 0.00154334               -0.353308                0                        0.99999                  0.00436822               0.353312                 -0.00408649              0.935497                 
457.386                  0.935444                 0.00178849               -0.35347                 -0.000163266             0.999989                 0.00462766               0.353475                 -0.00427121              0.935434                 
457.53                   0.935321                 0.00165717               -0.353798                -0.000163244             0.999991                 0.00425235               0.353801                 -0.00391956              0.935312                 
457.674                  0.935135                 0.00175322               -0.354287                -0.000163212             0.99999                  0.00451775               0.354291                 -0.00416688              0.935126                 
457.834                  0.93495                  0.00149514               -0.354778                -0.000163179             0.999993                 0.00378423               0.354781                 -0.00348017              0.934943                 
457.978                  0.934764                 0.00195089               -0.355265                -0.000163147             0.999987                 0.00506202               0.35527                  -0.00467384              0.934752                 
458.121                  0.934578                 0.00189866               -0.355754                -0.000163115             0.999988                 0.00490843               0.35576                  -0.00452928              0.934567                 
458.313                  0.934391                 0.00159237               -0.356245                -0.000163082             0.999992                 0.0040421                0.356249                 -0.00371881              0.934384                 
458.425                  0.934329                 0.00189507               -0.356407                -0.000163071             0.999988                 0.0048896                0.356412                 -0.00451037              0.934318                 
458.585                  0.934267                 0.00185975               -0.35657                 -0.000326121             0.99999                  0.00436114               0.356575                 -0.00395818              0.934258                 
