Start                    End                      Duration[ms]             TaskName                 TaskID                   CurrState                NextState                
122.144                  122.163                  19.2023                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.163                  122.183                  19.816                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.183                  122.183                  0.003871                 TaskCoord                0                        Deploying                Deploying                
122.183                  122.217                  34.2576                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
122.217                  122.217                  0.068592                 MasterTorpCtrl           2                        Homing                   Homing                   
122.217                  122.238                  20.502                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.238                  122.257                  18.7596                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.257                  122.257                  0.002611                 TaskCoord                0                        Deploying                Deploying                
122.257                  122.287                  30.0351                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
122.287                  122.287                  0.065611                 MasterTorpCtrl           2                        Homing                   Homing                   
122.287                  122.308                  20.5664                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.308                  122.327                  18.9761                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.327                  122.327                  0.002796                 TaskCoord                0                        Deploying                Deploying                
122.327                  122.361                  34.0824                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
122.361                  122.361                  0.067759                 MasterTorpCtrl           2                        Homing                   Homing                   
122.361                  122.38                   18.6155                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.38                   122.398                  17.8046                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.398                  122.398                  0.065889                 MasterTorpCtrl           2                        Homing                   Homing                   
122.398                  122.417                  18.8598                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.417                  122.439                  21.7206                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.439                  122.439                  0.002518                 TaskCoord                0                        Deploying                Deploying                
122.439                  122.479                  39.7577                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
122.479                  122.479                  0.06287                  MasterTorpCtrl           2                        Homing                   Homing                   
122.479                  122.499                  19.9957                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.499                  122.519                  19.8739                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.519                  122.519                  0.002556                 TaskCoord                0                        Deploying                Deploying                
122.519                  122.557                  38.0759                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
122.557                  122.557                  0.067795                 MasterTorpCtrl           2                        Homing                   Homing                   
122.557                  122.578                  20.6271                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.578                  122.601                  23.1673                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.601                  122.601                  0.0025                   TaskCoord                0                        Deploying                Deploying                
122.601                  122.639                  37.3646                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
122.639                  122.639                  0.067037                 MasterTorpCtrl           2                        Homing                   Homing                   
122.639                  122.658                  18.8734                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.658                  122.677                  19.2274                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.677                  122.677                  0.002574                 TaskCoord                0                        Deploying                Deploying                
122.677                  122.712                  34.6519                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
122.712                  122.713                  0.082315                 MasterTorpCtrl           2                        Homing                   Homing                   
122.713                  122.735                  22.2985                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.735                  122.756                  21.4418                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.756                  122.756                  0.003611                 TaskCoord                0                        Deploying                Deploying                
122.757                  122.783                  26.0501                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
122.783                  122.783                  0.062907                 MasterTorpCtrl           2                        Homing                   Homing                   
122.783                  122.801                  17.9429                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.801                  122.82                   19.3312                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.82                   122.82                   0.002759                 TaskCoord                0                        Deploying                Deploying                
122.82                   122.854                  33.767                   AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
122.854                  122.854                  0.068073                 MasterTorpCtrl           2                        Homing                   Homing                   
122.856                  122.877                  21.1955                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.877                  122.897                  20.3201                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.897                  122.897                  0.002611                 TaskCoord                0                        Deploying                Deploying                
122.897                  122.93                   33.1153                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
122.931                  122.931                  0.066703                 MasterTorpCtrl           2                        Homing                   Homing                   
122.931                  122.951                  20.0407                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
122.951                  122.969                  18.2566                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
122.969                  122.969                  0.00263                  TaskCoord                0                        Deploying                Deploying                
122.969                  123.004                  34.6474                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.004                  123.004                  0.067277                 MasterTorpCtrl           2                        Homing                   Homing                   
123.004                  123.024                  20.2202                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.024                  123.043                  18.9055                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.043                  123.043                  0.003666                 TaskCoord                0                        Deploying                Deploying                
123.043                  123.07                   26.9465                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.07                   123.071                  0.063129                 MasterTorpCtrl           2                        Homing                   Homing                   
123.071                  123.09                   19.1814                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.09                   123.11                   20.341                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.11                   123.145                  34.7361                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.145                  123.145                  0.067722                 MasterTorpCtrl           2                        Homing                   Homing                   
123.145                  123.165                  19.6623                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.165                  123.184                  19.4122                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.184                  123.184                  0.002686                 TaskCoord                0                        Deploying                Deploying                
123.184                  123.214                  29.6677                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.214                  123.214                  0.063167                 MasterTorpCtrl           2                        Homing                   Homing                   
123.214                  123.233                  18.514                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.233                  123.252                  19.268                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.252                  123.252                  0.002445                 TaskCoord                0                        Deploying                Deploying                
123.252                  123.287                  34.7279                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.287                  123.287                  0.066647                 MasterTorpCtrl           2                        Homing                   Homing                   
123.287                  123.307                  19.601                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.307                  123.327                  20.438                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.327                  123.327                  0.002629                 TaskCoord                0                        Deploying                Deploying                
123.328                  123.358                  30.3154                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.358                  123.358                  0.064147                 MasterTorpCtrl           2                        Homing                   Homing                   
123.358                  123.376                  17.7658                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.376                  123.395                  19.2547                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.395                  123.395                  0.00274                  TaskCoord                0                        Deploying                Deploying                
123.395                  123.43                   34.7953                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.43                   123.43                   0.068888                 MasterTorpCtrl           2                        Homing                   Homing                   
123.43                   123.45                   19.593                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.45                   123.469                  19.4644                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.469                  123.469                  0.002797                 TaskCoord                0                        Deploying                Deploying                
123.47                   123.502                  32.2318                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.502                  123.502                  0.064592                 MasterTorpCtrl           2                        Homing                   Homing                   
123.502                  123.522                  19.8741                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.522                  123.542                  20.3474                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.542                  123.542                  0.0025                   TaskCoord                0                        Deploying                Deploying                
123.542                  123.578                  35.6961                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.578                  123.578                  0.147129                 MasterTorpCtrl           2                        Homing                   Homing                   
123.578                  123.599                  20.5154                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.599                  123.618                  19.3738                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.618                  123.618                  0.002519                 TaskCoord                0                        Deploying                Deploying                
123.618                  123.646                  27.2521                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.646                  123.646                  0.067037                 MasterTorpCtrl           2                        Homing                   Homing                   
123.646                  123.665                  18.8441                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.665                  123.685                  20.2669                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.685                  123.685                  0.002537                 TaskCoord                0                        Deploying                Deploying                
123.685                  123.721                  35.7198                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.722                  123.722                  0.082221                 MasterTorpCtrl           2                        Homing                   Homing                   
123.722                  123.741                  19.3218                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.741                  123.761                  20.2877                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.762                  123.762                  0.002648                 TaskCoord                0                        Deploying                Deploying                
123.762                  123.79                   28.0685                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.79                   123.79                   0.066148                 MasterTorpCtrl           2                        Homing                   Homing                   
123.79                   123.81                   20.1534                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.81                   123.829                  19.2749                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.829                  123.865                  35.7558                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
123.865                  123.865                  0.066777                 MasterTorpCtrl           2                        Homing                   Homing                   
123.865                  123.884                  18.5428                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.884                  123.904                  20.3986                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.904                  123.904                  0.002667                 TaskCoord                0                        Deploying                Deploying                
123.905                  123.933                  28.7273                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
123.933                  123.933                  0.065759                 MasterTorpCtrl           2                        Homing                   Homing                   
123.933                  123.953                  19.4349                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.953                  123.972                  19.2587                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
123.972                  123.972                  0.002518                 TaskCoord                0                        Deploying                Deploying                
123.972                  123.972                  0.06237                  MasterTorpCtrl           2                        Homing                   Homing                   
123.973                  123.991                  18.2742                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
123.991                  124.011                  20.2956                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.011                  124.011                  0.002                    TaskCoord                0                        Deploying                Deploying                
124.011                  124.047                  35.7485                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.047                  124.047                  0.068722                 MasterTorpCtrl           2                        Homing                   Homing                   
124.047                  124.067                  19.6437                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.067                  124.087                  20.5004                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.088                  124.088                  0.00263                  TaskCoord                0                        Deploying                Deploying                
124.088                  124.125                  37.4309                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.125                  124.125                  0.064574                 MasterTorpCtrl           2                        Homing                   Homing                   
124.125                  124.146                  20.7764                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.146                  124.163                  17.1597                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.163                  124.163                  0.00263                  TaskCoord                0                        Deploying                Deploying                
124.163                  124.198                  34.8205                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.198                  124.198                  0.07037                  MasterTorpCtrl           2                        Homing                   Homing                   
124.2                    124.22                   20.2954                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.22                   124.24                   20.2815                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.241                  124.241                  0.002463                 TaskCoord                0                        Deploying                Deploying                
124.241                  124.269                  28.3897                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.269                  124.269                  0.064389                 MasterTorpCtrl           2                        Homing                   Homing                   
124.269                  124.288                  18.8534                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.288                  124.308                  20.2738                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.308                  124.346                  37.8964                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.347                  124.347                  0.077611                 MasterTorpCtrl           2                        Homing                   Homing                   
124.347                  124.367                  19.9022                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.367                  124.392                  25.2348                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.392                  124.392                  0.002667                 TaskCoord                0                        Deploying                Deploying                
124.392                  124.429                  36.152                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.429                  124.429                  0.063944                 MasterTorpCtrl           2                        Homing                   Homing                   
124.429                  124.447                  18.056                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.447                  124.466                  19.4017                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.466                  124.466                  0.002481                 TaskCoord                0                        Deploying                Deploying                
124.466                  124.501                  34.6527                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.502                  124.502                  0.083536                 MasterTorpCtrl           2                        Homing                   Homing                   
124.502                  124.521                  19.142                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.521                  124.541                  20.3896                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.542                  124.542                  0.002703                 TaskCoord                0                        Deploying                Deploying                
124.542                  124.573                  30.9161                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.573                  124.573                  0.063463                 MasterTorpCtrl           2                        Homing                   Homing                   
124.573                  124.593                  20.1905                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.593                  124.614                  21.341                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.614                  124.614                  0.002352                 TaskCoord                0                        Deploying                Deploying                
124.614                  124.651                  36.769                   AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.651                  124.651                  0.070203                 MasterTorpCtrl           2                        Homing                   Homing                   
124.653                  124.674                  21.1376                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.674                  124.694                  20.3764                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.695                  124.695                  0.002667                 TaskCoord                0                        Deploying                Deploying                
124.695                  124.717                  21.965                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.717                  124.717                  0.065444                 MasterTorpCtrl           2                        Homing                   Homing                   
124.717                  124.736                  19.1635                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.736                  124.754                  18.281                   RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.754                  124.754                  0.003388                 TaskCoord                0                        Deploying                Deploying                
124.755                  124.79                   35.7266                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.791                  124.791                  0.085425                 MasterTorpCtrl           2                        Homing                   Homing                   
124.791                  124.81                   19.0159                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.81                   124.832                  22.4146                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.833                  124.833                  0.002574                 TaskCoord                0                        Deploying                Deploying                
124.833                  124.86                   27.4767                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
124.86                   124.86                   0.063611                 MasterTorpCtrl           2                        Homing                   Homing                   
124.86                   124.879                  18.72                    LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.879                  124.897                  18.3117                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.897                  124.897                  0.002704                 TaskCoord                0                        Deploying                Deploying                
124.898                  124.934                  36.7486                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
124.935                  124.935                  0.081481                 MasterTorpCtrl           2                        Homing                   Homing                   
124.935                  124.955                  20.1106                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
124.955                  124.975                  20.2269                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
124.975                  124.975                  0.0025                   TaskCoord                0                        Deploying                Deploying                
124.976                  125.013                  37.6274                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.013                  125.013                  0.065018                 MasterTorpCtrl           2                        Homing                   Homing                   
125.013                  125.033                  19.6792                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.033                  125.053                  20.2418                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.053                  125.054                  0.002611                 TaskCoord                0                        Deploying                Deploying                
125.054                  125.09                   36.6803                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.09                   125.09                   0.069278                 MasterTorpCtrl           2                        Homing                   Homing                   
125.09                   125.11                   19.6514                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.11                   125.131                  20.4258                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.131                  125.131                  0.002518                 TaskCoord                0                        Deploying                Deploying                
125.131                  125.17                   38.9038                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.17                   125.17                   0.064388                 MasterTorpCtrl           2                        Homing                   Homing                   
125.17                   125.19                   20.2574                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.19                   125.208                  18.3482                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.209                  125.209                  0.002556                 TaskCoord                0                        Deploying                Deploying                
125.209                  125.244                  34.8707                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.244                  125.244                  0.068333                 MasterTorpCtrl           2                        Homing                   Homing                   
125.244                  125.263                  19.4855                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.263                  125.283                  19.3146                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.283                  125.283                  0.0025                   TaskCoord                0                        Deploying                Deploying                
125.283                  125.308                  25.1808                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.308                  125.308                  0.063703                 MasterTorpCtrl           2                        Homing                   Homing                   
125.308                  125.325                  17.0084                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.325                  125.348                  22.8435                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.348                  125.385                  37.3409                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.386                  125.386                  0.068685                 MasterTorpCtrl           2                        Homing                   Homing                   
125.386                  125.405                  19.4127                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.405                  125.424                  18.2938                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.424                  125.424                  0.002593                 TaskCoord                0                        Deploying                Deploying                
125.424                  125.452                  27.8822                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.452                  125.452                  0.064795                 MasterTorpCtrl           2                        Homing                   Homing                   
125.452                  125.474                  21.8462                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.474                  125.493                  19.6216                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.493                  125.493                  0.002759                 TaskCoord                0                        Deploying                Deploying                
125.493                  125.53                   36.7365                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.532                  125.533                  0.163147                 MasterTorpCtrl           2                        Homing                   Homing                   
125.533                  125.553                  19.9562                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.553                  125.572                  19.6663                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.572                  125.572                  0.002537                 TaskCoord                0                        Deploying                Deploying                
125.573                  125.595                  22.8305                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.595                  125.596                  0.063944                 MasterTorpCtrl           2                        Homing                   Homing                   
125.596                  125.612                  16.8888                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.613                  125.632                  19.8106                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.632                  125.632                  0.002648                 TaskCoord                0                        Deploying                Deploying                
125.632                  125.666                  33.819                   AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.666                  125.666                  0.069685                 MasterTorpCtrl           2                        Homing                   Homing                   
125.666                  125.688                  21.9842                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.689                  125.709                  20.8964                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.71                   125.71                   0.002611                 TaskCoord                0                        Deploying                Deploying                
125.71                   125.739                  29.7175                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.739                  125.74                   0.065037                 MasterTorpCtrl           2                        Homing                   Homing                   
125.74                   125.76                   20.0235                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.76                   125.777                  17.7074                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.777                  125.777                  0.002685                 TaskCoord                0                        Deploying                Deploying                
125.777                  125.816                  38.7065                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
125.816                  125.816                  0.072537                 MasterTorpCtrl           2                        Homing                   Homing                   
125.816                  125.838                  21.123                   LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.838                  125.858                  19.9944                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.858                  125.858                  0.002648                 TaskCoord                0                        Deploying                Deploying                
125.858                  125.883                  25.3455                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
125.883                  125.883                  0.066666                 MasterTorpCtrl           2                        Homing                   Homing                   
125.883                  125.904                  20.2212                  LeftTorpCtrl             3                        FindingHomeIndex         FindingHomeIndex         
125.904                  125.923                  19.7612                  RightTorpCtrl            4                        Moving2StartPos          Moving2StartPos          
125.923                  125.923                  0.00263                  TaskCoord                0                        Deploying                Deploying                
