Start                    End                      Duration[ms]             TaskName                 TaskID                   CurrState                NextState                
241.674                  241.692                  17.304                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
241.692                  241.71                   18.6605                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
241.674                  241.711                  36.1707                  MasterTorpCtrl           2                        Cruising                 Cruising                 
241.711                  241.711                  0.003834                 TaskCoord                0                        Deploying                Deploying                
241.725                  241.763                  38.0755                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
241.763                  241.763                  0.004814                 TaskCoord                0                        Deploying                Deploying                
241.8                    241.834                  33.9541                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
241.834                  241.854                  19.6972                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
241.854                  241.873                  18.7682                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
241.834                  241.873                  38.6778                  MasterTorpCtrl           2                        Cruising                 Cruising                 
241.873                  241.873                  0.003315                 TaskCoord                0                        Deploying                Deploying                
241.875                  241.913                  38.0732                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
241.92                   241.92                   0.006445                 TaskCoord                0                        Deploying                Deploying                
241.95                   241.97                   19.8093                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
241.97                   241.989                  19.6014                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
241.95                   241.99                   39.6222                  MasterTorpCtrl           2                        Cruising                 Cruising                 
241.99                   242.026                  36.0094                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.026                  242.026                  0.003259                 TaskCoord                0                        Deploying                Deploying                
242.026                  242.064                  38.3914                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.08                   242.08                   0.003778                 TaskCoord                0                        Deploying                Deploying                
242.1                    242.121                  20.8107                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.121                  242.142                  20.6331                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.1                    242.142                  41.7205                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.142                  242.17                   27.7863                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.17                   242.17                   0.003481                 TaskCoord                0                        Deploying                Deploying                
242.175                  242.212                  37.1436                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.24                   242.24                   0.004018                 TaskCoord                0                        Deploying                Deploying                
242.25                   242.282                  31.7103                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.282                  242.299                  17.2797                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.299                  242.318                  18.4448                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.282                  242.318                  35.9399                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.32                   242.32                   0.003445                 TaskCoord                0                        Deploying                Deploying                
242.325                  242.363                  38.1237                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.4                    242.426                  25.5208                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.426                  242.445                  19.2145                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.445                  242.465                  19.6488                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.426                  242.465                  39.0759                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.465                  242.465                  0.003314                 TaskCoord                0                        Deploying                Deploying                
242.475                  242.513                  38.3585                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.513                  242.513                  0.003592                 TaskCoord                0                        Deploying                Deploying                
242.55                   242.57                   19.8724                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.57                   242.589                  18.6121                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.55                   242.589                  38.7307                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.589                  242.589                  0.003371                 TaskCoord                0                        Deploying                Deploying                
242.589                  242.617                  28.1276                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.625                  242.662                  37.4622                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.663                  242.663                  0.004112                 TaskCoord                0                        Deploying                Deploying                
242.7                    242.729                  29.3181                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.729                  242.75                   20.5228                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.75                   242.769                  18.8305                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.729                  242.769                  39.5772                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.769                  242.769                  0.003371                 TaskCoord                0                        Deploying                Deploying                
242.775                  242.812                  37.2996                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.812                  242.812                  0.004481                 TaskCoord                0                        Deploying                Deploying                
242.85                   242.873                  22.9495                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
242.873                  242.892                  18.9069                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
242.892                  242.911                  18.6447                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
242.873                  242.911                  37.7752                  MasterTorpCtrl           2                        Cruising                 Cruising                 
242.911                  242.911                  0.003389                 TaskCoord                0                        Deploying                Deploying                
242.925                  242.963                  38.1971                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
242.963                  242.963                  0.003259                 TaskCoord                0                        Deploying                Deploying                
243                      243.033                  32.6567                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.033                  243.052                  19.1621                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.052                  243.072                  19.8013                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.033                  243.072                  39.1805                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.072                  243.072                  0.003333                 TaskCoord                0                        Deploying                Deploying                
243.075                  243.113                  38.2613                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.12                   243.12                   0.008907                 TaskCoord                0                        Deploying                Deploying                
243.15                   243.171                  21.1372                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.171                  243.19                   18.5011                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.15                   243.19                   39.9171                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.19                   243.225                  34.5272                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.225                  243.225                  0.003334                 TaskCoord                0                        Deploying                Deploying                
243.225                  243.262                  37.3859                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.28                   243.28                   0.003889                 TaskCoord                0                        Deploying                Deploying                
243.3                    243.317                  17.0798                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.317                  243.336                  18.5793                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.3                    243.336                  35.8749                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.336                  243.368                  32.4882                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.369                  243.369                  0.003333                 TaskCoord                0                        Deploying                Deploying                
243.375                  243.41                   35.4267                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.44                   243.44                   0.003759                 TaskCoord                0                        Deploying                Deploying                
243.45                   243.481                  30.8813                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.481                  243.501                  20.0327                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.501                  243.521                  19.6375                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.481                  243.521                  39.8867                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.521                  243.521                  0.003352                 TaskCoord                0                        Deploying                Deploying                
243.525                  243.564                  39.4099                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.6                    243.6                    0.004148                 TaskCoord                0                        Deploying                Deploying                
243.6                    243.624                  24.1359                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.624                  243.644                  19.6365                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.644                  243.663                  18.528                   RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.624                  243.663                  38.4489                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.675                  243.713                  38.2387                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.713                  243.713                  0.003297                 TaskCoord                0                        Deploying                Deploying                
243.75                   243.784                  34.035                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.784                  243.802                  17.901                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.802                  243.821                  18.6504                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.784                  243.821                  36.7591                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.821                  243.821                  0.003797                 TaskCoord                0                        Deploying                Deploying                
243.825                  243.862                  37.3914                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
243.862                  243.862                  0.004611                 TaskCoord                0                        Deploying                Deploying                
243.9                    243.928                  27.7995                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
243.928                  243.949                  20.6229                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
243.949                  243.968                  19.3157                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
243.928                  243.968                  40.1636                  MasterTorpCtrl           2                        Cruising                 Cruising                 
243.968                  243.968                  0.003945                 TaskCoord                0                        Deploying                Deploying                
243.975                  244.014                  39.3149                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.014                  244.014                  0.003408                 TaskCoord                0                        Deploying                Deploying                
244.05                   244.071                  21.08                    LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.071                  244.092                  20.7835                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.05                   244.092                  42.0799                  MasterTorpCtrl           2                        Cruising                 Cruising                 
244.092                  244.092                  0.003426                 TaskCoord                0                        Deploying                Deploying                
244.092                  244.119                  27.2807                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.125                  244.162                  36.5293                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.162                  244.162                  0.003908                 TaskCoord                0                        Deploying                Deploying                
244.2                    244.231                  31.3639                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.231                  244.249                  17.6292                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.249                  244.268                  18.6897                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.231                  244.268                  36.5434                  MasterTorpCtrl           2                        Cruising                 Cruising                 
244.268                  244.268                  0.003408                 TaskCoord                0                        Deploying                Deploying                
244.275                  244.313                  38.4466                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.32                   244.32                   0.007278                 TaskCoord                0                        Deploying                Deploying                
244.35                   244.369                  19.1638                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.369                  244.388                  18.6065                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.35                   244.388                  37.988                   MasterTorpCtrl           2                        Cruising                 Cruising                 
244.388                  244.423                  35.1172                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.423                  244.423                  0.003277                 TaskCoord                0                        Deploying                Deploying                
244.425                  244.463                  37.5419                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.48                   244.48                   0.003445                 TaskCoord                0                        Deploying                Deploying                
244.5                    244.535                  35.3405                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.535                  244.556                  20.8055                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.556                  244.577                  20.5042                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.535                  244.577                  41.6387                  MasterTorpCtrl           2                        Cruising                 Cruising                 
244.577                  244.577                  0.003463                 TaskCoord                0                        Deploying                Deploying                
244.577                  244.613                  35.3517                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.64                   244.64                   0.004463                 TaskCoord                0                        Deploying                Deploying                
244.65                   244.679                  29.0036                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.679                  244.7                    21.089                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.7                    244.719                  18.6306                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.679                  244.719                  39.9287                  MasterTorpCtrl           2                        Cruising                 Cruising                 
244.72                   244.72                   0.003333                 TaskCoord                0                        Deploying                Deploying                
244.725                  244.763                  37.6108                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.8                    244.823                  23.1922                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.823                  244.842                  18.9417                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
244.842                  244.862                  19.7593                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.823                  244.862                  38.9146                  MasterTorpCtrl           2                        Cruising                 Cruising                 
244.862                  244.862                  0.003351                 TaskCoord                0                        Deploying                Deploying                
244.875                  244.912                  36.5161                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
244.912                  244.912                  0.003185                 TaskCoord                0                        Deploying                Deploying                
244.95                   244.983                  32.6481                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
244.983                  245.002                  19.4834                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.002                  245.02                   17.6269                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
244.983                  245.02                   37.3203                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.02                   245.02                   0.003555                 TaskCoord                0                        Deploying                Deploying                
245.025                  245.064                  38.5139                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.064                  245.064                  0.003482                 TaskCoord                0                        Deploying                Deploying                
245.1                    245.127                  26.4979                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.127                  245.147                  20.6433                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.147                  245.168                  20.6372                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.127                  245.168                  41.4873                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.168                  245.168                  0.003389                 TaskCoord                0                        Deploying                Deploying                
245.175                  245.213                  37.578                   AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.213                  245.213                  0.003518                 TaskCoord                0                        Deploying                Deploying                
245.25                   245.287                  36.5744                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.287                  245.305                  18.624                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.305                  245.325                  19.5825                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.287                  245.325                  38.4428                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.325                  245.325                  0.003371                 TaskCoord                0                        Deploying                Deploying                
245.325                  245.363                  37.9749                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.363                  245.363                  0.0045                   TaskCoord                0                        Deploying                Deploying                
245.406                  245.43                   23.8708                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.43                   245.449                  18.8969                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.449                  245.469                  19.6765                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.43                   245.469                  38.7828                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.469                  245.469                  0.004463                 TaskCoord                0                        Deploying                Deploying                
245.475                  245.512                  36.5739                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.52                   245.52                   0.00587                  TaskCoord                0                        Deploying                Deploying                
245.55                   245.574                  24.0523                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.574                  245.592                  18.1524                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.592                  245.612                  19.6274                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.574                  245.612                  37.9881                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.612                  245.612                  0.003574                 TaskCoord                0                        Deploying                Deploying                
245.625                  245.662                  36.5628                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.68                   245.68                   0.003852                 TaskCoord                0                        Deploying                Deploying                
245.7                    245.734                  34.0092                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.734                  245.754                  20.1599                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.754                  245.774                  19.6714                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.734                  245.774                  40.0356                  MasterTorpCtrl           2                        Cruising                 Cruising                 
245.774                  245.774                  0.003296                 TaskCoord                0                        Deploying                Deploying                
245.775                  245.811                  35.6502                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
245.844                  245.844                  0.003408                 TaskCoord                0                        Deploying                Deploying                
245.85                   245.877                  27.491                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
245.878                  245.897                  19.9047                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
245.898                  245.916                  18.4931                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
245.878                  245.916                  38.614                   MasterTorpCtrl           2                        Cruising                 Cruising                 
245.92                   245.92                   0.00326                  TaskCoord                0                        Deploying                Deploying                
245.925                  245.963                  37.6209                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246                      246                      0.004611                 TaskCoord                0                        Deploying                Deploying                
246                      246.023                  22.6146                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.023                  246.041                  18.3913                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.041                  246.06                   18.6716                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.023                  246.06                   37.2722                  MasterTorpCtrl           2                        Cruising                 Cruising                 
246.075                  246.11                   34.7509                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.11                   246.11                   0.0035                   TaskCoord                0                        Deploying                Deploying                
246.15                   246.181                  31.1199                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.181                  246.201                  20.142                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.201                  246.219                  17.6048                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.181                  246.219                  38.0248                  MasterTorpCtrl           2                        Cruising                 Cruising                 
246.219                  246.219                  0.003296                 TaskCoord                0                        Deploying                Deploying                
246.225                  246.262                  36.6586                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.262                  246.262                  0.004204                 TaskCoord                0                        Deploying                Deploying                
246.3                    246.32                   20.3774                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.32                   246.339                  18.6551                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.3                    246.339                  39.2471                  MasterTorpCtrl           2                        Cruising                 DeployingMass            
246.339                  246.339                  0.003352                 TaskCoord                0                        Deploying                Deploying                
246.339                  246.373                  33.5608                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.375                  246.413                  37.6916                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.413                  246.413                  0.003352                 TaskCoord                0                        Deploying                Deploying                
246.45                   246.485                  34.876                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.485                  246.503                  17.2876                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.503                  246.523                  20.5263                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.485                  246.523                  38.3175                  MasterTorpCtrl           2                        DeployingMass            DeployingMass            
246.523                  246.523                  0.003259                 TaskCoord                0                        Deploying                Deploying                
246.525                  246.563                  37.7038                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.563                  246.563                  0.003389                 TaskCoord                0                        Deploying                Deploying                
246.6                    246.629                  28.8585                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.629                  246.648                  19.1613                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.648                  246.666                  17.6371                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.629                  246.666                  37.3536                  MasterTorpCtrl           2                        DeployingMass            DeployingMass            
246.666                  246.666                  0.003315                 TaskCoord                0                        Deploying                Deploying                
246.675                  246.71                   34.8583                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.72                   246.72                   0.003797                 TaskCoord                0                        Deploying                Deploying                
246.75                   246.773                  22.7587                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.774                  246.793                  18.9009                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.793                  246.81                   17.628                   RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.773                  246.81                   37.5481                  MasterTorpCtrl           2                        DeployingMass            DeployingMass            
246.81                   246.81                   0.004815                 TaskCoord                0                        Deploying                Deploying                
246.825                  246.862                  36.7438                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
246.88                   246.88                   0.003778                 TaskCoord                0                        Deploying                Deploying                
246.9                    246.932                  32.391                   AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
246.933                  246.951                  18.6778                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
246.952                  246.97                   18.6562                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
246.932                  246.97                   37.8321                  MasterTorpCtrl           2                        DeployingMass            DeployingMass            
246.97                   246.97                   0.003278                 TaskCoord                0                        Deploying                Deploying                
246.975                  247.011                  35.7807                  AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
247.04                   247.04                   0.003777                 TaskCoord                0                        Deploying                Deploying                
247.05                   247.077                  26.5517                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
247.077                  247.097                  20.5062                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
247.098                  247.115                  17.7291                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
247.077                  247.115                  38.7986                  MasterTorpCtrl           2                        DeployingMass            DeployingMass            
247.12                   247.12                   0.003667                 TaskCoord                0                        Deploying                Deploying                
247.125                  247.163                  37.855                   AltitudeCntrl            1                        HoldingPos               DeterminingAlt           
247.2                    247.2                    0.005111                 TaskCoord                0                        Deploying                Deploying                
247.2                    247.236                  35.8115                  AltitudeCntrl            1                        DeterminingAlt           HoldingPos               
247.236                  247.255                  18.9959                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
