Time(s)                  AngVel-x(rad/s)          AngVel-y(rad/s)          AngVel-z(rad/s)          Ref.AngVelX(rad/s)       Ref.AngVelY(rad/s)       Ref.AngVelZ(rad/s)       Err.AngVelX(rad/s)       Err.AngVelY(rad/s)       Err.AngVelZ(rad/s)       Rot.Angle(deg)           Prof.Angle(deg)          Prof.w(rad/s)            Prof.e(rad/s^2)          
494.736                  -0.00485991              -6.48739e-06             0.00100647               -0                       -0.000827611             -0                       0.00311125               -0.000827322             -4.13406e-05             38.3478                  38.1077                  0                        0                        
494.886                  -0.00447008              -6.2342e-06              0.00108671               -0                       -0.000838191             -0                       0.00485991               -0.000831704             -0.00100647              38.3505                  38.1077                  0                        0                        
495.088                  0.00100333               -3.9169e-08              6.82773e-06              -0                       -0.000847586             -0                       0.00447008               -0.000841352             -0.00108671              38.3498                  38.1077                  0                        0                        
495.184                  -0.00403435              -3.50061e-09             6.10207e-07              -0                       -0.00084496              -0                       -0.00100333              -0.000844921             -6.82773e-06             38.3513                  38.1077                  0                        0                        
495.375                  -0.00176483              4.21974e-06              -0.00084499              -0                       -0.000850432             -0                       0.00403435               -0.000850428             -6.10207e-07             38.3523                  38.1077                  0                        0                        
495.471                  -0.00194499              3.7662e-07               -7.5417e-05              -0                       -0.000853603             -0                       0.00176483               -0.000857823             0.00084499               38.3529                  38.1077                  0                        0                        
495.635                  0.00255591               4.76335e-06              -0.000981433             -0                       -0.000856008             -0                       0.00194499               -0.000856384             7.5417e-05               38.3511                  38.1077                  0                        0                        
495.78                   -0.00499669              -0.00117351              -3.129e-05               -0                       -0.000849473             -0                       -0.00255591              -0.000854236             0.000981433              38.3438                  38.1077                  0                        0                        
495.982                  0.00439126               -3.39965e-06             -0.000800827             -0                       -0.00082425              -0                       0.00499669               0.000349261              3.129e-05                38.3403                  38.1077                  0                        0                        
496.078                  0.011304                 -3.04762e-07             -7.17902e-05             -0                       -0.000811733             -0                       -0.00439126              -0.000808333             0.000800827              38.3362                  38.1077                  0                        0                        
496.222                  0.00796754               -7.66926e-06             0.00110306               -0                       -0.000797459             -0                       -0.011304                -0.000797154             7.17902e-05              38.3325                  38.1077                  0                        0                        
496.43                   -0.00581139              -0.000835257             1.91507e-07              -0                       -0.000784797             -0                       -0.00796754              -0.000777128             -0.00110306              38.3268                  38.1077                  0                        0                        
496.526                  0.000917473              -8.42101e-05             0.0015451                -0                       -0.000764793             -0                       0.00581139               7.04641e-05              -1.91507e-07             38.3266                  38.1077                  0                        0                        
496.686                  0.00171435               -1.47136e-05             0.00203666               -0                       -0.000763972             -0                       -0.000917473             -0.000679762             -0.0015451               38.3262                  38.1077                  0                        0                        
496.83                   0.000288349              -7.81669e-06             0.00115894               -0                       -0.00076269              -0                       -0.00171435              -0.000747977             -0.00203666              38.3264                  38.1077                  0                        0                        
497.021                  -0.00313912              -5.50076e-06             0.000854319              -0                       -0.000763309             -0                       -0.000288349             -0.000755493             -0.00115894              38.3288                  38.1077                  0                        0                        
497.133                  -0.000632536             -8.67714e-06             0.00141846               -0                       -0.000771854             -0                       0.00313912               -0.000766353             -0.000854319             38.3293                  38.1077                  0                        0                        
497.277                  0.00334561               6.75777e-06              -0.0010668               -0                       -0.000773597             -0                       0.000632536              -0.00076492              -0.00141846              38.3273                  38.1077                  0                        0                        
497.485                  -0.00869257              4.46882e-06              -0.000787948             -0                       -0.000766377             -0                       -0.00334561              -0.000773135             0.0010668                38.3335                  38.1077                  0                        0                        
497.581                  0.00458495               1.59971e-05              -0.00316484              -0                       -0.000788088             -0                       0.00869257               -0.000792557             0.000787948              38.3308                  38.1077                  0                        0                        
497.725                  -0.00192606              1.18487e-05              -0.0022929               -0                       -0.000778746             -0                       -0.00458495              -0.000794743             0.00316484               38.3313                  38.1077                  0                        0                        
497.885                  0.000289641              2.12125e-07              -4.10493e-05             -0                       -0.000780446             -0                       0.00192606               -0.000792295             0.0022929                38.3311                  38.1077                  0                        0                        
498.028                  0.010504                 -0.00117526              -0.00111317              -0                       -0.000779778             -0                       -0.000289641             -0.00077999              4.10493e-05              38.3153                  38.1077                  0                        0                        
498.172                  -9.23893e-06             -3.17965e-05             -3.01166e-05             -0                       -0.000724681             -0                       -0.010504                0.000450578              0.00111317               38.3155                  38.1077                  0                        0                        
498.332                  -0.00414145              -0.00107893              0.000995389              -0                       -0.000725209             -0                       9.23893e-06              -0.000693412             3.01166e-05              38.3082                  38.1077                  0                        0                        
498.476                  0.00320029               -2.88866e-05             2.66499e-05              -0                       -0.000699711             -0                       0.00414145               0.00037922               -0.000995389             38.3064                  38.1077                  0                        0                        
498.635                  -0.00191499              -1.30501e-05             0.00200929               -0                       -0.000693666             -0                       -0.00320029              -0.000664779             -2.66499e-05             38.3082                  38.1077                  0                        0                        
498.827                  -0.00480412              -4.84412e-06             0.000860539              -0                       -0.00069971              -0                       0.00191499               -0.00068666              -0.00200929              38.3118                  38.1077                  0                        0                        
498.987                  0.00383402               0.00106675               0.00102399               -0                       -0.000712378             -0                       0.00480412               -0.000707534             -0.000860539             38.3198                  38.1077                  0                        0                        
499.083                  0.00199069               9.5871e-05               9.20284e-05              -0                       -0.000740242             -0                       -0.00383402              -0.00180699              -0.00102399              38.3192                  38.1077                  0                        0                        
499.227                  -0.00446116              2.56798e-06              2.46506e-06              -0                       -0.000738079             -0                       -0.00199069              -0.00083395              -9.20284e-05             38.3216                  38.1077                  0                        0                        
499.435                  0.000236529              0.000843996              -0.00155867              -0                       -0.000746462             -0                       0.00446116               -0.00074903              -2.46506e-06             38.3307                  38.1077                  0                        0                        
499.531                  -0.000864027             8.37898e-05              -0.00168734              -0                       -0.000778441             -0                       -0.000236529             -0.00162244              0.00155867               38.3308                  38.1077                  0                        0                        
499.674                  0.00348758               0.00118994               -0.00114397              -0                       -0.000778553             -0                       0.000864027              -0.000862342             0.00168734               38.3386                  38.1077                  0                        0                        
499.834                  0.00160578               3.32701e-05              -0.00202625              -0                       -0.000805828             -0                       -0.00348758              -0.00199576              0.00114397               38.3371                  38.1077                  0                        0                        
499.978                  -0.00107836              7.43812e-06              -0.00115643              -0                       -0.000800648             -0                       -0.00160578              -0.000833918             0.00202625               38.3374                  38.1077                  0                        0                        
500.122                  -0.00196021              6.52522e-06              -0.00113772              -0                       -0.000801674             -0                       0.00107836               -0.000809112             0.00115643               38.3381                  38.1077                  0                        0                        
500.33                   0.00214632               -4.49323e-06             0.000774825              -0                       -0.000804185             -0                       0.00196021               -0.00081071              0.00113772               38.3368                  38.1077                  0                        0                        
500.426                  0.00241811               -9.9133e-06              0.00161811               -0                       -0.000799628             -0                       -0.00214632              -0.000795134             -0.000774825             38.3363                  38.1077                  0                        0                        
500.586                  0.00460417               -6.82432e-06             0.00103157               -0                       -0.000797766             -0                       -0.00241811              -0.000787853             -0.00161811              38.334                   38.1077                  0                        0                        
500.729                  -0.00554284              -7.45295e-06             0.00113215               -0                       -0.000789756             -0                       -0.00460417              -0.000782931             -0.00103157              38.3372                  38.1077                  0                        0                        
500.873                  -0.00557026              -6.56998e-06             0.00113564               -0                       -0.000800994             -0                       0.00554284               -0.000793541             -0.00113215              38.3403                  38.1077                  0                        0                        
501.081                  -0.00238327              -0.000839267             0.000782955              -0                       -0.000812005             -0                       0.00557026               -0.000805435             -0.00113564              38.3324                  38.1077                  0                        0                        
501.225                  0.00137096               -2.25859e-05             2.10704e-05              -0                       -0.000784473             -0                       0.00238327               5.47941e-05              -0.000782955             38.3317                  38.1077                  0                        0                        
501.337                  -0.00342432              -1.35338e-06             1.26257e-06              -0                       -0.00078178              -0                       -0.00137096              -0.000759194             -2.10704e-05             38.3332                  38.1077                  0                        0                        
501.48                   0.00498585               5.53174e-06              -0.00110463              -0                       -0.000787096             -0                       0.00342432               -0.000785743             -1.26257e-06             38.3302                  38.1077                  0                        0                        
501.624                  0.00685438               -0.00117482              -0.00114166              -0                       -0.000776521             -0                       -0.00498585              -0.000782052             0.00110463               38.3164                  38.1077                  0                        0                        
501.784                  0.000858862              -2.1162e-05              -2.05647e-05             -0                       -0.000728337             -0                       -0.00685438              0.000446478              0.00114166               38.3159                  38.1077                  0                        0                        
501.928                  0.00207827               -5.66152e-07             -5.50172e-07             -0                       -0.000726872             -0                       -0.000858862             -0.00070571              2.05647e-05              38.3149                  38.1077                  0                        0                        
502.088                  -0.00322178              6.58071e-06              -0.00100359              -0                       -0.000723166             -0                       -0.00207827              -0.0007226               5.50172e-07              38.3164                  38.1077                  0                        0                        
502.28                   -0.00455742              -4.89671e-06             0.000835972              -0                       -0.000728607             -0                       0.00322178               -0.000735187             0.00100359               38.3199                  38.1077                  0                        0                        
502.376                  0.00316865               0.00165404               8.40654e-05              -0                       -0.000740518             -0                       0.00455742               -0.000735621             -0.000835972             38.3285                  38.1077                  0                        0                        
502.535                  0.00169234               3.00542e-05              1.52749e-06              -0                       -0.000770629             -0                       -0.00316865              -0.00242467              -8.40654e-05             38.3275                  38.1077                  0                        0                        
502.743                  -0.000503387             -9.23724e-06             0.00156259               -0                       -0.000767339             -0                       -0.00169234              -0.000797393             -1.52749e-06             38.3285                  38.1077                  0                        0                        
502.823                  -0.0037777               -1.24061e-06             0.000209864              -0                       -0.000770763             -0                       0.000503387              -0.000761526             -0.00156259              38.3297                  38.1077                  0                        0                        
503.031                  0.00206884               -4.56655e-06             0.000782235              -0                       -0.00077503              -0                       0.0037777                -0.000773789             -0.000209864             38.3285                  38.1077                  0                        0                        
503.126                  -0.00577397              -4.1095e-07              7.03944e-05              -0                       -0.000770655             -0                       -0.00206884              -0.000766088             -0.000782235             38.3307                  38.1077                  0                        0                        
503.334                  -0.00398372              0.000838703              -0.00077618              -0                       -0.000778495             -0                       0.00577397               -0.000778084             -7.03944e-05             38.3434                  38.1077                  0                        0                        
503.43                   0.00639343               8.29508e-05              -0.00161837              -0                       -0.000822724             -0                       0.00398372               -0.00166143              0.00077618               38.3405                  38.1077                  0                        0                        
503.575                  0.00613452               0.00117902               -0.00112989              -0                       -0.000812626             -0                       -0.00639343              -0.000895577             0.00161837               38.347                   38.1077                  0                        0                        
503.734                  -0.00116256              2.80637e-05              -0.00103086              -0                       -0.000835325             -0                       -0.00613452              -0.00201435              0.00112989               38.3474                  38.1077                  0                        0                        
503.878                  0.00941804               8.14863e-06              -0.00113192              -0                       -0.000836832             -0                       0.00116256               -0.000864896             0.00103086               38.3423                  38.1077                  0                        0                        
504.022                  -0.0077727               -0.00117351              -0.00114324              -0                       -0.000818858             -0                       -0.00941804              -0.000827007             0.00113192               38.3361                  38.1077                  0                        0                        
504.229                  -0.00225007              -1.71096e-06             -0.000788704             -0                       -0.000797368             -0                       0.0077727                0.000376138              0.00114324               38.3375                  38.1077                  0                        0                        
504.389                  -0.00316229              -0.00107047              -2.02402e-05             -0                       -0.000802024             -0                       0.00225007               -0.000800313             0.000788704              38.3293                  38.1077                  0                        0                        
504.485                  0.0128118                -0.000104636             0.00154391               -0                       -0.00077354              -0                       0.00316229               0.000296932              2.02402e-05              38.3247                  38.1077                  0                        0                        
504.629                  -0.0026552               -9.91043e-06             0.00114764               -0                       -0.000757503             -0                       -0.0128118               -0.000652867             -0.00154391              38.3266                  38.1077                  0                        0                        
504.775                  -0.00787687              -0.00117981              0.00220622               -0                       -0.000763932             -0                       0.0026552                -0.000754021             -0.00114764              38.3214                  38.1077                  0                        0                        
504.983                  -0.00160329              -1.00077e-05             0.00078996               -0                       -0.000745754             -0                       0.00787687               0.000434058              -0.00220622              38.3229                  38.1077                  0                        0                        
505.124                  0.00725995               -1.1987e-05              0.00226645               -0                       -0.000750982             -0                       0.00160329               -0.000740974             -0.00078996              38.3196                  38.1077                  0                        0                        
505.236                  -0.00389426              -7.22212e-07             0.000136552              -0                       -0.000739695             -0                       -0.00725995              -0.000727708             -0.00226645              38.3215                  38.1077                  0                        0                        
505.39                   -0.00249978              -5.25691e-06             0.00104272               -0                       -0.000746171             -0                       0.00389426               -0.000745449             -0.000136552             38.3232                  38.1077                  0                        0                        
505.588                  0.00741111               -0.00087498              2.4994e-06               -0                       -0.000752078             -0                       0.00249978               -0.000746821             -0.00104272              38.3079                  38.1077                  0                        0                        
505.684                  0.00917667               -6.82286e-05             -0.00155009              -0                       -0.000698651             -0                       -0.00741111              0.000176329              -2.4994e-06              38.3044                  38.1077                  0                        0                        
505.828                  -0.000351791             -1.83061e-06             -4.15898e-05             -0                       -0.000686654             -0                       -0.00917667              -0.000618425             0.00155009               38.3047                  38.1077                  0                        0                        
505.972                  -0.000931949             7.76107e-06              -0.0011055               -0                       -0.000687723             -0                       0.000351791              -0.000685892             4.15898e-05              38.3049                  38.1077                  0                        0                        
506.131                  -0.0070189               6.60567e-06              -0.00102468              -0                       -0.000688331             -0                       0.000931949              -0.000696092             0.0011055                38.3086                  38.1077                  0                        0                        
506.283                  0.00068462               6.38128e-06              -0.00107389              -0                       -0.000701253             -0                       0.0070189                -0.000707858             0.00102468               38.3078                  38.1077                  0                        0                        
506.435                  -0.00941143              -0.00112452              -2.96067e-05             -0                       -0.000698589             -0                       -0.00068462              -0.000704971             0.00107389               38.3031                  38.1077                  0                        0                        
506.579                  0.00166106               -3.02126e-05             -7.95442e-07             -0                       -0.000682189             -0                       0.00941143               0.000442334              2.96067e-05              38.3021                  38.1077                  0                        0                        
506.722                  0.00193485               -8.15406e-07             -2.14682e-08             -0                       -0.000678577             -0                       -0.00166106              -0.000648364             7.95442e-07              38.3011                  38.1077                  0                        0                        
506.882                  -0.000718846             -1.47076e-08             -3.87223e-10             -0                       -0.000675036             -0                       -0.00193485              -0.000674221             2.14682e-08              38.3015                  38.1077                  0                        0                        
507.074                  0.000580542              -1.18419e-10             -3.11778e-12             -0                       -0.000676589             -0                       0.000718846              -0.000676574             3.87223e-10              38.3011                  38.1077                  0                        0                        
507.234                  0.00437047               -5.45596e-06             0.00100264               -0                       -0.000675153             -0                       -0.000580542             -0.000675153             3.11778e-12              38.2989                  38.1077                  0                        0                        
507.333                  -0.00415897              -4.53347e-07             8.33114e-05              -0                       -0.000667299             -0                       -0.00437047              -0.000661843             -0.00100264              38.3006                  38.1077                  0                        0                        
507.478                  0.00995312               0.00117495               9.24136e-06              -0                       -0.000673415             -0                       0.00415897               -0.000672961             -8.33114e-05             38.3053                  38.1077                  0                        0                        
507.634                  -0.00418287              2.33366e-05              1.83551e-07              -0                       -0.00068973              -0                       -0.00995312              -0.00186468              -9.24136e-06             38.3078                  38.1077                  0                        0                        
507.777                  0.00757404               0.00118064               7.80822e-06              -0                       -0.000698277             -0                       0.00418287               -0.000721614             -1.83551e-07             38.3138                  38.1077                  0                        0                        
507.937                  -0.00905477              2.13976e-05              1.41514e-07              -0                       -0.000719232             -0                       -0.00757404              -0.00189987              -7.80822e-06             38.319                   38.1077                  0                        0                        
508.081                  0.00396644               5.73287e-07              3.79147e-09              -0                       -0.00073753              -0                       0.00905477               -0.000758928             -1.41514e-07             38.3168                  38.1077                  0                        0                        
508.225                  -0.000778266             6.98046e-06              -0.00110438              -0                       -0.000729823             -0                       -0.00396644              -0.000730396             -3.79147e-09             38.317                   38.1077                  0                        0                        
508.385                  0.00150717               1.26008e-07              -1.99358e-05             -0                       -0.000730391             -0                       0.000778266              -0.000737371             0.00110438               38.3161                  38.1077                  0                        0                        
508.528                  0.00396603               3.38655e-09              -5.35788e-07             -0                       -0.000727354             -0                       -0.00150717              -0.00072748              1.99358e-05              38.3141                  38.1077                  0                        0                        
508.736                  -0.0075483               -0.000835002             -5.24514e-06             -0                       -0.000720301             -0                       -0.00396603              -0.000720304             5.35788e-07              38.3097                  38.1077                  0                        0                        
508.832                  0.00267998               -7.5197e-05              -4.72357e-07             -0                       -0.000704934             -0                       0.0075483                0.000130068              5.24514e-06              38.3084                  38.1077                  0                        0                        
508.976                  -0.00307155              -2.02416e-06             -1.27149e-08             -0                       -0.000700522             -0                       -0.00267998              -0.000625325             4.72357e-07              38.3101                  38.1077                  0                        0                        
509.136                  -0.00295737              -0.0010726               -5.51309e-06             -0                       -0.000706326             -0                       0.00307155               -0.000704302             1.27149e-08              38.3018                  38.1077                  0                        0                        
509.28                   0.00716065               -2.86073e-05             -1.47039e-07             -0                       -0.00067747              -0                       0.00295737               0.000395132              5.51309e-06              38.2979                  38.1077                  0                        0                        
509.472                  0.00043003               -0.000903617             -5.43261e-06             -0                       -0.000664017             -0                       -0.00716065              -0.00063541              1.47039e-07              38.2877                  38.1077                  0                        0                        
509.583                  0.00444168               -5.43201e-05             -3.26576e-07             -0                       -0.000628306             -0                       -0.00043003              0.000275311              5.43261e-06              38.2859                  38.1077                  0                        0                        
509.727                  0.000574225              -0.00117503              -0.00111245              -0                       -0.000621843             -0                       -0.00444168              -0.000567523             3.26576e-07              38.2754                  38.1077                  0                        0                        
509.871                  0.000924153              -0.00121241              -3.79423e-05             -0                       -0.00058517              -0                       -0.000574225             0.00058986               0.00111245               38.2649                  38.1077                  0                        0                        
510.031                  -0.00585356              -0.00109311              -7.49333e-06             -0                       -0.00054871              -0                       -0.000924153             0.000663697              3.79423e-05              38.2583                  38.1077                  0                        0                        
510.175                  0.0022773                -0.00121138              -7.36513e-06             -0                       -0.000525643             -0                       0.00585356               0.000567469              7.49333e-06              38.247                   38.1077                  0                        0                        
510.335                  -1.07117e-05             -2.79741e-05             0.0010028                -0                       -0.000486367             -0                       -0.0022773               0.000725013              7.36513e-06              38.2474                  38.1077                  0                        0                        
510.526                  -0.00686764              -0.000908107             0.000848279              -0                       -0.000487507             -0                       1.07117e-05              -0.000459533             -0.0010028               38.2425                  38.1077                  0                        0                        
510.622                  0.000984469              -8.11438e-05             7.57979e-05              -0                       -0.0004704               -0                       0.00686764               0.000437707              -0.000848279             38.2419                  38.1077                  0                        0                        
510.782                  0.00405686               -1.46939e-06             1.37258e-06              -0                       -0.000468253             -0                       -0.000984469             -0.000387109             -7.57979e-05             38.2395                  38.1077                  0                        0                        
510.926                  0.00408465               -3.96019e-08             3.69929e-08              -0                       -0.000459974             -0                       -0.00405686              -0.000458505             -1.37258e-06             38.2374                  38.1077                  0                        0                        
511.086                  0.000591427              -7.12895e-10             6.65929e-10              -0                       -0.000452672             -0                       -0.00408465              -0.000452632             -3.69929e-08             38.2371                  38.1077                  0                        0                        
511.277                  0.00101139               5.43748e-06              -0.000844645             -0                       -0.000451632             -0                       -0.000591427             -0.000451631             -6.65929e-10             38.2361                  38.1077                  0                        0                        
511.421                  0.00336755               1.45894e-07              -2.26628e-05             -0                       -0.000448201             -0                       -0.00101139              -0.000453638             0.000844645              38.2344                  38.1077                  0                        0                        
511.581                  -0.0024907               0.00108014               -0.000997285             -0                       -0.000442182             -0                       -0.00336755              -0.000442328             2.26628e-05              38.2455                  38.1077                  0                        0                        
511.741                  -0.00465434              1.94358e-05              -1.7945e-05              -0                       -0.000481026             -0                       0.0024907                -0.00156116              0.000997285              38.2482                  38.1077                  0                        0                        
511.885                  0.00372963               5.17507e-07              -4.77811e-07             -0                       -0.000490267             -0                       0.00465434               -0.000509703             1.7945e-05               38.2461                  38.1077                  0                        0                        
511.981                  0.00321258               4.61938e-08              -4.26505e-08             -0                       -0.000483218             -0                       -0.00372963              -0.000483736             4.77811e-07              38.2451                  38.1077                  0                        0                        
512.188                  -0.0073715               2.53371e-10              -2.33936e-10             -0                       -0.000479505             -0                       -0.00321258              -0.000479551             4.26505e-08              38.2505                  38.1077                  0                        0                        
512.284                  -0.000279008             -0.00165592              -8.746e-06               -0                       -0.000498578             -0                       0.0073715                -0.000498578             2.33936e-10              38.2404                  38.1077                  0                        0                        
512.476                  0.0024842                -1.79792e-05             0.000844489              -0                       -0.00046325              -0                       0.000279008              0.00119267               8.746e-06                38.239                   38.1077                  0                        0                        
512.588                  -0.00510219              -1.08573e-06             5.09972e-05              -0                       -0.000458266             -0                       -0.0024842               -0.000440287             -0.000844489             38.2412                  38.1077                  0                        0                        
512.733                  0.000336201              -5.66223e-06             0.00109918               -0                       -0.000466116             -0                       0.00510219               -0.000465031             -5.09972e-05             38.2413                  38.1077                  0                        0                        
512.876                  0.00601485               0.00118555               3.66663e-05              -0                       -0.000466292             -0                       -0.000336201             -0.00046063              -0.00109918              38.2481                  38.1077                  0                        0                        
513.037                  -0.00278882              2.07938e-05              6.43104e-07              -0                       -0.000490034             -0                       -0.00601485              -0.00167558              -3.66663e-05             38.2498                  38.1077                  0                        0                        
513.227                  0.00723217               0.000903495              0.000855757              -0                       -0.000495944             -0                       0.00278882               -0.000516738             -6.43104e-07             38.2551                  38.1077                  0                        0                        
513.323                  0.00306756               0.00173436               8.79635e-05              -0                       -0.000514613             -0                       -0.00723217              -0.00141811              -0.000855757             38.2642                  38.1077                  0                        0                        
513.531                  -0.00100765              0.0008511                -0.000775827             -0                       -0.000546342             -0                       -0.00306756              -0.0022807               -8.79635e-05             38.2746                  38.1077                  0                        0                        
513.627                  0.000255629              7.61588e-05              -6.94232e-05             -0                       -0.000582717             -0                       0.00100765               -0.00143382              0.000775827              38.2745                  38.1077                  0                        0                        
513.835                  -0.00156951              0.000836353              5.32785e-06              -0                       -0.000582275             -0                       -0.000255629             -0.000658434             6.94232e-05              38.2856                  38.1077                  0                        0                        
513.931                  0.00702751               8.5307e-05               -0.00154401              -0                       -0.000621085             -0                       0.00156951               -0.00145744              -5.32785e-06             38.2827                  38.1077                  0                        0                        
