Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
137.631                  0                        0                        194.808                  193.275                  0.643                    0.631934                 5981.84                  18                       1.53296                  0.78562                  
137.709                  0                        0                        195.094                  193.5                    0.643                    0.620154                 5987.29                  32                       1.59378                  0.788999                 
137.776                  0                        0                        195.362                  193.725                  0.643                    0.630084                 5993.79                  22                       1.63713                  0.791407                 
137.852                  0                        0                        195.644                  193.95                   0.643                    0.621381                 6000.12                  26                       1.6937                   0.79455                  
137.92                   0                        0                        195.918                  194.175                  0.643                    0.526156                 6006.8                   26                       1.7432                   0.7973                   
137.999                  0                        0                        196.217                  194.4                    0.643                    0.514095                 6014.71                  20                       1.81692                  0.801396                 
138.065                  0                        0                        196.474                  194.625                  0.643                    0.525361                 6022.09                  27                       1.84912                  0.803185                 
138.136                  0                        0                        196.741                  194.85                   0.643                    0.525804                 6032.81                  30                       1.89137                  0.805532                 
138.208                  0                        0                        197.028                  195.3                    0.643                    0.625273                 6041.43                  26                       1.72753                  0.79643                  
138.288                  0                        0                        197.332                  195.525                  0.643                    0.614873                 6049.86                  18                       1.80708                  0.800849                 
138.353                  0                        0                        197.583                  195.75                   0.643                    0.633285                 6056.72                  18                       1.83308                  0.802294                 
138.389                  0                        0                        197.734                  195.75                   0.643                    0.520784                 6063.05                  21                       1.98369                  0.810661                 
138.463                  0                        0                        198.005                  196.2                    0.643                    0.625631                 6071.84                  23                       1.80523                  0.800746                 
138.526                  0                        0                        198.261                  196.425                  0.643                    0.536572                 6078.69                  28                       1.83591                  0.80245                  
138.6                    0                        0                        198.541                  196.65                   0.643                    0.544857                 6086.43                  27                       1.89103                  0.805513                 
138.672                  0                        0                        198.816                  196.875                  0.643                    0.534925                 6091.88                  19                       1.9407                   0.808272                 
138.749                  0                        0                        199.111                  197.1                    0.643                    0.63304                  6099.61                  20                       2.01061                  0.812156                 
138.815                  0                        0                        199.37                   197.325                  0.643                    0.531306                 6112.09                  40                       2.04539                  0.814089                 
138.888                  0                        0                        199.643                  197.775                  0.643                    0.63047                  6124.39                  33                       1.86793                  0.80423                  
138.96                   0                        0                        199.926                  198.225                  0.643                    0.731348                 6133.89                  23                       1.70137                  0.794976                 
139.034                  0                        0                        200.21                   198.225                  0.643                    0.626005                 6139.51                  15                       1.9855                   0.810761                 
139.104                  0                        0                        200.481                  198.45                   0.643                    0.634916                 6147.77                  29                       2.03086                  0.813281                 
139.145                  0                        0                        200.635                  198.675                  0.643                    0.710798                 6154.1                   25                       1.96037                  0.809365                 
139.219                  0                        0                        200.922                  199.125                  0.643                    0.700366                 6163.95                  29                       1.79699                  0.800289                 
139.295                  0                        0                        201.221                  199.35                   0.643                    0.592966                 6173.44                  25                       1.87099                  0.8044                   
139.372                  0                        0                        201.511                  199.575                  0.643                    0.692806                 6183.81                  25                       1.9358                   0.808                    
139.438                  0                        0                        201.775                  200.025                  0.643                    0.804432                 6192.77                  30                       1.75047                  0.797704                 
139.512                  0                        0                        202.059                  200.475                  0.643                    0.821432                 6205.43                  23                       1.58378                  0.788444                 
139.583                  0                        0                        202.331                  200.7                    0.643                    0.72588                  6213.52                  22                       1.63085                  0.791058                 
139.66                   0                        0                        202.626                  200.925                  0.643                    0.727159                 6222.66                  21                       1.70095                  0.794953                 
139.727                  0                        0                        202.885                  201.15                   0.643                    0.73889                  6230.74                  28                       1.73529                  0.796861                 
139.806                  0                        0                        203.189                  201.375                  0.643                    0.615366                 6239.18                  19                       1.81446                  0.801259                 
139.87                   0                        0                        203.44                   201.825                  0.643                    0.641691                 6246.04                  24                       1.61543                  0.790202                 
139.946                  0                        0                        203.729                  202.05                   0.643                    0.63547                  6255.88                  21                       1.67939                  0.793755                 
140.013                  0                        0                        203.996                  202.275                  0.643                    0.646074                 6264.32                  26                       1.72069                  0.79605                  
140.093                  0                        0                        204.289                  202.5                    0.643                    0.633145                 6273.46                  31                       1.78903                  0.799846                 
140.16                   0                        0                        204.551                  202.725                  0.643                    0.648652                 6282.07                  23                       1.82556                  0.801876                 
140.239                  0                        0                        204.852                  202.95                   0.643                    0.514059                 6291.39                  26                       1.90199                  0.806122                 
140.303                  0                        0                        205.106                  203.175                  0.643                    0.528031                 6297.01                  24                       1.93057                  0.80771                  
140.343                  0                        0                        205.262                  203.4                    0.643                    0.604801                 6303.69                  26                       1.86162                  0.803879                 
140.422                  0                        0                        205.561                  203.85                   0.643                    0.699677                 6314.41                  28                       1.71066                  0.795492                 
140.495                  0                        0                        205.845                  204.075                  0.643                    0.690729                 6324.08                  28                       1.77021                  0.798801                 
140.574                  0                        0                        206.152                  204.525                  0.643                    0.783387                 6333.4                   19                       1.62697                  0.790843                 
140.639                  0                        0                        206.401                  204.525                  0.643                    0.669283                 6339.02                  19                       1.87577                  0.804665                 
140.716                  0                        0                        206.704                  204.975                  0.643                    0.674982                 6349.92                  20                       1.72856                  0.796487                 
140.781                  0                        0                        206.955                  205.425                  0.643                    0.711221                 6361                     34                       1.53043                  0.78548                  
140.86                   0                        0                        207.255                  205.65                   0.643                    0.706207                 6372.6                   28                       1.60474                  0.789608                 
140.926                  0                        0                        207.511                  205.875                  0.643                    0.630675                 6381.56                  21                       1.63553                  0.791319                 
141.004                  0                        0                        207.812                  206.1                    0.643                    0.726763                 6390.53                  15                       1.71166                  0.795548                 
141.073                  0                        0                        208.065                  206.55                   0.643                    0.76383                  6399.49                  28                       1.51526                  0.784637                 
141.147                  0                        0                        208.362                  207                      0.643                    0.728907                 6409.34                  33                       1.36229                  0.776138                 
141.217                  0                        0                        208.644                  207.225                  0.643                    0.734811                 6419.36                  24                       1.41937                  0.779309                 
141.295                  0                        0                        208.935                  207.45                   0.643                    0.7214                   6427.27                  21                       1.48456                  0.782931                 
141.372                  0                        0                        209.236                  207.675                  0.643                    0.721175                 6433.07                  20                       1.5614                   0.7872                   
141.448                  0                        0                        209.521                  207.9                    0.643                    0.594712                 6443.09                  26                       1.62083                  0.790502                 
141.522                  0                        0                        209.811                  208.35                   0.643                    0.599209                 6456.27                  29                       1.46115                  0.781631                 
141.596                  0                        0                        210.093                  208.575                  0.643                    0.599443                 6466.11                  22                       1.51759                  0.784766                 
141.661                  0                        0                        210.347                  208.8                    0.643                    0.61357                  6474.55                  25                       1.54677                  0.786387                 
141.746                  0                        0                        210.669                  209.25                   0.643                    0.697379                 6482.81                  23                       1.41886                  0.779281                 
141.823                  0                        0                        210.965                  209.475                  0.643                    0.693264                 6490.37                  19                       1.49028                  0.783249                 
141.899                  0                        0                        211.262                  209.7                    0.643                    0.591471                 6498.46                  21                       1.56194                  0.78723                  
141.966                  0                        0                        211.518                  209.925                  0.643                    0.601623                 6509.18                  33                       1.59308                  0.78896                  
142.04                   0                        0                        211.806                  210.375                  0.643                    0.689067                 6520.08                  28                       1.43059                  0.779933                 
142.114                  0                        0                        212.09                   210.6                    0.643                    0.611084                 6527.64                  18                       1.49013                  0.783241                 
142.188                  0                        0                        212.379                  210.825                  0.643                    0.613714                 6535.55                  28                       1.55378                  0.786777                 
142.253                  0                        0                        212.628                  211.05                   0.643                    0.632126                 6541.35                  32                       1.57833                  0.788141                 
142.299                  0                        0                        212.771                  211.05                   0.643                    0.519161                 6545.57                  27                       1.72098                  0.796066                 
142.371                  0                        0                        213.084                  211.275                  0.643                    0.410214                 6551.89                  24                       1.80936                  0.800976                 
142.446                  0                        0                        213.368                  211.5                    0.643                    0.410601                 6560.86                  31                       1.86783                  0.804224                 
142.522                  0                        0                        213.663                  211.95                   0.643                    0.506532                 6570.18                  23                       1.71282                  0.795612                 
142.586                  0                        0                        213.923                  212.175                  0.643                    0.501736                 6578.79                  26                       1.74814                  0.797574                 
142.66                   0                        0                        214.203                  212.4                    0.643                    0.605121                 6586.35                  17                       1.80301                  0.800623                 
142.731                  0                        0                        214.478                  212.625                  0.643                    0.618053                 6595.14                  27                       1.85289                  0.803394                 
142.803                  0                        0                        214.753                  213.075                  0.643                    0.726622                 6605.68                  29                       1.67762                  0.793657                 
142.877                  0                        0                        215.033                  213.3                    0.643                    0.633631                 6616.05                  26                       1.73304                  0.796736                 
142.951                  0                        0                        215.326                  213.75                   0.643                    0.720083                 6626.07                  19                       1.5759                   0.788006                 
143.018                  0                        0                        215.588                  213.975                  0.643                    0.727124                 6635.21                  24                       1.61293                  0.790063                 
143.094                  0                        0                        215.875                  214.2                    0.643                    0.722487                 6645.41                  32                       1.67548                  0.793538                 
143.164                  0                        0                        216.143                  214.65                   0.643                    0.727879                 6653.5                   23                       1.49335                  0.783419                 
143.237                  0                        0                        216.426                  214.875                  0.643                    0.72705                  6663.34                  26                       1.55103                  0.786624                 
143.307                  0                        0                        216.697                  215.1                    0.643                    0.636248                 6671.25                  24                       1.59696                  0.789176                 
143.385                  0                        0                        216.991                  215.325                  0.643                    0.62419                  6677.58                  21                       1.66611                  0.793017                 
143.451                  0                        0                        217.252                  215.55                   0.643                    0.634303                 6686.02                  30                       1.7024                   0.795033                 
143.488                  0                        0                        217.4                    215.775                  0.643                    0.614227                 6691.99                  26                       1.62505                  0.790736                 
143.574                  0                        0                        217.724                  216.225                  0.643                    0.69045                  6702.19                  29                       1.49911                  0.78374                  
143.643                  0                        0                        217.992                  216.225                  0.643                    0.583648                 6709.75                  22                       1.76693                  0.798618                 
143.719                  0                        0                        218.283                  216.675                  0.643                    0.684119                 6717.48                  24                       1.60797                  0.789787                 
143.787                  0                        0                        218.547                  216.9                    0.643                    0.68299                  6725.21                  24                       1.64694                  0.791953                 
143.863                  0                        0                        218.838                  217.125                  0.643                    0.586281                 6732.77                  31                       1.71348                  0.795649                 
143.929                  0                        0                        219.102                  217.35                   0.643                    0.517429                 6741.74                  16                       1.75217                  0.797799                 
144.006                  0                        0                        219.392                  217.8                    0.643                    0.716859                 6753.87                  37                       1.59235                  0.78892                  
144.075                  0                        0                        219.657                  218.025                  0.643                    0.62737                  6762.13                  24                       1.63196                  0.79112                  
144.151                  0                        0                        219.946                  218.25                   0.643                    0.617761                 6768.81                  22                       1.69631                  0.794695                 
144.219                  0                        0                        220.211                  218.475                  0.643                    0.62782                  6777.42                  26                       1.73601                  0.796901                 
144.295                  0                        0                        220.51                   218.7                    0.643                    0.614805                 6785.16                  20                       1.81019                  0.801022                 
144.364                  0                        0                        220.768                  218.925                  0.643                    0.527824                 6790.78                  18                       1.84251                  0.802817                 
144.44                   0                        0                        221.063                  219.15                   0.643                    0.516357                 6798.52                  26                       1.91312                  0.80674                  
144.514                  0                        0                        221.322                  219.6                    0.643                    0.640204                 6809.94                  22                       1.72164                  0.796102                 
144.593                  0                        0                        221.647                  219.825                  0.643                    0.619733                 6821.19                  27                       1.82234                  0.801697                 
144.665                  0                        0                        221.939                  220.05                   0.643                    0.622354                 6828.75                  18                       1.88863                  0.80538                  
144.739                  0                        0                        222.215                  220.5                    0.643                    0.718989                 6839.47                  35                       1.71541                  0.795756                 
144.815                  0                        0                        222.494                  220.725                  0.643                    0.724992                 6848.96                  23                       1.76894                  0.79873                  
144.894                  0                        0                        222.809                  220.95                   0.643                    0.592974                 6858.63                  25                       1.85903                  0.803735                 
144.97                   0                        0                        223.11                   221.4                    0.643                    0.696558                 6867.07                  24                       1.70977                  0.795443                 
145.044                  0                        0                        223.4                    221.625                  0.643                    0.697031                 6877.27                  27                       1.77468                  0.799049                 
145.115                  0                        0                        223.665                  221.85                   0.643                    0.597137                 6884.65                  14                       1.81467                  0.801271                 
145.195                  0                        0                        223.97                   222.075                  0.643                    0.587868                 6895.55                  26                       1.89549                  0.805761                 
145.273                  0                        0                        224.282                  222.525                  0.643                    0.681639                 6908.03                  25                       1.75728                  0.798083                 
145.353                  0                        0                        224.589                  222.975                  0.643                    0.677985                 6921.39                  30                       1.61385                  0.790114                 
145.418                  0                        0                        224.836                  223.425                  0.643                    0.811927                 6931.58                  28                       1.41142                  0.778868                 
145.492                  0                        0                        225.126                  223.65                   0.643                    0.802502                 6938.61                  16                       1.47645                  0.782481                 
145.562                  0                        0                        225.392                  223.65                   0.643                    0.707886                 6944.94                  17                       1.74162                  0.797212                 
145.64                   0                        0                        225.695                  224.1                    0.643                    0.712842                 6956.89                  28                       1.5953                   0.789084                 
145.708                  0                        0                        225.947                  224.55                   0.643                    0.753738                 6967.97                  28                       1.39728                  0.778082                 
145.783                  0                        0                        226.247                  225                      0.643                    0.713257                 6981.33                  27                       1.2467                   0.769717                 
145.849                  0                        0                        226.501                  225.225                  0.643                    0.727102                 6989.24                  20                       1.2764                   0.771367                 
145.888                  0                        0                        226.654                  225.225                  0.643                    0.727102                 6994.34                  23                       1.42896                  0.779842                 
145.972                  0                        0                        226.98                   225.675                  0.643                    0.714011                 7002.42                  21                       1.30505                  0.772958                 
146.038                  0                        0                        227.242                  225.9                    0.643                    0.594813                 7011.74                  30                       1.34198                  0.77501                  
146.116                  0                        0                        227.533                  226.125                  0.643                    0.500904                 7021.76                  23                       1.40819                  0.778689                 
146.185                  0                        0                        227.798                  226.35                   0.643                    0.496682                 7028.09                  13                       1.44771                  0.780884                 
146.261                  0                        0                        228.095                  226.575                  0.643                    0.593871                 7035.12                  19                       1.52043                  0.784924                 
146.327                  0                        0                        228.352                  227.025                  0.643                    0.642109                 7044.08                  30                       1.32683                  0.774168                 
146.4                    0                        0                        228.632                  227.25                   0.643                    0.635051                 7055.16                  29                       1.38164                  0.777213                 
146.47                   0                        0                        228.907                  227.475                  0.643                    0.640843                 7063.59                  26                       1.43181                  0.780001                 
146.552                  0                        0                        229.218                  227.925                  0.643                    0.717395                 7072.56                  25                       1.29304                  0.772291                 
146.616                  0                        0                        229.462                  228.15                   0.643                    0.738803                 7079.94                  34                       1.31202                  0.773346                 
146.695                  0                        0                        229.762                  228.375                  0.643                    0.609403                 7087.15                  16                       1.38747                  0.777537                 
146.757                  0                        0                        230.017                  228.6                    0.643                    0.619836                 7094.18                  18                       1.41663                  0.779158                 
146.837                  0                        0                        230.316                  228.825                  0.643                    0.611255                 7103.5                   28                       1.49126                  0.783303                 
146.902                  0                        0                        230.571                  229.05                   0.643                    0.538809                 7111.93                  24                       1.52121                  0.784967                 
146.942                  0                        0                        230.717                  229.275                  0.643                    0.618285                 7115.1                   16                       1.44229                  0.780583                 
147.018                  0                        0                        231.01                   229.5                    0.643                    0.62079                  7123.71                  14                       1.51012                  0.784351                 
147.094                  0                        0                        231.311                  229.725                  0.643                    0.603202                 7133.91                  34                       1.58573                  0.788552                 
147.181                  0                        0                        231.643                  230.175                  0.643                    0.680816                 7145.86                  26                       1.46796                  0.782009                 
147.255                  0                        0                        231.928                  230.4                    0.643                    0.668668                 7152.54                  23                       1.52847                  0.785371                 
147.338                  0                        0                        232.217                  230.625                  0.643                    0.571029                 7159.22                  18                       1.59157                  0.788877                 
147.414                  0                        0                        232.545                  230.85                   0.643                    0.560312                 7171.17                  23                       1.69503                  0.794624                 
147.492                  0                        0                        232.841                  231.3                    0.643                    0.659521                 7183.12                  21                       1.5411                   0.786072                 
147.558                  0                        0                        233.1                    231.75                   0.643                    0.708981                 7193.14                  27                       1.34986                  0.775448                 
147.635                  0                        0                        233.393                  231.975                  0.643                    0.706295                 7202.81                  22                       1.41814                  0.779241                 
147.701                  0                        0                        233.655                  231.975                  0.643                    0.605862                 7205.98                  22                       1.68018                  0.793799                 
147.779                  0                        0                        233.948                  232.425                  0.643                    0.71509                  7215.29                  33                       1.52346                  0.785092                 
147.846                  0                        0                        234.21                   232.65                   0.643                    0.630449                 7226.19                  34                       1.55955                  0.787097                 
147.923                  0                        0                        234.5                    233.1                    0.643                    0.605942                 7236.91                  29                       1.40015                  0.778242                 
147.988                  0                        0                        234.764                  233.325                  0.643                    0.616809                 7242.71                  11                       1.43933                  0.780419                 
148.066                  0                        0                        235.056                  233.55                   0.643                    0.71592                  7251.68                  28                       1.50628                  0.784138                 
148.133                  0                        0                        235.319                  233.775                  0.643                    0.628552                 7260.82                  33                       1.54444                  0.786258                 
148.207                  0                        0                        235.612                  234                      0.643                    0.616757                 7268.73                  20                       1.61163                  0.789991                 
148.277                  0                        0                        235.876                  234.225                  0.643                    0.527202                 7277.17                  21                       1.65067                  0.79216                  
148.355                  0                        0                        236.164                  234.675                  0.643                    0.618691                 7290.88                  31                       1.48856                  0.783154                 
148.42                   0                        0                        236.429                  235.125                  0.643                    0.7378                   7302.3                   29                       1.30375                  0.772886                 
148.497                  0                        0                        236.719                  235.575                  0.643                    0.827102                 7313.38                  24                       1.14418                  0.764021                 
148.568                  0                        0                        236.986                  235.8                    0.643                    0.836434                 7322.17                  18                       1.18622                  0.766357                 
148.642                  0                        0                        237.278                  236.025                  0.643                    0.825892                 7331.13                  21                       1.25336                  0.770087                 
148.71                   0                        0                        237.54                   236.475                  0.643                    0.846348                 7339.92                  30                       1.06466                  0.759604                 
148.787                  0                        0                        237.842                  236.7                    0.643                    0.723954                 7351.35                  27                       1.14162                  0.763879                 
148.852                  0                        0                        238.094                  236.925                  0.643                    0.639229                 7356.62                  22                       1.16925                  0.765414                 
148.89                   0                        0                        238.237                  236.925                  0.643                    0.530871                 7360.14                  19                       1.31181                  0.773334                 
148.968                  0                        0                        238.533                  237.375                  0.643                    0.627499                 7369.98                  26                       1.15757                  0.764765                 
149.044                  0                        0                        238.834                  237.825                  0.643                    0.597871                 7382.46                  28                       1.00922                  0.756523                 
149.122                  0                        0                        239.127                  237.825                  0.643                    0.502045                 7389.67                  17                       1.30172                  0.772774                 
149.19                   0                        0                        239.389                  238.05                   0.643                    0.497941                 7395.82                  18                       1.33875                  0.774831                 
149.267                  0                        0                        239.687                  238.5                    0.643                    0.692178                 7405.84                  26                       1.18668                  0.766383                 
