Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
86.1669                  0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        
86.1928                  0                        0                        0.000331793              5.175                    0.00421319               13.1427                  168.574                  1                        -5.17467                 -0.283268                
86.2769                  0                        0                        0.0160451                5.175                    0.0311772                13.1427                  164.355                  -12                      -5.15895                 -0.255431                
86.3478                  0                        0                        0.0383914                5.175                    0.0535166                13.1427                  161.016                  -10                      -5.13661                 -0.231851                
86.4239                  0                        0                        0.0738123                4.95                     0.0778565                13.0438                  157.676                  -10                      -4.87619                 -0.193043                
86.5058                  0                        0                        0.126555                 4.95                     0.104785                 13.0438                  153.984                  -2                       -4.82344                 -0.163184                
86.5849                  0                        0                        0.185747                 4.725                    0.12928                  -0.197196                152.402                  -11                      -4.53925                 -0.1229                  
86.6549                  0                        0                        0.246848                 4.725                    0.150938                 -0.197196                152.402                  -6                       -4.47815                 -0.0978482               
86.7288                  0                        0                        0.329072                 4.725                    0.17594                  -0.197196                152.578                  -6                       -4.39593                 -0.0682778               
86.795                   0                        0                        0.40707                  4.725                    0.197111                 -0.0982845               153.281                  4                        -4.31793                 -0.0427742               
86.87                    0                        0                        0.50769                  4.725                    0.221423                 -0.0982845               151.523                  -7                       -4.21731                 -0.0128725               
86.9358                  0                        0                        0.607349                 4.725                    0.243334                 0                        151.523                  -6                       -4.11765                 0.0145755                
87.0099                  0                        0                        0.72192                  4.725                    0.266347                 0                        148.711                  5                        -4.00308                 0.0439538                
87.0829                  0                        0                        0.847791                 4.5                      0.2896                   -0.103534                147.656                  5                        -3.65221                 0.0866998                
87.1589                  0                        0                        0.990121                 4.725                    0.313861                 -0.00430179              149.941                  2                        -3.73488                 0.106368                 
87.2249                  0                        0                        1.12681                  4.725                    0.335648                 -0.00430179              150.469                  0                        -3.59819                 0.135749                 
87.2991                  0                        0                        1.28324                  4.725                    0.358963                 -0.00430179              150.996                  -2                       -3.44176                 0.167754                 
87.3699                  0                        0                        1.44674                  4.725                    0.38187                  -0.00430179              152.578                  5                        -3.27826                 0.199744                 
87.4481                  0                        0                        1.63505                  4.725                    0.406644                 0.0992327                153.457                  4                        -3.08995                 0.23498                  
87.5139                  0                        0                        1.80599                  4.725                    0.428011                 0                        155.215                  4                        -2.91901                 0.265844                 
87.589                   0                        0                        2.0068                   4.95                     0.451791                 0.101241                 159.434                  12                       -2.9432                  0.28828                  
87.6571                  0                        0                        2.20623                  5.175                    0.474286                 0.208265                 164.531                  17                       -2.96877                 0.309354                 
87.7289                  0                        0                        2.42004                  5.4                      0.497289                 0.312928                 171.211                  16                       -2.97996                 0.331735                 
87.7689                  0                        0                        2.54179                  5.4                      0.510059                 0.312928                 172.793                  20                       -2.85821                 0.351269                 
87.8319                  0                        0                        2.74604                  5.625                    0.530652                 0.429836                 176.133                  10                       -2.87896                 0.37071                  
87.9101                  0                        0                        2.9965                   5.625                    0.554804                 0.328594                 176.484                  6                        -2.6285                  0.408776                 
87.977                   0                        0                        3.2333                   5.625                    0.576769                 0.221571                 179.473                  6                        -2.3917                  0.443897                 
88.0489                  0                        0                        3.50961                  5.85                     0.643                    0.221628                 185.801                  25                       -2.34039                 0.512978                 
88.1369                  0                        0                        3.85035                  6.075                    0.643                    0.306546                 194.062                  20                       -2.22465                 0.519408                 
88.219                   0                        0                        4.16124                  6.3                      0.643                    0.282708                 198.633                  19                       -2.13876                 0.52418                  
88.2979                  0                        0                        4.4666                   6.3                      0.643                    0.282708                 203.906                  5                        -1.8334                  0.541145                 
88.372                   0                        0                        4.75771                  6.525                    0.643                    0.382103                 209.707                  17                       -1.76729                 0.544817                 
88.4399                  0                        0                        5.02127                  6.975                    0.643                    0.496957                 218.672                  15                       -1.95373                 0.534459                 
88.525                   0                        0                        5.34662                  7.2                      0.643                    0.500975                 226.055                  16                       -1.85338                 0.540034                 
88.599                   0                        0                        5.63847                  7.425                    0.643                    0.507047                 233.613                  23                       -1.78653                 0.543748                 
88.675                   0                        0                        5.91734                  7.65                     0.643                    0.610806                 239.766                  20                       -1.73266                 0.546741                 
88.7449                  0                        0                        6.19347                  7.65                     0.643                    0.511412                 243.633                  18                       -1.45653                 0.562081                 
88.819                   0                        0                        6.47618                  7.875                    0.643                    0.394184                 247.676                  6                        -1.39882                 0.565288                 
88.8859                  0                        0                        6.75004                  8.1                      0.643                    0.410907                 255.762                  19                       -1.34996                 0.568002                 
88.962                   0                        0                        7.02974                  8.55                     0.643                    0.518659                 267.891                  25                       -1.52026                 0.558541                 
89.031                   0                        0                        7.30288                  8.775                    0.643                    0.520836                 275.625                  25                       -1.47212                 0.561215                 
89.107                   0                        0                        7.59194                  9                        0.643                    0.620934                 283.535                  16                       -1.40806                 0.564775                 
89.175                   0                        0                        7.85779                  9.225                    0.643                    0.627429                 287.754                  20                       -1.36721                 0.567044                 
89.2481                  0                        0                        8.13921                  9.225                    0.643                    0.52177                  291.445                  13                       -1.08579                 0.582678                 
89.321                   0                        0                        8.41285                  9.45                     0.643                    0.420615                 298.301                  20                       -1.03715                 0.585381                 
89.3971                  0                        0                        8.70893                  9.675                    0.643                    0.412406                 305.156                  17                       -0.966067                0.58933                  
89.4668                  0                        0                        8.96812                  9.9                      0.643                    0.423943                 311.309                  15                       -0.931876                0.591229                 
89.5422                  0                        0                        9.26793                  10.125                   0.643                    0.411616                 320.098                  23                       -0.857075                0.595385                 
89.6062                  0                        0                        9.52309                  10.35                    0.643                    0.525015                 327.832                  25                       -0.826914                0.59706                  
89.6862                  0                        0                        9.81795                  10.8                     0.643                    0.615536                 333.984                  24                       -0.982049                0.588442                 
89.7511                  0                        0                        10.0775                  10.8                     0.643                    0.517808                 338.555                  21                       -0.722517                0.60286                  
89.7911                  0                        0                        10.2315                  11.025                   0.643                    0.594072                 339.785                  11                       -0.793525                0.598915                 
89.8682                  0                        0                        10.5239                  11.025                   0.643                    0.497558                 345.586                  14                       -0.501096                0.615161                 
89.9422                  0                        0                        10.8178                  11.25                    0.643                    0.482606                 354.551                  26                       -0.43218                 0.61899                  
90.0202                  0                        0                        11.1113                  11.7                     0.643                    0.483553                 361.934                  18                       -0.588731                0.610293                 
90.0903                  0                        0                        11.3723                  11.7                     0.643                    0.483553                 365.625                  11                       -0.327681                0.624796                 
90.1694                  0                        0                        11.6855                  11.925                   0.643                    0.388057                 372.129                  11                       -0.239546                0.629692                 
90.2453                  0                        0                        11.99                    12.15                    0.643                    0.483069                 381.973                  23                       -0.160003                0.634111                 
90.3234                  0                        0                        12.2804                  12.6                     0.643                    0.583925                 393.75                   24                       -0.319642                0.625242                 
90.3893                  0                        0                        12.5441                  13.05                    0.643                    0.60614                  401.836                  24                       -0.505903                0.614894                 
90.4666                  0                        0                        12.836                   13.275                   0.643                    0.705252                 409.746                  21                       -0.43896                 0.618613                 
90.5324                  0                        0                        13.0994                  13.275                   0.643                    0.612848                 415.02                   21                       -0.175614                0.633244                 
90.6064                  0                        0                        13.3798                  13.5                     0.643                    0.621019                 420.996                  16                       -0.120189                0.636323                 
90.6795                  0                        0                        13.6543                  13.725                   0.643                    0.527141                 426.094                  12                       -0.0707276               0.639071                 
90.7574                  0                        0                        13.9584                  13.95                    0.643                    0.402852                 434.531                  26                       0.00842624               0.643502                 
90.8224                  0                        0                        14.2107                  14.4                     0.643                    0.533123                 444.727                  18                       -0.189288                0.632518                 
90.9005                  0                        0                        14.5108                  14.625                   0.643                    0.629541                 453.34                   16                       -0.114188                0.63669                  
90.9665                  0                        0                        14.7639                  14.85                    0.643                    0.640668                 459.492                  22                       -0.0860597               0.638253                 
91.0546                  0                        0                        15.0737                  15.075                   0.643                    0.628667                 466.523                  12                       -0.0013435               0.642959                 
91.1234                  0                        0                        15.38                    15.3                     0.643                    0.627975                 475.664                  19                       0.0800407                0.647765                 
91.1994                  0                        0                        15.6636                  15.525                   0.643                    0.500652                 481.992                  15                       0.138551                 0.651557                 
91.2695                  0                        0                        15.9346                  15.75                    0.643                    0.510977                 489.551                  20                       0.184622                 0.654791                 
91.3485                  0                        0                        16.2348                  15.975                   0.643                    0.493052                 496.055                  17                       0.259826                 0.66001                  
91.4125                  0                        0                        16.4904                  16.2                     0.643                    0.512851                 503.438                  15                       0.290383                 0.662663                 
91.4907                  0                        0                        16.7771                  16.425                   0.643                    0.519333                 511.699                  21                       0.35209                  0.66749                  
91.5577                  0                        0                        17.045                   16.65                    0.643                    0.52527                  518.379                  18                       0.395015                 0.671252                 
91.6336                  0                        0                        17.3345                  16.875                   0.643                    0.518466                 525.938                  22                       0.459539                 0.676632                 
91.7075                  0                        0                        17.6233                  17.325                   0.643                    0.622488                 534.375                  21                       0.298303                 0.668821                 
91.7846                  0                        0                        17.9211                  17.55                    0.643                    0.606414                 542.637                  25                       0.371142                 0.674321                 
91.8625                  0                        0                        18.2255                  17.775                   0.643                    0.600573                 548.965                  23                       0.450463                 0.680529                 
91.9347                  0                        0                        18.5035                  17.775                   0.643                    0.492576                 554.941                  17                       0.72851                  0.698723                 
92.0035                  0                        0                        18.7712                  18                       0.643                    0.500731                 561.621                  16                       0.771191                 0.703778                 
92.0416                  0                        0                        18.9167                  18.225                   0.643                    0.499184                 566.191                  20                       0.691697                 0.700711                 
92.1166                  0                        0                        19.1983                  18.675                   0.643                    0.607526                 577.969                  26                       0.523313                 0.693378                 
92.1786                  0                        0                        19.4492                  18.9                     0.643                    0.627792                 587.637                  26                       0.549167                 0.696561                 
92.2547                  0                        0                        19.7369                  19.35                    0.643                    0.828909                 597.832                  22                       0.386909                 0.68906                  
92.3236                  0                        0                        20.0045                  19.575                   0.643                    0.828927                 605.918                  19                       0.429545                 0.692949                 
92.3997                  0                        0                        20.29                    19.8                     0.643                    0.731448                 614.355                  17                       0.48996                  0.698226                 
92.4677                  0                        0                        20.5591                  20.25                    0.643                    0.740977                 625.078                  25                       0.309096                 0.689269                 
92.5447                  0                        0                        20.8496                  20.475                   0.643                    0.725226                 634.219                  23                       0.374622                 0.694374                 
92.6107                  0                        0                        21.114                   20.7                     0.643                    0.63354                  642.48                   18                       0.414034                 0.697969                 
92.6827                  0                        0                        21.3921                  20.925                   0.643                    0.629501                 646.523                  20                       0.467056                 0.702669                 
92.7537                  0                        0                        21.6702                  20.925                   0.643                    0.528123                 653.73                   12                       0.745166                 0.720795                 
92.7917                  0                        0                        21.8115                  21.15                    0.643                    0.517782                 655.664                  18                       0.661533                 0.717441                 
92.8686                  0                        0                        22.0997                  21.375                   0.643                    0.518586                 662.695                  29                       0.724731                 0.723818                 
92.9446                  0                        0                        22.4086                  21.6                     0.643                    0.502843                 669.727                  19                       0.808573                 0.731631                 
93.0166                  0                        0                        22.675                   22.05                    0.643                    0.615992                 679.219                  29                       0.624981                 0.723777                 
93.0927                  0                        0                        22.9636                  22.275                   0.643                    0.716233                 689.414                  23                       0.688636                 0.729932                 
93.1697                  0                        0                        23.2688                  22.5                     0.643                    0.606361                 697.148                  16                       0.768829                 0.734387                 
93.2358                  0                        0                        23.5182                  22.725                   0.643                    0.621977                 706.289                  31                       0.793236                 0.735743                 
93.3128                  0                        0                        23.8129                  23.175                   0.643                    0.724662                 714.551                  22                       0.637928                 0.729612                 
93.3768                  0                        0                        24.0734                  23.4                     0.643                    0.618541                 720.527                  27                       0.673366                 0.733791                 
93.4528                  0                        0                        24.3608                  23.625                   0.643                    0.618971                 727.734                  27                       0.735787                 0.737259                 
93.5238                  0                        0                        24.6284                  23.85                    0.643                    0.632268                 734.238                  20                       0.77844                  0.739629                 
93.5959                  0                        0                        24.9204                  23.85                    0.643                    0.516253                 740.918                  26                       1.07037                  0.755847                 
93.6648                  0                        0                        25.1839                  24.075                   0.643                    0.429676                 746.895                  16                       1.1089                   0.757988                 
93.7409                  0                        0                        25.4683                  24.525                   0.643                    0.522045                 754.805                  24                       0.943317                 0.748788                 
93.8108                  0                        0                        25.7382                  24.75                    0.643                    0.52858                  762.188                  32                       0.988217                 0.751283                 
93.8899                  0                        0                        26.0394                  24.975                   0.643                    0.516558                 770.449                  18                       1.06436                  0.755513                 
93.9538                  0                        0                        26.2931                  25.2                     0.643                    0.630576                 779.941                  25                       1.09314                  0.757112                 
93.9908                  0                        0                        26.4407                  25.425                   0.643                    0.716877                 782.93                   21                       1.01569                  0.752809                 
94.0708                  0                        0                        26.7394                  25.65                    0.643                    0.610259                 790.488                  29                       1.08944                  0.756907                 
94.1468                  0                        0                        27.0344                  25.875                   0.643                    0.601154                 799.277                  22                       1.15939                  0.760793                 
94.2219                  0                        0                        27.3262                  26.1                     0.643                    0.604244                 809.121                  24                       1.22615                  0.764502                 
94.2879                  0                        0                        27.5881                  26.55                    0.643                    0.711164                 815.801                  25                       1.03808                  0.754053                 
94.3659                  0                        0                        27.881                   26.775                   0.643                    0.613852                 824.238                  24                       1.10599                  0.757826                 
94.4329                  0                        0                        28.1439                  27                       0.643                    0.627069                 833.906                  20                       1.14387                  0.75993                  
94.5091                  0                        0                        28.4319                  27.225                   0.643                    0.629416                 841.465                  30                       1.20692                  0.763433                 
94.577                   0                        0                        28.6992                  27.45                    0.643                    0.638515                 847.09                   24                       1.24917                  0.76578                  
94.6539                  0                        0                        28.9941                  27.675                   0.643                    0.515676                 854.648                  26                       1.31912                  0.769667                 
94.732                   0                        0                        29.2547                  27.9                     0.643                    0.527947                 864.844                  26                       1.35466                  0.771641                 
94.81                    0                        0                        29.5953                  28.35                    0.643                    0.587773                 874.512                  16                       1.24529                  0.765564                 
94.883                   0                        0                        29.8706                  28.575                   0.643                    0.592421                 882.773                  20                       1.2956                   0.76836                  
94.961                   0                        0                        30.1681                  29.025                   0.643                    0.678704                 896.484                  34                       1.14305                  0.759885                 
95.027                   0                        0                        30.4292                  29.475                   0.643                    0.802204                 903.691                  24                       0.954198                 0.749393                 
95.104                   0                        0                        30.7232                  29.7                     0.643                    0.789553                 914.941                  24                       1.02323                  0.753228                 
95.168                   0                        0                        30.9797                  29.925                   0.643                    0.732463                 921.094                  19                       1.05474                  0.754978                 
95.244                   0                        0                        31.2679                  30.15                    0.643                    0.727761                 929.18                   18                       1.11795                  0.75849                  
95.3121                  0                        0                        31.5345                  30.15                    0.643                    0.533206                 935.332                  17                       1.3845                   0.773298                 
95.3882                  0                        0                        31.8235                  30.6                     0.643                    0.511813                 943.945                  28                       1.22355                  0.764357                 
95.4571                  0                        0                        32.0905                  30.825                   0.643                    0.521799                 953.438                  29                       1.26549                  0.766687                 
95.5391                  0                        0                        32.4177                  31.275                   0.643                    0.585838                 961.699                  25                       1.14273                  0.759867                 
95.617                   0                        0                        32.7062                  31.5                     0.643                    0.585735                 972.246                  24                       1.20624                  0.763395                 
95.6922                  0                        0                        32.9921                  31.725                   0.643                    0.686948                 979.98                   20                       1.26712                  0.766778                 
95.7581                  0                        0                        33.2614                  31.95                    0.643                    0.594195                 988.242                  20                       1.3114                   0.769238                 
95.8341                  0                        0                        33.5488                  32.175                   0.643                    0.586469                 994.746                  16                       1.37383                  0.772706                 
95.9041                  0                        0                        33.8158                  32.4                     0.643                    0.518025                 1001.43                  23                       1.41576                  0.775035                 
95.9451                  0                        0                        33.9695                  32.625                   0.643                    0.605964                 1006.52                  27                       1.34448                  0.771075                 
96.0192                  0                        0                        34.2541                  32.85                    0.643                    0.606408                 1014.79                  22                       1.40412                  0.774388                 
96.0951                  0                        0                        34.556                   33.3                     0.643                    0.690676                 1023.57                  20                       1.25596                  0.766158                 
96.1742                  0                        0                        34.8566                  33.525                   0.643                    0.686245                 1034.3                   19                       1.33163                  0.770361                 
96.256                   0                        0                        35.1729                  33.75                    0.643                    0.669319                 1043.61                  28                       1.42295                  0.775435                 
96.3302                  0                        0                        35.4545                  34.2                     0.643                    0.686637                 1050.64                  27                       1.25449                  0.766076                 
96.4001                  0                        0                        35.7289                  34.425                   0.643                    0.690439                 1057.15                  23                       1.30386                  0.768819                 
96.4772                  0                        0                        36.0252                  34.425                   0.643                    0.498718                 1065.76                  28                       1.60017                  0.78528                  
96.5431                  0                        0                        36.2834                  34.65                    0.643                    0.514532                 1072.79                  20                       1.6334                   0.787126                 
96.6182                  0                        0                        36.5633                  35.1                     0.643                    0.629807                 1081.93                  24                       1.46331                  0.777677                 
96.6861                  0                        0                        36.838                   35.325                   0.643                    0.529604                 1090.9                   22                       1.51297                  0.780436                 
96.7701                  0                        0                        37.1558                  35.775                   0.643                    0.606239                 1101.09                  20                       1.38077                  0.773092                 
96.8471                  0                        0                        37.4542                  36                       0.643                    0.703203                 1111.46                  25                       1.45419                  0.77717                  
96.9191                  0                        0                        37.7387                  36.45                    0.643                    0.794534                 1121.48                  27                       1.28872                  0.767978                 
96.9911                  0                        0                        38.01                    36.675                   0.643                    0.694448                 1130.1                   30                       1.335                    0.770549                 
97.0702                  0                        0                        38.3098                  37.125                   0.643                    0.782111                 1142.23                  27                       1.18483                  0.762206                 
97.1343                  0                        0                        38.564                   37.35                    0.643                    0.71387                  1150.31                  18                       1.21398                  0.763825                 
97.2081                  0                        0                        38.8459                  37.575                   0.643                    0.719552                 1161.74                  25                       1.27087                  0.766986                 
97.2781                  0                        0                        39.1208                  38.025                   0.643                    0.726678                 1171.58                  26                       1.09578                  0.757258                 
97.3552                  0                        0                        39.4097                  38.475                   0.643                    0.820316                 1181.78                  21                       0.934691                 0.748309                 
97.4211                  0                        0                        39.6743                  38.7                     0.643                    0.736661                 1192.15                  23                       0.974289                 0.750509                 
97.4933                  0                        0                        39.9456                  39.15                    0.643                    0.836123                 1201.29                  24                       0.795579                 0.740581                 
97.5652                  0                        0                        40.2297                  39.375                   0.643                    0.835326                 1209.73                  19                       0.854679                 0.743864                 
97.6442                  0                        0                        40.5267                  39.6                     0.643                    0.722234                 1221.86                  28                       0.926701                 0.747865                 
97.7083                  0                        0                        40.7833                  39.825                   0.643                    0.634706                 1227.3                   29                       0.958279                 0.74962                  
97.7882                  0                        0                        41.0841                  40.05                    0.643                    0.621532                 1233.81                  20                       1.03412                  0.753833                 
